id,mes,ano,data_pagamento,status,pdf_consolidado_url,total_documentos,documentos_vinculados,documentos_pendentes,created_by,created_at,updated_at
d13925ae-ad96-4532-b116-8d9a8a8c80c3,4,2025,2025-05-02,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
10d4f388-6a10-4c6d-bb13-c95240346d91,5,2025,2025-06-03,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
c17fd38f-6781-4014-a173-58504f432946,6,2025,2025-07-02,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
27dc114d-6e1a-42db-bf03-f36da27efa66,7,2025,2025-08-01,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
bf664186-c1bc-4bd7-88b4-8c0b49dea407,8,2025,2025-09-01,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
dde29e83-8099-4e5a-bcda-5d3caa73160f,9,2025,2025-10-01,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
9006252f-d42d-489c-b90c-5533aba0dcef,10,2025,2025-11-04,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
87238fcd-5638-4a80-8bf4-099e4893fb06,11,2025,2025-12-02,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
40df9e58-a672-45b0-816d-52e0d51db729,12,2025,2026-01-02,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
ac2f3b7a-c1f5-4a89-b5e0-6b3f207888f3,1,2026,2026-02-03,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
89df3d5b-fc26-436c-9d82-7b0098c7e586,2,2026,2026-03-03,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
31060543-e449-4ddb-8ec4-9ea08969b7ea,3,2026,2026-04-02,rascunho,,0,0,0,,2026-03-30T20:28:01+00:00,2026-03-30T20:28:01+00:00
