id,created_at,nome,faixa_salarial_inicio,faixa_salarial_centro,faixa_salarial_topo,senioridade_id,archived_at
115,2026-03-30T23:39:15+00:00,Desenvolvedor(a),750000,,1177500,,
116,2026-03-30T23:39:15+00:00,Desenvolvedor(a),850000,,1334500,,
117,2026-03-30T23:39:15+00:00,Desenvolvedor(a),950000,,1491500,,
118,2026-03-30T23:39:15+00:00,Desenvolvedor(a),1000000,,1570000,,
119,2026-03-30T23:39:15+00:00,Desenvolvedor(a),1080000,,1695600,,
120,2026-03-30T23:39:15+00:00,Desenvolvedor(a),1160000,,1821200,,
121,2026-03-30T23:39:15+00:00,Desenvolvedor(a),1240000,,1946800,,
122,2026-03-30T23:39:15+00:00,Gerente de Operações,,,,,
123,2026-03-30T23:39:15+00:00,CTO,,,,,
124,2026-03-30T23:39:15+00:00,CEO,,,,,
125,2026-03-30T23:39:15+00:00,DevOps,80000,,,,
126,2026-03-30T23:39:15+00:00,DevOps,110000,,,,
127,2026-03-30T23:39:15+00:00,DevOps,140000,,,,
128,2026-03-30T23:39:15+00:00,DevOps,230000,,361100,,
129,2026-03-30T23:39:15+00:00,DevOps,275000,,431750,,
130,2026-03-30T23:39:15+00:00,DevOps,330000,,518100,,
131,2026-03-30T23:39:15+00:00,DevOps,430000,,675100,,
132,2026-03-30T23:39:15+00:00,DevOps,500000,,785000,,
133,2026-03-30T23:39:15+00:00,DevOps,580000,,910600,,
134,2026-03-30T23:39:15+00:00,DevOps,670000,,1051900,,
135,2026-03-30T23:39:15+00:00,DevOps,750000,,1177500,,
136,2026-03-30T23:39:15+00:00,DevOps,850000,,1334500,,
137,2026-03-30T23:39:15+00:00,DevOps,950000,,1491500,,
138,2026-03-30T23:39:15+00:00,DevOps,1000000,,1570000,,
139,2026-03-30T23:39:15+00:00,DevOps,1080000,,1695600,,
140,2026-03-30T23:39:15+00:00,DevOps,1160000,,1821200,,
141,2026-03-30T23:39:15+00:00,DevOps,1240000,,1946800,,
142,2026-03-30T23:39:15+00:00,Diretor de DevOps,,,1300000,,
143,2026-03-30T23:39:15+00:00,Negócios,90000,,,,
144,2026-03-30T23:39:15+00:00,Negócios,103500,,,,
145,2026-03-30T23:39:15+00:00,Negócios,119100,,,,
146,2026-03-30T23:39:15+00:00,Negócios,143000,,,,
147,2026-03-30T23:39:15+00:00,Negócios,164500,,,,
148,2026-03-30T23:39:15+00:00,Negócios,189200,,,,
149,2026-03-30T23:39:15+00:00,Analista de Negócios,227100,,,,
150,2026-03-30T23:39:15+00:00,Analista de Negócios,261200,,,,
151,2026-03-30T23:39:15+00:00,Analista de Negócios,300400,,,,
152,2026-03-30T23:39:15+00:00,Analista de Negócios,360500,,,,
153,2026-03-30T23:39:15+00:00,Analista de Negócios,414600,,,,
154,2026-03-30T23:39:15+00:00,Analista de Negócios,476800,,,,
155,2026-03-30T23:39:15+00:00,Analista de Negócios,572200,,,,
156,2026-03-30T23:39:15+00:00,Analista de Negócios,658100,,,,
157,2026-03-30T23:39:15+00:00,Analista de Negócios,756900,,,,
158,2026-03-30T23:39:15+00:00,Desenvolvedor(a),,,1695600,,
159,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,96000,,,,
160,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,132000,,,,
161,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,168000,,,,
162,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,276000,,,,
163,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,330000,,,,
164,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,396000,,,,
165,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,516000,,,,
166,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,600000,,,,
167,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,696000,,,,
168,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,804000,,,,
169,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,900000,,,,
170,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,1020000,,,,
171,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,1140000,,,,
172,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,1200000,,,,
173,2026-03-30T23:39:15+00:00,Engenheiro(a) DevOps,1296000,,,,
174,2026-03-30T23:39:15+00:00,Coordenador(a) de Marketing e Experiência do Cliente,,,1600000,,
175,2026-03-30T23:39:15+00:00,Executivo(a) de Contas,600000,,,,
176,2026-03-30T23:39:15+00:00,Suporte de Experiência,180000,,,,
177,2026-03-30T23:39:15+00:00,Analista de Experiência do Cliente,400000,,,,
