id,avaliado_id,ciclo_id,nota_final,nota_eixox,nota_eixoy,calibrado,classificacao_final,perfil_id,classificacao_final_calibrado,nota_final_calibrado,feedback_lideranca,calibrado_nota_eixox,calibrado_nota_eixoy,feedback_colaboraodr,status_relatorio,manager_id,feedback_RH,grupo_calibragem_id,created_at,updated_at
ad7cc1f1-f47a-4ff9-be8c-7d4fc5cea024,,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,,,,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
5c3953a0-49d5-4b24-96d3-efae3cfe1012,,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,,,,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
5147a8aa-1a44-4bd5-9390-7255060759b1,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,307,300,,,Dentro,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
e1b3485a-0bb2-4d75-8012-af8a1e3fa76d,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,352,300,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
bad1f41d-af6b-43cc-a348-f94cda1fe664,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,358,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
fadc7bc7-03e6-4573-87e7-8f5aad29e6e6,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,307,300,,,Dentro,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
808feae0-f4a7-422e-8ef4-0a1bee62c984,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,311,300,,,Dentro,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
a94c02bf-00a3-498a-afb0-050a52b6e40e,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,317,300,,,Dentro,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
a5bdde25-bf7a-4a62-b8a6-71bd4e556d5f,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,388,400,,,Acima,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
62c21c56-ba69-402f-a620-ef122b9286de,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,402,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
917ef311-2dd6-4aec-a90a-0826c96cfa00,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,215,200,,,Abaixo,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
f29e1087-f255-44cb-b178-eac79ac79ffa,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,382,400,,,Acima,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
f1b19a6a-e929-487b-8250-b1765b27cf4d,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,364,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
0ebbf7f1-ca12-4e26-8da2-cdd709c9920e,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,69,0,,,Abaixo,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
f8b115ef-b38c-45e3-a805-98b55366a6ae,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,347,300,,,Acima,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
2594c99b-2a95-44e8-95c6-344be638092d,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,387,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
bf91c683-edeb-48bc-86f6-44e73e795186,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,323,300,,,Dentro,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
0d0a8086-16e2-485e-9219-fee35ec8b197,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,33,0,,,Abaixo,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
beae788a-ca85-4fc9-9cf6-9fd119d3724e,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,396,400,,,Acima,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
f55ca410-7376-49e6-9ef8-77e55c91d8e0,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,381,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
f598d958-a04f-45dd-8b07-5d41b9c5df28,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,363,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
4cbc03b5-04da-47b8-8757-9e1e9005fe39,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,307,300,,,Dentro,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
8bdb29ad-7d49-408d-b221-3230b82c264b,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,370,400,,,Acima,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
f951a7f7-1e7a-48a8-96b2-cf719ae2374c,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,354,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
9de76ffe-4948-40dc-8715-c4165add9046,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,364,400,,,Acima,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
8cc5c2a7-5424-40c7-a2ac-050e28973e59,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,275,200,,,Abaixo,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
0ffd2982-8f4a-4afd-9ca2-85bed5d84a4b,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,362,400,,,Acima,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
015b7b51-1224-4515-8f52-f3b0d1eefb5b,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,380,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
ee92f7cb-7678-48a0-9357-8ceba15f93df,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,324,300,,,Dentro,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
883a6031-4173-40f6-96b7-eebfd54802ba,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,323,300,,,Dentro,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
8304d989-ef30-41b8-90fe-718793ff43fb,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,359,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
aedb6488-5e27-480a-b035-1f107e0d0a8a,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,388,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
cb8e8505-e6f1-45ae-abf5-c5e7f0787279,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,401,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
2643803d-3b7e-436a-85a2-13eb21407de9,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,371,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
35c7db9f-1f83-4d06-98ea-c9b96c4c6b9c,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,354,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
cfcc43cc-e47b-4be6-985a-e5574fd27992,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,402,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
297de293-8c34-40eb-aa50-1bce89dfd70f,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,309,300,,,Dentro,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
9a1e9819-31be-4eef-93e7-93c316b4aaba,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,386,500,,,Acima,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
4955506f-5e00-43be-a738-5df93019c085,,a2d62e61-f1b8-4a48-a525-c6afa7e61641,310,300,,,Dentro,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
b88eb9b4-0e4b-44a0-85d4-fe920ce7880e,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,573,450,,,,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
9ea3305d-4739-4d6b-a1a2-e1bdde85f4be,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,372,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
e5c8ea4c-4abd-4cfd-b3fe-9c42b3b1976e,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,306,300,,,Dentro,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
9f29b852-5dbb-47a2-9aa0-638bcccb72f0,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,355,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
55f87006-18c8-474a-bbf0-ad831f83d88b,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,405,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
e26f3b63-4b03-46f7-b5a1-e80eb679651e,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,371,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
e9c1d82b-e9d7-49aa-913a-0484c1ed31fa,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,378,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
3712da37-a240-4fa7-8a45-c5b0321676b9,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,,,,,,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
dff6080e-b1a1-433c-8e75-39f8c9cf53be,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,367,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
71868645-7d94-4c74-8348-d9b9de643a25,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,39,0,,,Abaixo,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
f3887c26-cb25-4246-a914-5de1733f5dec,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,317,300,,,Dentro,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
3bd3b244-5317-4206-9976-421f221cdbfa,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,378,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
5d522d29-3371-419a-9968-9844995ce156,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,314,300,,,Dentro,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
dba7199e-d601-4d76-96d2-1c9d391318e4,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,45,0,,,Abaixo,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
c1410c57-114d-4338-9fc0-56277ed7a903,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,399,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
e7a8df8c-d053-4b6f-a747-cb74566100ab,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,491,350,,,Muito Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
5ab677c2-fe9e-4ef2-aab3-29d75597c798,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,496,400,,,Muito Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
895fe21b-f8fe-482f-8f78-99840a0c1d7d,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,305,300,,,Dentro,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
f5d0610a-fcb9-4652-8d6b-ba73c86531c7,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,316,300,,,Dentro,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
6ef59cb1-349d-4c06-b92f-2617c231232c,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,357,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
20bd87bd-fd59-4fd9-9275-0e863c6d0bbc,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,308,300,,,Dentro,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
c90bac87-cd77-44a4-a324-6ee2970b0a60,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,303,300,,,Dentro,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
6c308a23-0a9e-44a2-b0c4-ccab69f8dea0,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,373,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
c10a7d22-4bbf-41a7-bff8-6c8cd7d3335f,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,360,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
94e0e576-473e-48c4-83ea-bde162e2a92f,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,384,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
56c52147-8278-4b24-88a2-6efd42e30072,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,376,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
fba77582-52aa-4609-8268-685714d56306,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,379,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
f00fe0ee-83ac-4856-bdf2-9e98de3f6d5d,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,278,300,,,Abaixo,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
a13887fc-0e9a-4b04-a51c-9227c6bd8c18,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,332,400,,,Dentro,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
8b0b8c75-b1e9-4bbf-923e-dd43ebe73e84,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,484,400,,,Muito Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
0383898a-5d99-4231-a571-22011aef9435,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,,,,,,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
53e555f0-5db1-456f-b62a-65b289834808,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,270,300,,,Abaixo,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
aff3c3cd-79d8-4f16-944a-d9cb2ac36794,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,396,400,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
447b91a4-e1db-4c4b-9ef2-6e6ea50b6fa5,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,385,500,,,Acima,,,,,,,,Liberado,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
3994978c-8981-47b8-b6f1-0c18edd5d51f,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,,,,,,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
10f6c865-91b0-42bc-9e85-449afcee79b4,,8cc25e36-9338-4edb-9de9-b5f4bb3122f9,,,,,,,,,,,,,Em aberto,,,,2026-03-31T20:00:12+00:00,2026-03-31T20:00:12+00:00
