id,ciclo_id,avaliador_id,avaliado_id,relatorio_id,tipo_id,status_avaliacao,created_at,updated_at
0db38039-8c8e-4ef8-86e5-43c84d3ed30c,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,b95bd001-6153-4821-a89b-b1028c7dc14e,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
6eb96bd5-c4d9-4311-98c0-7d8658c6fe85,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,f95cb324-b4f3-45ab-8e0a-028b23d8f84f,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
fd061141-6b0e-4052-b97a-d4967f68b02e,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,6d7fb31c-f4bd-492f-aded-ad72acfd1089,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
68a387f7-04a0-4061-8d51-f3b1a1f41714,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,878f14a1-1c18-41be-b3e4-a3349a6236bd,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
d8636bb1-c76b-420b-bc71-09a0a671101f,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,f1625425-1a06-438f-87b6-1036fc08ce34,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
bf77ae59-cb42-464b-9b6c-1b60264d70f1,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,b29c7ec0-8e60-41a1-925d-9e5744d7d51b,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
6c38df46-3ab9-4187-bb25-62227a3c2165,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,a37d1fcf-e120-4462-9340-95d82df52f6f,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
c0262291-2d28-41b9-9b67-a002f7fa5345,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,c4798dec-0eff-44c7-baee-9d9c0fad438a,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
c392c9e4-1765-415d-affa-9b30d1b2b768,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,e5ef2550-8022-4d5e-8110-e68a954847b0,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
a5b95388-627f-4030-b094-39dbf9a82432,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,0436cc77-c6fd-45fd-b15f-5511662fd5fc,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
b09dfe0d-6345-4add-8f57-7570c7592b52,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,4b9b5f1d-1771-496e-b21b-50e75c7e24e0,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
c1526520-8740-49a7-8611-365b889613d9,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,d80c689f-a14b-42b8-9d8e-638bbb66b98d,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
9a30a4b2-1e3d-43a9-9048-ed1e1e90c9c7,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,ac4a793b-9547-4979-8818-806eb548cc55,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
066716e9-13c5-4eb4-a06b-daba3bfd258c,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,3b06e6d6-d407-46e7-9976-7c60db46aae1,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
778fc3c3-f32a-4a90-90f1-20872672e22e,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,a7a67ce8-255a-4fba-a400-40474abad453,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
fb72a558-4d6f-4bbc-9261-e95386093c35,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,6a513919-2bfe-4d88-adb0-1e347a900786,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
0cfec2ae-bc32-48ac-8e88-aa7b3efa30d4,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,3618c77f-11b7-466f-814f-be0833487eae,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
0c2f3b21-7ef2-4b55-bb77-fc47ddb05e2c,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,0addf972-931d-49a3-ab2d-7d75b382c2f7,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
3ecfc394-f058-4b41-a9fd-8671c3ab4fa9,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,7f3bfd5a-7a1d-422d-8a14-bf9b0e72d288,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
81be2481-6a14-47c7-98da-08b260a17c5b,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,1c5c02ac-e7ce-4b0a-8b48-8780723c128e,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
d082f996-f52c-4dd0-acf8-cb652c0e1b05,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,aaedb235-6459-46b2-9177-5cb2f051eed6,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
aaac754c-5ba5-4c95-8ce5-3a1011e5d22a,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,5ab6b860-5fc4-4e60-9acb-d1f5d288e3ee,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
a3697760-396a-4176-a19d-dc73be27f3ff,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,a59460c8-8eb2-450a-aefe-a701b56eeb7f,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
f871faef-f78e-48d4-9fe5-141b6eee1ee4,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,13991471-dd59-41e1-9be4-7a6b19769b27,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
5bbb7d24-70b3-406d-8637-fa2182c9df5d,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,423dd710-cead-432a-af5e-5c5e1fba267e,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
3bdd7ce0-cbdd-4ed4-9a65-670f9c50eeba,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,204b27cf-3d67-4a58-8218-60259be45e8d,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
45b14072-d19a-49e0-87c2-2f5a30327b17,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,298777c2-d715-4176-94d9-69e589f3bca5,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
f4c1151f-8ef1-44d3-b016-39c8bf72dc9e,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,b37b2e17-09d9-48e2-9f6f-9022a10594b8,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
6c9c7c61-541c-4516-bc29-d78c8f148c02,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,882c31fd-f98c-467e-a277-15d7f96b4745,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
d7f40db8-9912-4862-96b4-a3edde3bde23,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,14d07ce3-50cf-438d-8434-2e4d4d2ac84e,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
b6fed7c2-e6f0-496a-99db-093e9daca0c3,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,2ead1814-4468-4f48-8a47-356eb94d45aa,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
dfe7e99a-4386-459b-9b31-2527e23bd230,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,2961c6cc-39ac-4c21-8f00-f02637b2a3bf,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
c72f7b3c-b3c4-4b7e-a257-b319861f4226,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,47d72233-cbb1-47ac-919b-30d89c1b121f,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
25d40e5d-9751-4ebb-9148-27a9ac4738e9,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,a3e961ba-fdcb-4554-b02c-0d2135cfe7e4,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
7b8800b4-16aa-4c5f-9f73-7ae0187af41c,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,15e9eae2-dc61-4890-b1ab-746243ebb581,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
c404bc4d-f55e-4fdd-8893-2805c30b9acb,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,596d63fc-3465-45f6-b1cb-0960aaf986c4,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
735a02b0-ba66-4a4f-bab0-8705373ced53,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,3960be78-e592-40e3-bde7-ff00ce950fe2,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
4787111f-adbf-45dc-8cea-69dca192498e,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,b95bd001-6153-4821-a89b-b1028c7dc14e,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
694a04ef-a301-44b7-b060-29cf4138f63e,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,f95cb324-b4f3-45ab-8e0a-028b23d8f84f,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
2cfa7821-fe0f-4f43-b908-158720e49e20,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,6d7fb31c-f4bd-492f-aded-ad72acfd1089,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
48858cba-ee54-4f19-a7b2-09ab02f778f9,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,878f14a1-1c18-41be-b3e4-a3349a6236bd,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
62c9a412-01cd-4e2d-94a0-a55d60ce50b6,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,f1625425-1a06-438f-87b6-1036fc08ce34,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
4e4cc170-1cbd-4180-9167-1608ed88bedd,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,b29c7ec0-8e60-41a1-925d-9e5744d7d51b,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
b8c60c8d-e75f-45ba-ab7a-083851f3aa6e,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,a37d1fcf-e120-4462-9340-95d82df52f6f,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
d35631a0-8d0a-44c0-af44-e67fbf64130b,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,c4798dec-0eff-44c7-baee-9d9c0fad438a,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
35692509-6adb-4cbd-84ac-7906b9da293e,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,e5ef2550-8022-4d5e-8110-e68a954847b0,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
321c074a-a739-4ada-b66a-10e5ddca1e5f,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,0436cc77-c6fd-45fd-b15f-5511662fd5fc,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
fc1a8eba-47c9-401c-885c-3f8dccd0501a,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,4b9b5f1d-1771-496e-b21b-50e75c7e24e0,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
1e0ac418-d749-438f-b0e9-7ce4b108908a,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,d80c689f-a14b-42b8-9d8e-638bbb66b98d,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
764168eb-e4d7-468c-8574-aa6c4601ba58,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,ac4a793b-9547-4979-8818-806eb548cc55,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
f303c9c7-c422-4114-b41c-c265f8777794,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,3b06e6d6-d407-46e7-9976-7c60db46aae1,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
eea6c697-a215-4e57-bcaf-6695b64ec905,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,a7a67ce8-255a-4fba-a400-40474abad453,,Não Iniciada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
16ef27b8-cae3-4bea-a131-8fc4e3fd4c45,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,882c31fd-f98c-467e-a277-15d7f96b4745,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
c885f515-d16e-47cf-a552-bc93744a34b0,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,14d07ce3-50cf-438d-8434-2e4d4d2ac84e,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
435ae5b9-d5c3-4bb8-a2fe-d84169309419,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,5ab6b860-5fc4-4e60-9acb-d1f5d288e3ee,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
4ca94503-89a7-46c5-aa6f-2552b36c1a6a,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,a7a67ce8-255a-4fba-a400-40474abad453,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
4048a0fc-f19e-4c56-99ba-2d31be6c4256,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,882c31fd-f98c-467e-a277-15d7f96b4745,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
df4e0045-232e-4dc5-8eab-d598c5a950d2,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,882c31fd-f98c-467e-a277-15d7f96b4745,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
2d14bab5-98a6-4df4-a190-12727acd7f54,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,a7a67ce8-255a-4fba-a400-40474abad453,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
211865e0-4b90-4548-83f9-5fcdc2f0295d,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,30924a9d-17ea-4e4b-86f7-875d85b210ac,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
817cbde4-8db4-4676-a3f8-cf5a2b9ddd50,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,4f74f5c1-3dcc-4f46-86cd-61838cdcef89,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
f97f92b5-c32f-4038-a844-2126e66d33c7,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,4f74f5c1-3dcc-4f46-86cd-61838cdcef89,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
4f890495-bdef-4068-8536-b5aac8c5de43,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,7f3bfd5a-7a1d-422d-8a14-bf9b0e72d288,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
924ec47f-e943-47e6-831b-005305d70b64,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,d80c689f-a14b-42b8-9d8e-638bbb66b98d,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
9f197a7a-d563-4c4c-bf5b-8165cfd01b16,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,d80c689f-a14b-42b8-9d8e-638bbb66b98d,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
fe67d334-648a-4346-9d1a-7ba870b40c35,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,30924a9d-17ea-4e4b-86f7-875d85b210ac,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
1f56a342-c5af-4515-af1c-d54035de2079,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,30924a9d-17ea-4e4b-86f7-875d85b210ac,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
4655c396-dc11-48dd-b9f8-e579bc79f6ad,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,d80c689f-a14b-42b8-9d8e-638bbb66b98d,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
15d80aaf-214a-4b82-b0f7-cec7b94ae564,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,5ab6b860-5fc4-4e60-9acb-d1f5d288e3ee,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
c9f6d8f4-203c-4f1d-8e50-4c240e8a46b6,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,882c31fd-f98c-467e-a277-15d7f96b4745,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
b4ce7833-67e5-42a2-bcb7-e57957b12e2f,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,5ab6b860-5fc4-4e60-9acb-d1f5d288e3ee,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
24632384-e22f-4ae9-82a5-f84cea98840a,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,423dd710-cead-432a-af5e-5c5e1fba267e,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
6da5906b-e0fb-4e08-aeeb-cc1546504353,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,d80c689f-a14b-42b8-9d8e-638bbb66b98d,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
5f3da612-ab09-446e-b67d-0418e11f4d38,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,882c31fd-f98c-467e-a277-15d7f96b4745,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
595932d3-3810-42de-8e73-544c7061ab8d,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,b29c7ec0-8e60-41a1-925d-9e5744d7d51b,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
afcc3354-cea8-405c-b09f-8cb4a60fb761,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,882c31fd-f98c-467e-a277-15d7f96b4745,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
ed028fae-404b-430f-acc1-5e0d7ea4b61f,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,5ab6b860-5fc4-4e60-9acb-d1f5d288e3ee,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
54250df3-5865-4707-bbf0-954f82a1f080,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,d80c689f-a14b-42b8-9d8e-638bbb66b98d,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
05bd3a1f-841d-463c-93e8-fd40e9c8e2d0,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,d80c689f-a14b-42b8-9d8e-638bbb66b98d,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
671386c0-bc6a-4510-a292-7d74800d49d6,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,a7a67ce8-255a-4fba-a400-40474abad453,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
6f73f011-fca7-4f20-b5ce-b0b489d9a2ff,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,d80c689f-a14b-42b8-9d8e-638bbb66b98d,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
3ab3ea5b-81c8-41f6-ae15-e85999afd874,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,7f3bfd5a-7a1d-422d-8a14-bf9b0e72d288,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
0afe05c8-c1e3-4133-8888-30de36fccf37,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,b29c7ec0-8e60-41a1-925d-9e5744d7d51b,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
40315bd9-bbae-429c-960c-e319e42ffab1,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,7f3bfd5a-7a1d-422d-8a14-bf9b0e72d288,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
7a441216-c33e-411c-a9c1-84b0f2386375,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,a7a67ce8-255a-4fba-a400-40474abad453,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
53b2944d-28ee-434f-b10b-e953a010bf26,9dacc860-8518-4d0b-bff6-557ffcf3506c,,,a7a67ce8-255a-4fba-a400-40474abad453,,Finalizada,2026-03-31T20:00:14+00:00,2026-03-31T20:00:14+00:00
