id,pessoa_id,tipo_contrato,gestor_id,created_at,updated_at
ebce201d-b9e3-4aa6-ba3d-ad6a1445ee85,0ca131e4-1dc1-4267-a47c-b615a428bd1f,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
2e051ffc-52c0-45a3-b7af-67e4be993f68,102e5c1a-ca3d-4014-8b36-9cf2f4ce2433,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
d239cee5-3e15-4cc1-be74-fb15da8c72bd,e7564328-cade-4d57-b4f2-8f23eed86fff,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
91a128af-c311-4c6c-b966-cf17dea7fc0f,362e3cfc-966e-42f2-9cee-94c04a1b79ad,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
c8a93ea7-9f6e-4a4d-877b-8e38423a5075,28d94579-35f7-4013-8b48-4da97e1ec4a7,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
3df3eec6-dfb6-442e-a70f-869ad8bc6943,4097bf7e-c9b0-4297-abd9-838dba2ea316,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
289c37b2-11ef-4a46-b724-2be76224375c,77e10121-5821-4ade-ab48-844d36f97e79,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
e277c7dd-feda-40b3-9e18-c1a923ca60a7,09513e05-45a6-43cd-819b-2999377137c5,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
5f778508-0f67-410a-aa9a-42b12bd57089,c30e40b2-0cad-4870-9d5f-5e6d4b5242ff,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
658bee91-62b4-49e7-9689-818bce524a7f,9ff242f0-1be6-4361-86a1-ac748a19f6ea,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
b4e0c159-18ba-488d-8947-81d4ab787f3f,ed69b87c-8107-4b8a-ba8b-6608812916de,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
29a7c498-21f7-4dca-92b0-c4d903781fd2,0b186311-6448-4758-a9fe-f807b0c18bb2,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
fdd78447-43ce-40a2-8c42-c7096d88bb2a,099d770d-fc6f-49ac-805b-cd5b60f09f74,,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
d349ca64-6966-47ab-8c26-21b8608d9f9c,af3cfc2c-d741-4cb6-8d54-53cb48c62249,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
bb546cf3-14e6-4c3f-91d6-6831c90d10d9,bf685306-f868-4cf1-a301-e686afb0bb47,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
b8d8cb35-9176-4dfa-897f-b76ecff00f36,9c92dd31-ea15-423a-aab4-b7d0282a8370,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
5cd973a0-b75a-441a-bd97-c3e46b425dbe,2fe54c2b-719f-4c2c-9185-4c14f0961da6,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
ed010935-fe03-4cff-b5b3-a1054e88a7e1,075fa4e5-9c81-462d-9eaf-d038a0248ea8,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
1692d98e-5730-402a-a0f7-e6b7cabc0d1d,d5b4f7ca-c3df-4c16-acac-8416259af342,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
faf2308a-ac27-4d0e-a5fa-9b5ce781898f,494e1cc0-01b7-4aae-bf96-87bba1534c92,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
627880de-6005-40f2-8673-d708804a846e,c3ebfd51-a706-44b4-a22d-41f5adb951c8,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
5b0ff92d-2319-45bf-89bc-02136a82c614,ea43f9e1-4ac4-4f16-859e-e9c9a7e70032,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
d96e84ef-1514-4e54-b497-9125934851a8,43656d06-3f5e-4086-9389-e203b23f9c7d,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
f3c57d35-f773-4af4-874f-402918ff08ad,38c56f2c-7e29-4bd6-a6c6-4c5030cf2d03,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
e36a5c82-0030-4d10-9348-f4b099f48016,0625ad01-91bb-4fcf-8b56-b5374ee0a89a,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
43aba80b-2f5c-4c22-a873-685a02d68d43,a106be87-1569-4e08-8a41-ef3a257fb6d3,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
8c37b440-d5fa-4039-98bb-13db7d43e2d5,496e2eac-b7c6-4d8d-bec0-af48e18e775f,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
62acb6ed-a4c4-4f65-a815-a978ffa8303a,e6a952c3-630e-4ec1-beed-5b5f545b3190,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
a14994dc-2e75-4e0e-a94c-04811b2778dd,10a032c2-7881-4c50-9b65-9874aa48311a,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
119019d7-09fd-49b5-b18b-e9e8cd335a0a,898a7e3b-6783-4712-9d35-ce75d916c58d,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
ee321b05-127b-4d88-88da-abc79eae60be,148f71f4-14b9-4fb2-abfa-e858210604e1,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
7fb90647-04a3-4cf1-b0e4-2a4aa9ad6ba6,ea23acdf-400c-4df4-ab1e-0d8e5ae4d007,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
6722bc09-4b5c-48d0-8d65-130a475c4e96,b6ad17e0-c4db-4753-b02c-649fc774b58f,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
0a11ac7b-332c-4f17-a1df-706f93eac881,ef46219a-f95a-4a5d-9c56-435b73ab1d6f,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
401f322d-0499-4b8d-aff7-87e0ca7f28e7,9a6622f4-82ec-4830-90e9-968366be6fa2,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
5bc850ae-b142-414e-a39e-9aba9512e60c,a6690db9-e319-4f1a-844c-18bcb33f876a,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
169a1530-3c67-4e57-a612-43cf9a704652,ea391d7b-aa0c-49bc-b282-b4abb2edb2f3,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
c2c376d9-9025-4030-82b5-9a47d06911a4,6c1e5883-82b7-48c5-a0e7-3591d4c97158,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
e9cc9383-998b-48f3-ad92-331974ad725d,489d4aea-f2ca-47a1-ac0f-ca1814a9713f,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
d3e444f7-6fb2-44b2-9f29-397e7ab0c54d,7a0308f5-33ca-4700-8af3-02f665451fe1,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
8e52dcd6-6b2a-4d1b-b360-a8bc364cd8cb,82caf18f-f686-43cf-8bef-80d056641e6c,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
71eb9375-9094-445b-9e5b-210b867a57aa,04e44750-211b-43a3-a6f6-6cd6b5d17d80,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
44dab162-06a5-42c7-b3be-17407e4cb588,774941c4-639f-4b2a-9ac8-c87581f7706c,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
f35c3e31-c0fd-46ed-8f67-584ab9c81497,e6a95967-67e7-4e78-bd89-f35b1e6d2787,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
951b0aa6-ca3e-4614-88a9-31ca837fa8b4,bbd8bffb-47d4-46ba-8054-68c909a0d88c,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
bace092e-b563-4292-8de9-3e0a504e8fc5,eb50a29b-4350-4726-b147-ed12b24debf9,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
725e7e77-2ce5-4789-b7ad-855675c68084,1e066063-0a37-489d-afa4-a7310ec96060,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
03f52b3c-2647-42fc-a043-2eae19121f86,10e9f960-6641-462f-9a78-6c9bdfc971ee,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
5318de80-07b2-4a6e-ade1-990abecdfc60,b586bd67-8acf-4399-a355-be0bd83004f7,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
a38a7a0b-85af-4790-a4f5-cb565fc6f921,d54b5a16-0761-47a8-ab58-e388241d365a,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
bac23056-3882-454b-80a0-74375058a498,439a543b-291b-4ca6-bba2-cfe0a77906d6,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
45689e11-efe0-4c34-b35f-3dd1c5b5e192,e4458c50-70ea-43d4-bfa5-4aa6e24f5c0f,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
01bd3ff8-e0f4-41e2-8571-8e2ba3748a4f,530dd0bd-5a39-461c-a2bc-a13f0a609318,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
69521247-aff5-4d04-bec7-c14f175bb505,8b6945ae-f989-4c22-aeb8-9dd3410c8364,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
ef523683-f2a9-4885-bcec-c68808684d9f,b15b98a3-8cd0-4be0-ac77-c99b1698971e,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
d8be9278-4a76-47bb-8637-966791641e7e,8261d293-d82d-47cf-b855-648d310992ce,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
f22ebb96-9bc2-4175-a431-5cef2fcb50c5,a4606547-2525-4335-9047-7fe52b1da42d,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
c022a592-822b-47e8-874e-22af666c81ed,1cfd16c8-5fea-4798-99b9-8fccb7e03c42,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
7cb3b70c-9e4e-4432-b3e2-79361ca8fc5a,6b38f848-3ca0-4d78-ad90-d0990a20b0cc,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
ea2434c3-af08-4b83-9486-703328a1c2ee,d579ba56-890f-471a-ac7b-eeed140b7395,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
ab88dd76-1e09-4b4b-8d8a-ae9eda1db969,37d8a2ac-4d11-4d8b-8db9-7012e12d10d7,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
475fc71a-e7a1-461c-8c92-f825c020aab0,fed60a92-177c-4509-82f7-1f5faf91011d,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
1ee25e74-c3c1-44b4-becf-2b0d73be5121,362f129e-953f-478d-bc18-c51fa95a13bb,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
1e439773-8428-46d8-9b3e-3547e6d7c1db,6896660d-aa98-4ae5-b8cb-08e8c77b763c,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
7f79904f-7ba5-49f0-88dc-cfb4b90dd8b7,,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
0d949e69-93fa-4676-937e-7821eae1080c,5153a261-7b35-415a-88d4-e754d3d60318,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
cc64e00d-743b-4ffd-94e9-f55be24801d0,dac36b57-9581-41de-9b22-78f576d07043,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
4caba09f-c362-4760-aadd-6773f7b06ae9,e90be4e0-bf79-4acd-a697-186d21dc8ef7,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
9d1204f4-9dd9-4191-ab34-c7f26ed4d409,f3a0731a-2ed6-4884-b00d-72e9c17fd97d,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
8692a5fc-7e7c-4ac1-8f6b-c8687d182ed7,dbd09079-7984-42c4-b506-b35688aca8e8,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
7e505460-5681-4bf9-8400-ddb8077f04ad,cae3e8d0-d65b-485e-9dc0-9c7cedb69411,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
dc5d596a-8c4a-4be1-9b68-b96ce54cdbc6,df897a33-ad4e-409d-9dc3-6a195ab6d4f4,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
411c15a1-41df-4e09-b2f6-036236cd32e7,212288c3-c171-4472-b7af-dcb4be8cdb3d,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
e9ec0b1b-15be-4009-9fe9-7ec182e0867e,02aa10c5-61d8-4ec2-9854-93cfee739690,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
549eb027-d3ba-490f-a821-2827676e51f0,,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
7d01b869-293b-4b97-a287-60aa7033add8,,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
5344e963-6179-465c-8deb-2d4b30f2f137,ff319f0c-6d13-4a69-9669-f249c2877b3d,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
802f4ae0-f4ee-4180-844c-cf20cf8347a4,aabfd3cd-400b-4dc7-ae55-bc90a6b2a107,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
9a84427e-bc34-4936-9177-ec86a81e230d,242ae8fa-9ece-4bec-9aed-0dc082961e0d,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
3d7871dc-75a2-411f-896b-aa15f46a541b,b54c46a5-4947-4a51-b510-5f9cff86c1f0,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
ba4c33b4-632c-4195-8077-ef594ccb9cdf,9cc9b7d9-fb64-40c6-8d82-a131f4c1689e,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
8b4a228c-ad87-402d-855b-a0def9c83a32,721c5d7e-1f64-463d-a82d-945dbc53d0d7,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
5bbc906b-2cb0-4948-8cd4-4bf07088539a,fd12d1e5-2abb-4127-8d1a-8f0ebda866ba,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
155445fe-deea-4037-81d7-c2c26e59e911,05240756-e638-4774-a9ae-f10f1cf1b3fc,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
32d63084-e0e1-4f1f-bc33-6f859256a6c7,117c43ca-f4a7-4533-bd54-a99267b70057,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
bf229192-cca5-4d09-afcd-b86bd9b0392c,21bd978e-41c4-477b-81aa-063798434429,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
82a0cea3-813b-4169-abe0-2e2fbc364e32,39fe5fd5-1513-4582-a380-b9766aea87d9,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
8794ce53-ad8c-4773-9cee-066b0cf8151f,aa0cd173-4f20-46ee-886a-51e5fb589d44,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
b9c44fca-e2a7-4088-a366-c3409d078447,8f4651b1-f9e2-4216-85c6-25f7c1b97422,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
4f6d66da-107b-4adc-804d-6c7792b3938d,21f48c75-e467-446c-9905-1b3c1cb3f6f0,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
6418f5e9-fd9b-404a-a080-2e6f78748fc3,e23b3a98-a3ff-49dc-bd63-0070b5a30dae,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
b33c7043-d076-494a-b150-477d50325718,96d42cd4-97b4-437d-ba12-5d0d00c8846a,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
44c4c6a7-77a8-40fa-ba01-fd4949b06eb2,d2021b43-271b-4903-8b4e-152011e43267,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
11783048-35cd-4b1d-b8a0-aa41ca1898c7,2150bd64-97eb-4868-b696-b2a78da0d699,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
00f43e9e-0e99-4ef2-b028-c78f48b109b1,70977ed0-15aa-4553-9201-2ee7ad2e80d9,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
4fc0440c-81d0-4192-89a1-1d554cc80282,cbb2120d-059b-4c5e-b04d-7379e91cd7ef,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
a7d658b4-4c19-4deb-aeff-bdc82f2ba264,01b41c4b-e515-441d-9472-24dbed2fd0cb,CLT,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
6f85f6e0-d8e5-49ba-8dc7-e4045eb754b2,95d59e66-ac59-4d8a-96f6-7ba8083e3125,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
970fcfd7-d54e-432d-9439-eb41616ed4aa,080af634-7d02-4cc0-b69b-7006119493e3,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
ef836e4a-5cac-4311-9a55-dba541358113,d9b69cae-d9bc-40e9-99f6-a7a24237e39e,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
4a53157d-6ba2-4107-bcde-3c4ebcf729f2,8b04915c-57cb-4ea8-b80f-e3f0da6b3fca,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
4fa2c890-0aea-412f-8549-7ca5c32b4b33,bccc3fd0-870e-4071-a4ee-3353b6a85a36,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
4ab3afe3-85d0-43ec-a1e0-da169fdef75e,62815c1c-6e0c-4b47-8b64-f99e5279b1e7,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
b2c00b6e-14c0-4057-81ec-9374f54b90d0,1a74ae20-f607-441d-9e20-3815213cbd34,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
6bab8113-58a0-4b3f-a4f8-1c38d7405a3a,6806ec17-a3de-42a2-a9a7-3834d00d7f9c,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
3abc1caf-6060-4159-95ec-6ff969d440e5,3c71dad3-c409-4f11-8378-0cc7b02e5c5a,PJ,,2026-03-30T22:38:10+00:00,2026-03-30T22:38:10+00:00
