id,colaborador_id,tipo_contrato,status,notas,created_at
61,5a4a3609-37d8-4c80-9883-2c5080699027,PJ,inativo,,2026-04-01T15:33:11+00:00
62,909244e6-487e-451d-8aad-994f52bf18a7,PF,inativo,,2026-04-01T15:33:11+00:00
63,a1a82e7c-a9a6-4a60-9f09-81c18d5ac389,PJ,inativo,,2026-04-01T15:33:11+00:00
64,7a5014b5-2472-4403-b31b-d81133000209,PJ,inativo,,2026-04-01T15:33:11+00:00
65,938ef664-3376-4bda-b002-0af0efc192b5,Estágio,inativo,,2026-04-01T15:33:11+00:00
66,77902c70-d724-4c18-9352-ea8651687ea1,PF,inativo,,2026-04-01T15:33:11+00:00
67,19f73b37-a5f4-4861-9a28-aaada96b6e18,PJ,inativo,,2026-04-01T15:33:11+00:00
68,38dd7d79-a65b-43c9-8de9-a619fb8ea7ac,PJ,inativo,,2026-04-01T15:33:11+00:00
69,845a6cd1-c6bd-4ab5-a3d6-5f84c0fbdc28,PJ,inativo,,2026-04-01T15:33:11+00:00
70,4fc62a05-3aa8-44d8-9780-c7a3511fbe84,PJ,inativo,,2026-04-01T15:33:11+00:00
71,4127bd17-592c-46ba-8c70-c1a84a4ca079,PJ,inativo,,2026-04-01T15:33:11+00:00
72,b3473270-b8e4-4eda-86e0-513989cfa75e,PJ,inativo,,2026-04-01T15:33:11+00:00
73,d3a6f5ba-938f-40c2-acff-00469749dbbf,PF,inativo,,2026-04-01T15:33:11+00:00
74,710a802e-8a09-44cd-873f-b469912aa9ae,PF,inativo,,2026-04-01T15:33:11+00:00
75,75953a67-03b5-4d9f-8105-c5bf5f3c1634,PJ,inativo,Providenciando o aditivo de prorrogação,2026-04-01T15:33:11+00:00
76,0d7f1f45-a38e-4756-830f-32dfb77e787f,1099,inativo,"Salário Anual 36.000 / 26 = 1.384,61 x 2 (a maioria dos meses tem duas 6 feiras, sexta sim e não)

2.769,23",2026-04-01T15:33:11+00:00
77,6258a304-9034-44d1-88dc-d904ade63f07,PJ,inativo,,2026-04-01T15:33:11+00:00
78,fe82acf0-f8d8-4a82-9314-27fc19e51b9e,PJ,inativo,,2026-04-01T15:33:11+00:00
79,655da4d6-acb8-4881-a0f0-53bb5829aa3d,PJ,inativo,,2026-04-01T15:33:11+00:00
80,d4924cf2-3015-4b8c-a9ce-452519d1c2c0,PJ,inativo,,2026-04-01T15:33:11+00:00
81,c9b33660-fbdf-49bc-9b3a-7db12c071b6f,PJ,inativo,,2026-04-01T15:33:11+00:00
82,2af74977-7b5e-4f72-84c2-566be73ece05,PJ,inativo,,2026-04-01T15:33:11+00:00
83,ff852d9e-66a7-4817-9ab7-09f2afa24255,PJ,inativo,,2026-04-01T15:33:11+00:00
84,c4ffa474-1ac9-4508-8aa8-d710f7a49955,PJ,inativo,,2026-04-01T15:33:11+00:00
85,6f99575f-68f0-4258-8730-0cac1f5b543c,PJ,inativo,,2026-04-01T15:33:11+00:00
86,575d9b3a-656f-40e4-bff4-52c49537a6da,PJ,inativo,,2026-04-01T15:33:11+00:00
87,8320eeb7-045e-46e7-939d-0baba352e2bb,PF,inativo,,2026-04-01T15:33:11+00:00
88,4149f28d-e9c9-41ae-b705-65c9a74aa355,PF,inativo,,2026-04-01T15:33:11+00:00
89,775c80ba-87d5-49eb-ac29-8234fecd4fd4,PJ,inativo,,2026-04-01T15:33:11+00:00
90,ef66d4ba-3683-470e-8a80-c6f15cc77bd4,PF,inativo,,2026-04-01T15:33:11+00:00
91,9d7fdc77-9729-4af0-8324-2dc6d7c073a8,PJ,inativo,,2026-04-01T15:33:11+00:00
92,b3ce0025-d5bb-435f-8c79-f635ce22fd80,PF,inativo,,2026-04-01T15:33:11+00:00
93,57ce6d41-e974-4698-8141-dc1e66717501,1099,inativo,,2026-04-01T15:33:11+00:00
94,5839aed6-7633-4f6d-8d1a-fc37b095ba62,PF,inativo,,2026-04-01T15:33:11+00:00
95,2126e5d5-d246-4384-9828-63d3c12d5a2d,PF,inativo,,2026-04-01T15:33:11+00:00
96,2126e5d5-d246-4384-9828-63d3c12d5a2d,PF,inativo,,2026-04-01T15:33:11+00:00
97,82590f1e-f830-44e3-8baa-4ac7b6b625e9,PF,inativo,,2026-04-01T15:33:11+00:00
98,b1e3027c-e7c0-47c0-8dff-b0ea4f8bcd6d,PJ,inativo,,2026-04-01T15:33:11+00:00
99,b1e3027c-e7c0-47c0-8dff-b0ea4f8bcd6d,PJ,inativo,,2026-04-01T15:33:11+00:00
100,e8ee883c-2eae-4efa-af00-7611baf90535,PF,inativo,,2026-04-01T15:33:11+00:00
101,3cd18771-b466-4aa8-9193-ab83887c8278,PJ,inativo,,2026-04-01T15:33:11+00:00
102,76fbc205-4f10-4e88-b5f8-b85ea260445e,W2,inativo,,2026-04-01T15:33:11+00:00
103,b37946c8-2216-4e76-b88c-57bfc7595414,PJ,inativo,,2026-04-01T15:33:11+00:00
104,3b2a2d11-bd19-4dd0-9c65-7e5888ea00e0,PF,inativo,,2026-04-01T15:33:11+00:00
105,22ad9144-ef44-4c7c-b300-92246ded981a,W2,inativo,,2026-04-01T15:33:11+00:00
106,ddd8a30c-cb8f-4389-b19d-a4cd833885a6,PJ,inativo,,2026-04-01T15:33:11+00:00
107,e7e2ffaa-b51f-4d6a-aef6-a449b4a74781,PJ,inativo,,2026-04-01T15:33:11+00:00
108,5f60d68c-7617-4d0a-b3b9-e2443c0346fb,PJ,inativo,,2026-04-01T15:33:11+00:00
109,3c4d0774-76fd-43ee-8bce-635995992a7f,Estágio,inativo,,2026-04-01T15:33:11+00:00
110,413f7cfe-9ca0-4146-b73d-0626f6de047a,PJ,inativo,,2026-04-01T15:33:11+00:00
111,3bd32b54-6dea-44b6-80be-bf02b91c121f,PF,inativo,,2026-04-01T15:33:11+00:00
112,7ac0758d-cced-488e-8d38-fe428f2d7a5c,PJ,inativo,,2026-04-01T15:33:11+00:00
113,c20ea6d4-90f8-4daa-b355-eac675fcfa3d,PF,inativo,,2026-04-01T15:33:11+00:00
114,1e11a818-71ae-4a7d-97df-505c4ad1e37b,PF,inativo,,2026-04-01T15:33:11+00:00
115,2cea8e46-3279-47f0-8d89-3f2ad93715c6,1099,inativo,"Annual salary - 104.000,04",2026-04-01T15:33:11+00:00
116,f193cdec-aac0-43c5-aa99-d18ee634acfb,1099,inativo,,2026-04-01T15:33:11+00:00
117,069fe394-eb19-4148-a97b-218354c42a6b,PJ,inativo,,2026-04-01T15:33:11+00:00
118,0f1f70ad-e78b-4d73-9cce-0d689f8356cf,PJ,inativo,R$ 1.550 Contratação de elenco substituto,2026-04-01T15:33:11+00:00
119,3723eee1-a0ba-44a2-95a7-283899bb7f69,PJ,inativo,,2026-04-01T15:33:11+00:00
120,2f19883c-b301-44a1-87d4-351151c7d817,PJ,inativo,,2026-04-01T15:33:11+00:00
121,16d29963-7d14-444a-9ca9-08ae1803be88,PJ,inativo,,2026-04-01T15:33:11+00:00
122,2ba23106-794b-4295-9f28-18687dd454c3,W2,inativo,,2026-04-01T15:33:11+00:00
123,78d19952-f845-4edc-800b-160ad1397012,W8,ativo,,2026-04-01T15:33:11+00:00
124,ba22d46b-2942-4e0b-b2e3-dec43cd8c20f,W2,inativo,,2026-04-01T15:33:11+00:00
125,0835680a-67ee-4c25-8694-ba3d958ea1c8,PJ,inativo,,2026-04-01T15:33:11+00:00
126,fea52e3c-ca35-4df1-9fab-03f3ef1403ee,PJ,inativo,,2026-04-01T15:33:11+00:00
127,ddf3a8ab-b56a-4b7d-8f08-07a88c53a14f,PJ,inativo,,2026-04-01T15:33:11+00:00
128,dd1fe0bc-4b52-4a5a-926e-2f6ba135b799,PF,inativo,,2026-04-01T15:33:11+00:00
129,0457c850-7ef3-47c7-b607-1862e30b88bb,PJ,inativo,,2026-04-01T15:33:11+00:00
130,818a2073-c798-48d2-95e8-4b41e11f990a,PJ,inativo,,2026-04-01T15:33:11+00:00
131,9d9b72ff-429b-4a6b-b1a3-d788f749f35a,Estágio,inativo,,2026-04-01T15:33:11+00:00
132,769a2201-7f3d-4108-9308-dc9b059b4844,PJ,inativo,,2026-04-01T15:33:11+00:00
133,e75afcb4-7b22-4276-bb73-823e105a0b71,PF,inativo,,2026-04-01T15:33:11+00:00
134,b614a8db-36c3-4e13-927b-3bb289c4c7f6,PF,inativo,,2026-04-01T15:33:11+00:00
135,8e4c22ac-8731-46b7-871e-6e77235ea0e3,PJ,inativo,,2026-04-01T15:33:11+00:00
136,5447ec67-4f9c-43be-b3e9-f7c282bf0a39,PF,inativo,,2026-04-01T15:33:11+00:00
137,70efd3c2-b0fb-4b97-a9e2-ffd3ba0a9927,PF,inativo,,2026-04-01T15:33:11+00:00
138,e8d7ee01-aed5-44e1-b4aa-32e09f80788b,PF,inativo,,2026-04-01T15:33:11+00:00
139,aae95f3a-8aa6-4282-bdaa-d1e72f6c2c02,PJ,inativo,,2026-04-01T15:33:11+00:00
140,474d8055-741a-41ae-8e1f-18f96300cdad,PJ,inativo,,2026-04-01T15:33:11+00:00
141,69ccdea7-6e07-40d0-a063-47e12f53704c,PF,inativo,,2026-04-01T15:33:11+00:00
142,48dd440d-c21c-4494-84f6-8217820c556e,PJ,inativo,,2026-04-01T15:33:11+00:00
143,b2ffb280-583e-422a-804e-149d3fe4c446,PJ,inativo,"Não foi efetuado termo de rescisão, apenas encerrou a parceria em comum acordo.",2026-04-01T15:33:11+00:00
144,aa73a73d-aa13-4371-b059-7146639ba99c,PF,inativo,,2026-04-01T15:33:11+00:00
145,92db4b5c-ff54-432f-8a1d-2f4899387600,PF,inativo,,2026-04-01T15:33:11+00:00
146,e8da6ed5-ce44-43ba-b96b-de119ff6c2a8,PF,inativo,,2026-04-01T15:33:11+00:00
147,16b0349a-93db-497c-819e-c55559331bca,PF,inativo,,2026-04-01T15:33:11+00:00
148,6ba0ee3e-5a2d-4c5c-a714-c8a3de2a34e0,PJ,inativo,,2026-04-01T15:33:11+00:00
149,db382d35-c2ee-455f-8f53-7ada64b64143,PF,inativo,,2026-04-01T15:33:11+00:00
150,332256f5-9c3f-4f28-bbcc-f07327179ec9,PJ,inativo,,2026-04-01T15:33:11+00:00
151,5f76181d-9a4c-420c-98b0-da7ca3040e7e,PF,inativo,,2026-04-01T15:33:11+00:00
152,197f9126-656d-43dc-8319-afd5c933c758,PF,inativo,,2026-04-01T15:33:11+00:00
153,6efe5666-1089-4d32-94fc-bba618a6e1e0,PJ,inativo,,2026-04-01T15:33:11+00:00
154,e11c520d-f799-4179-bc47-4c5f6108e148,PJ,inativo,,2026-04-01T15:33:11+00:00
155,07d350b5-8174-4322-92a0-656e19e8ebf0,PF,inativo,,2026-04-01T15:33:11+00:00
156,b7fec9a6-b2a3-4269-b37c-ab817ae91a14,PF,inativo,,2026-04-01T15:33:11+00:00
157,c286633c-b3aa-4897-adb1-6d43d001bf2d,PJ,inativo,,2026-04-01T15:33:11+00:00
158,138df94b-795d-4005-ac75-75a231299ff1,PF,inativo,,2026-04-01T15:33:11+00:00
159,679fa685-22a1-454c-977c-8c9a278c779b,PJ,inativo,,2026-04-01T15:33:11+00:00
160,8c35b0ef-3e9a-4b7f-a89f-f81d1481e6af,PJ,inativo,,2026-04-01T15:33:11+00:00
161,261006b3-db4b-440f-afef-36b140f071e5,PF,inativo,,2026-04-01T15:33:11+00:00
162,1a04cc7c-447b-47f9-a945-3fbe62032376,PJ,inativo,,2026-04-01T15:33:11+00:00
163,b4518735-1572-4166-b523-b0cfe0677e96,PJ,inativo,,2026-04-01T15:33:11+00:00
164,1dc2b57b-a601-41a8-999a-c8a035b61b2e,PJ,inativo,,2026-04-01T15:33:11+00:00
165,dfbab075-545a-4754-b61e-01f0c6cfc74e,PJ,inativo,,2026-04-01T15:33:11+00:00
166,664e219a-56ec-4b04-9296-6b7737757910,PJ,inativo,,2026-04-01T15:33:11+00:00
167,fc24ebbf-7abd-4992-ba26-8c29f342e4ea,PJ,inativo,,2026-04-01T15:33:11+00:00
168,6b16d3a8-350c-4c11-a796-815ccde7c3db,PF,inativo,,2026-04-01T15:33:11+00:00
169,96616f78-cd82-4567-bdc8-c4c313b4ec07,PJ,inativo,,2026-04-01T15:33:11+00:00
170,07978a1e-5a44-4074-980f-b76d45a55609,PJ,inativo,,2026-04-01T15:33:11+00:00
171,3323becd-4bc6-4846-99a1-5cdc3a176287,PJ,inativo,,2026-04-01T15:33:11+00:00
172,20498b87-61fe-478c-af9f-208b3f9d1a26,PJ,inativo,,2026-04-01T15:33:11+00:00
173,09ac2259-7dbf-41e4-bcd4-a99747554649,PF,inativo,,2026-04-01T15:33:11+00:00
174,5bd45dd7-579d-4103-87f7-30ed2d35b4d7,PF,inativo,,2026-04-01T15:33:11+00:00
175,4aa71d13-7417-4521-a6df-a9283b6fadf8,PJ,inativo,,2026-04-01T15:33:11+00:00
176,45a589ec-9002-4f6a-bf50-607b7543f761,PJ,inativo,,2026-04-01T15:33:11+00:00
177,1ad004de-d439-4d4a-a780-0042d352bf46,PJ,inativo,,2026-04-01T15:33:11+00:00
178,6b28f415-c2d9-4b00-abb7-c61238a9ce53,PJ,inativo,"O Andrada ficou de 01/04/2021 a 01/072021 como freela. (não adicionei o contrato aqui, por ser tratar de freela e não não baterá o cálculo quando realizar o Indicador de Headcount",2026-04-01T15:33:11+00:00
179,ed4ad452-920d-4e36-bcc3-f708213276b5,PJ,inativo,,2026-04-01T15:33:11+00:00
180,39ced93d-0fb0-4c74-b460-63cddc479e54,PJ,inativo,,2026-04-01T15:33:11+00:00
181,39ced93d-0fb0-4c74-b460-63cddc479e54,PJ,inativo,,2026-04-01T15:33:11+00:00
182,9e5b2d1e-354f-4c1e-9491-5b20edfcb0e1,PJ,inativo,,2026-04-01T15:33:11+00:00
183,bd1605b8-d623-4ad5-8eaa-510b09c5cd70,PJ,inativo,,2026-04-01T15:33:11+00:00
184,5add0417-7e6f-4ff4-a9f6-4c0e015dbbb1,PJ,inativo,,2026-04-01T15:33:11+00:00
185,c8d81b07-6841-4c1a-8614-e430f1b17ea4,PJ,inativo,,2026-04-01T15:33:11+00:00
186,06774f1f-4ed5-411b-959e-c832aebab4b5,PJ,inativo,,2026-04-01T15:33:11+00:00
187,e893122b-7c18-4428-aba2-b7e87f9c1919,PJ,inativo,,2026-04-01T15:33:11+00:00
188,50b24fc6-63a5-4019-b5d7-5cb74c3c6d47,PJ,inativo,,2026-04-01T15:33:11+00:00
189,6be2fa50-b942-40af-bea3-16fe6193d967,PJ,inativo,,2026-04-01T15:33:11+00:00
190,b061b8dc-7fe0-477e-b4a9-79043c3e5e14,PJ,inativo,,2026-04-01T15:33:11+00:00
191,b4c3ebc0-6be2-407f-81d8-9a5cd6d9a4e9,PJ,inativo,,2026-04-01T15:33:11+00:00
192,988641ba-8f64-43b2-b4b0-8c9851086a6e,PJ,inativo,,2026-04-01T15:33:11+00:00
193,56f37beb-b24b-4703-a784-65c236ba5516,W2,inativo,,2026-04-01T15:33:11+00:00
194,b3d1d4db-ea8f-4311-9476-b5db8e2a5ee0,PF,inativo,,2026-04-01T15:33:11+00:00
195,597aa066-3e4f-48c7-b7de-fa00894050d7,1099,inativo,,2026-04-01T15:33:11+00:00
196,ea328ea3-931e-4c1f-b637-e2e52dc1aaee,Estágio,inativo,,2026-04-01T15:33:11+00:00
197,6d021343-360c-4665-bed2-2a147d334b25,PJ,inativo,,2026-04-01T15:33:11+00:00
198,a38bdcb7-0b45-42a6-8691-be2e147843bc,PJ,inativo,,2026-04-01T15:33:11+00:00
199,dc012455-9c62-4e6a-b1a3-bc9ef7d69774,PJ,inativo,,2026-04-01T15:33:11+00:00
200,03782c49-64d5-465e-8d9a-18e4e559d140,PJ,inativo,,2026-04-01T15:33:11+00:00
201,46dbdd56-2340-450b-adba-3dfa7b8b26f7,PJ,inativo,,2026-04-01T15:33:11+00:00
202,2e6440d9-ed53-4358-98a0-2c74ef185282,PJ,inativo,,2026-04-01T15:33:11+00:00
203,426e2317-fae9-47b2-882f-8ec5158df615,PJ,inativo,,2026-04-01T15:33:11+00:00
204,8b76d77a-7827-4b1c-80f1-483f0f4ea280,PJ,inativo,,2026-04-01T15:33:11+00:00
205,1a40e590-d748-4fae-83f3-baa925243b70,PF,inativo,,2026-04-01T15:33:11+00:00
206,b0056b66-2ca7-4a86-b71d-a49e24f9cb85,PJ,inativo,"Contrato inicial do Castilho o valor da remuneração era de 2100, não achei nenhum aditico com o valor de 2800",2026-04-01T15:33:11+00:00
207,393f27cf-a21a-4405-9195-ff1b5bc82a74,PJ,inativo,,2026-04-01T15:33:11+00:00
208,ceb273e3-20db-4378-ae12-c4f6a84d91e0,PJ,inativo,,2026-04-01T15:33:11+00:00
209,3b17254c-d746-4514-97de-e75ba1583aab,PF,inativo,,2026-04-01T15:33:11+00:00
210,7d2f3911-916e-462c-93d1-f501fe0ff1d0,PJ,inativo,,2026-04-01T15:33:11+00:00
211,7825fa7c-8846-4ea9-9ca0-0ecc9a329611,PJ,inativo,,2026-04-01T15:33:11+00:00
212,80e90928-107d-4a7b-8155-b58e786091ce,PF,inativo,,2026-04-01T15:33:11+00:00
213,c456a7b9-c71c-4e9f-9f54-40a8d48d6129,PF,inativo,,2026-04-01T15:33:11+00:00
214,a10b2550-3f83-491e-ad40-a444701bba02,PJ,inativo,,2026-04-01T15:33:11+00:00
215,0ed75242-a209-46ee-848b-487a131f01ae,PF,inativo,,2026-04-01T15:33:11+00:00
216,bcd859fb-c4d1-448c-b499-5ef535a57430,PJ,inativo,,2026-04-01T15:33:11+00:00
217,125267e2-981c-474d-923b-4390fefcafa7,PJ,inativo,,2026-04-01T15:33:11+00:00
218,e4b67eae-94bf-42d2-a5d1-0c0a38f67472,PJ,inativo,,2026-04-01T15:33:11+00:00
219,83d47f3c-4e08-46d1-b62d-07c688109bc0,CLT,inativo,,2026-04-01T15:33:11+00:00
220,9e15f2ab-c93e-43bc-9cb9-260c3c71b38e,PJ,inativo,,2026-04-01T15:33:11+00:00
221,04a5fb90-d00d-4970-b89b-9fa4b40d0dd4,PF,inativo,,2026-04-01T15:33:11+00:00
222,54883200-ee36-4ba3-8644-11696c04b002,PJ,inativo,,2026-04-01T15:33:11+00:00
223,e8b8f583-2156-4490-b61c-e676abe9eaee,W2,inativo,,2026-04-01T15:33:11+00:00
224,72d90afb-9c98-40f5-b7a2-8cb6de582104,W2,inativo,,2026-04-01T15:33:11+00:00
225,ef576806-51a4-45f0-940e-031a9a9d1873,PJ,inativo,,2026-04-01T15:33:11+00:00
226,efaa0edc-479f-4fd7-9c92-c6dedd339cf5,PJ,inativo,,2026-04-01T15:33:11+00:00
227,11f36679-7db9-4c4e-a08d-295ce7143299,PJ,inativo,,2026-04-01T15:33:11+00:00
228,1e70f079-62e7-4934-8098-fab9d17ed24a,PJ,inativo,,2026-04-01T15:33:11+00:00
229,fce94f2b-b448-4d4d-adfb-616bd84d29fa,PJ,inativo,,2026-04-01T15:33:11+00:00
230,3e38b7f2-d1a6-4232-bc48-635e24bf3416,PJ,inativo,,2026-04-01T15:33:11+00:00
231,4e86d687-51b2-4dda-91bb-6441d77cf9b7,PJ,inativo,,2026-04-01T15:33:11+00:00
232,693cd964-b7b8-430c-aac7-8b8f666fd226,PF,inativo,,2026-04-01T15:33:11+00:00
233,660da8a5-71ad-4d19-bd0d-e7e0b2ea71dc,PF,inativo,,2026-04-01T15:33:11+00:00
234,dfdd9b5e-039d-46ee-9052-d753b251ba09,PJ,inativo,,2026-04-01T15:33:11+00:00
235,dc388612-55ed-42fc-a872-fd50b64e6c6f,PJ,inativo,,2026-04-01T15:33:11+00:00
236,dc388612-55ed-42fc-a872-fd50b64e6c6f,PF,inativo,,2026-04-01T15:33:11+00:00
237,538a18cb-68d7-4e02-9ec5-2faa7068f1b1,PF,inativo,,2026-04-01T15:33:11+00:00
238,a7938f66-9d66-45fd-bf92-634199b038e4,PJ,inativo,,2026-04-01T15:33:11+00:00
239,47c81d69-4de2-4e3e-8a62-e62abbc8f651,CLT,inativo,,2026-04-01T15:33:11+00:00
240,909bac72-37c5-496f-bc95-c8da1a73e3b1,PJ,inativo,,2026-04-01T15:33:11+00:00
241,a94702ef-d1fa-424b-843f-5b06282025dd,PJ,inativo,,2026-04-01T15:33:11+00:00
242,2a551e8c-1aaa-4b1b-85b7-7ee8f0cde3f2,PJ,inativo,,2026-04-01T15:33:11+00:00
243,4405542a-9b76-488f-969a-413d64c59eca,PJ,inativo,,2026-04-01T15:33:11+00:00
244,3da901f3-180c-46ca-b52a-5cfe4aa55efc,W2,inativo,,2026-04-01T15:33:11+00:00
