id,pessoa_id,tipo_movimentacao,data_solicitacao,data_efetivacao,valor_anterior,valor_novo,cargo_anterior_id,cargo_novo_id,marca_anterior_id,marca_nova_id,departamento_anterior_id,departamento_novo_id,unidade_negocio_anterior_id,unidade_negocio_nova_id,empresa_contratante_anterior_id,empresa_contratante_nova_id,tipo_contrato_anterior,tipo_contrato_novo,motivo_movimentacao,solicitante,aprovador,status,observacoes,manager_anterior_id,manager_novo_id,justificativa_rejeicao,created_at,updated_at
589dcd24-cc09-4f65-b356-84ae01fcdb52,d3a04e1d-7a6d-4010-b8ee-99ad81ddcd05,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-07-01,724500,800000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
ca4293be-6feb-4ab6-bb19-d1249e61cb7a,69635779-34ff-4831-90cd-b45d37688cc2,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2021-02-01,1330000,1393000,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
0a0ad617-fcb3-44c9-848c-c1cef6d0e4c4,69635779-34ff-4831-90cd-b45d37688cc2,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2022-02-02,1393000,2000000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
987aaaf5-f2fd-44ef-9b5f-f9e2223df720,69635779-34ff-4831-90cd-b45d37688cc2,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-01-02,2000000,2140000,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
763c5677-7851-4a6f-89f1-7372f4e8d722,69635779-34ff-4831-90cd-b45d37688cc2,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,2140000,2247000,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
d8337e37-7434-4762-9175-881dfe961cd8,69635779-34ff-4831-90cd-b45d37688cc2,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-07-01,2247000,2400000,,,,,,,,,,,PJ,PJ,Mérito,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
bc70045e-1cbc-4df7-aca3-61a3f1d3c1a2,f3347fff-dd1b-418a-9494-ac56843b3c36,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-01-02,2000000,2077096,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
a4340389-d34d-465c-ae9f-5295d7024766,f3347fff-dd1b-418a-9494-ac56843b3c36,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,2077096,2180900,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
4c73701e-56bb-4d7d-a9b2-199de25212f6,f3347fff-dd1b-418a-9494-ac56843b3c36,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-07-01,2180900,2350000,,,,,,,,,,,PJ,PJ,Mérito,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
7e06938d-fbaa-49f9-933b-d6ad8c783677,cb89f8de-a28c-435f-a3ad-c7487ce83012,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2022-07-01,655000,655000,,,,,,,,,,,PJ,PJ,Alteração de função,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
3d2e9c1b-81f2-4e93-96a5-5e9bd94b416a,cb89f8de-a28c-435f-a3ad-c7487ce83012,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2022-01-03,400000,655000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
69530db5-d06c-45c4-af5f-a6b65f60fe5d,cb89f8de-a28c-435f-a3ad-c7487ce83012,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-01-02,655000,754350,,,,,,,,,,,PJ,PJ,Mérito + Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
e6f950da-6949-491c-8dc9-cc68422c7d1e,cb89f8de-a28c-435f-a3ad-c7487ce83012,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-08-01,754350,820000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
19724f63-bba5-4b0e-b201-842bfcccc96b,cb89f8de-a28c-435f-a3ad-c7487ce83012,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,820000,861000,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
1b709ec8-f72c-45f5-9ed8-a4aad51d2b47,cb89f8de-a28c-435f-a3ad-c7487ce83012,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-07-01,861000,970000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
aa50ff03-5c3f-4cc6-a662-47fac6ef306d,52f9099b-ace2-4953-9eb5-fb823948f8ef,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-01-02,700000,749000,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
c724979d-309a-4ab8-9a5e-668a2a7f5ee0,52f9099b-ace2-4953-9eb5-fb823948f8ef,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-08-01,749000,860000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
7c483e5a-c299-455b-9a60-86ee390426a5,52f9099b-ace2-4953-9eb5-fb823948f8ef,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,860000,903000,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
2ecb5c1c-42e8-4276-ab33-aebb4a66bdaa,7c835d94-6052-4687-b022-b4d48f534daa,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2022-04-01,950000,1400000,,,,,,,,,,,PJ,PJ,Mérito,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
df4d3f8c-ec32-4998-a0c7-1ee58c3ffc49,7c835d94-6052-4687-b022-b4d48f534daa,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-02-02,1400000,1498000,,,,,,,,,,,PJ,PJ,Mérito + Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
c6cf8f3a-e1f1-4350-a8f0-50385a3a6baa,7c835d94-6052-4687-b022-b4d48f534daa,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-08-01,1498000,1620000,,,,,,,,,,,PJ,PJ,Mérito,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
80f0ac78-d18d-4c98-aeac-96a7080cdb1e,7c835d94-6052-4687-b022-b4d48f534daa,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,1620000,1701000,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
034e308f-88ca-446c-be14-d42570fb9a8b,8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,700000,729300,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
eebd96d2-cdb9-4e36-9385-a39be37e995d,8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-02-01,729300,770000,,,,,,,,,,,PJ,PJ,Mérito,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
5d8e4148-7d24-40a5-9768-89c7bf931cda,8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-02-01,770000,850000,,,,,,,,,,,PJ,PJ,Mérito,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
70ae6d3a-f04b-4c0c-9906-e962b1fd30b9,49f44e12-368a-44ac-863b-6ee40bf9692d,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,1750000,1820400,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
19b52bb5-36f7-4170-a8ef-cb948d26950f,49f44e12-368a-44ac-863b-6ee40bf9692d,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-02-01,1820400,1900000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
33f5a76e-99a2-4aeb-be37-0fb2b5c8b4e0,49f44e12-368a-44ac-863b-6ee40bf9692d,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-07-01,1900000,2600000,,,,,,,,,,,PJ,PJ,Mérito,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
6c73f662-77f0-4b37-b50f-3e4499ef2fc8,664663e4-106e-4e23-9e75-1e91207e9ccd,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-02-01,160000,200000,,,,,,,,,,,Estágio,Estágio,Mérito,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
f0012804-ab0c-4569-8f36-71acfe885674,664663e4-106e-4e23-9e75-1e91207e9ccd,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-07-01,200000,400000,,,,,,,,,,,Estágio,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
afcbe64b-0a01-4ca8-8fed-6a931269b296,a8b71b73-2e6c-49f7-9cfe-feac21007d84,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2021-01-03,327200,341600,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
7479d06a-077f-46d5-ad13-34657a2ec33d,a8b71b73-2e6c-49f7-9cfe-feac21007d84,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2022-01-03,341600,375760,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
a557368e-ad4e-4bbd-8173-7dd57753aa56,a8b71b73-2e6c-49f7-9cfe-feac21007d84,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2022-08-01,375760,450000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
2e20935e-476b-4184-bfda-6a18b77e67a1,a8b71b73-2e6c-49f7-9cfe-feac21007d84,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-01-02,450000,465534,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
389eb4af-506a-41fa-ab60-02350b7658e6,a8b71b73-2e6c-49f7-9cfe-feac21007d84,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-08-01,465534,500000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
6d6e4d03-1c16-4794-97a0-21950e5fd639,a8b71b73-2e6c-49f7-9cfe-feac21007d84,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,500000,525000,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
2d4d8da7-f257-4c57-90ab-bbeb32f2b247,a8b71b73-2e6c-49f7-9cfe-feac21007d84,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-07-01,525000,600000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
ebac7cc0-d696-41cd-bf08-ad1b35793594,a7419f66-1aca-44f0-8ab1-ecba774d355f,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2021-02-01,305175,417900,,,,,,,,,,,PJ,PJ,Mérito + Mudança de Cargo,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
3ba5fa91-2636-423e-8df8-61263d0fe3d8,a7419f66-1aca-44f0-8ab1-ecba774d355f,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2022-08-01,505600,550000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
71ba8114-5ef8-43ef-8c07-4568100ceadf,a7419f66-1aca-44f0-8ab1-ecba774d355f,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2022-01-01,417900,505600,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
8b2fe5f1-9428-4137-9a56-79f600b6df15,a7419f66-1aca-44f0-8ab1-ecba774d355f,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-01-01,550000,588500,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
0e6a99e9-f912-4adf-be4d-aa20fb809a71,a7419f66-1aca-44f0-8ab1-ecba774d355f,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-08-01,588500,640000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
a685a0c9-182c-4091-869e-47b1b625ccf0,a7419f66-1aca-44f0-8ab1-ecba774d355f,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-07-01,682500,750000,,,,,,,,,,,PJ,PJ,Mérito,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
5ed01562-6ae6-4bda-86d6-586b6c68e626,a7419f66-1aca-44f0-8ab1-ecba774d355f,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,640000,682500,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
ddd58d5e-59cb-47ad-a046-fb0a1738185f,d276a9a4-177d-495b-9597-45b493b669e0,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,700000,714096,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
47d95531-2c37-4d0e-8f94-5616f1fe24b0,d276a9a4-177d-495b-9597-45b493b669e0,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-07-01,714096,810000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
1740b007-e0d8-4a13-bbd7-ddf94a59277b,fc83168a-60a4-45b8-af9b-82b7080c5a3d,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-01-01,500000,570463,,,,,,,,,,,PJ,PJ,Mérito + Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
4080cd57-47bd-416e-803a-da6cac46da50,fc83168a-60a4-45b8-af9b-82b7080c5a3d,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-08-01,570463,650000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
dc310c4e-994d-4589-a262-a262239abfb8,fc83168a-60a4-45b8-af9b-82b7080c5a3d,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,650000,710000,,,,,,,,,,,PJ,PJ,Mérito + Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
b78f8bf6-a136-4d64-b541-26b5e1931dc9,fc83168a-60a4-45b8-af9b-82b7080c5a3d,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-07-01,710000,1100000,,,,,,,,,,,PJ,PJ,Mérito,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
46e611b0-d1ac-4b59-ba42-8acf11f09f45,d572bfb6-99df-45a1-abb5-7834991ce6bd,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-01-01,850000,883907,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
113b48ad-5c48-4cd9-aab9-12d59b8a1011,d572bfb6-99df-45a1-abb5-7834991ce6bd,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,883907,928100,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
52ffd99c-c533-4375-9967-6fb135301fab,c03711b1-5564-4b77-9660-72ca9044e231,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-01-01,850000,869562,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
8518e6fa-7c77-482b-8bcc-0f03ebf4f657,c03711b1-5564-4b77-9660-72ca9044e231,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,869562,913000,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
575a42be-ac9d-4641-9ec0-a7d14e383314,ccbdf2cd-94fe-4974-be98-db97aa83fa59,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2025-05-13,250000,350000,,,,,,,,,,,PJ,PJ,Mérito + Mudança de Cargo,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
6cd73dcf-56ce-4ca3-8dc8-0262c211a2fe,6e3f0dd1-0763-4b73-9a6f-7f56c52308f0,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2022-08-01,400000,600000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
2b615830-de4a-4167-8156-0c79e4032ed4,6e3f0dd1-0763-4b73-9a6f-7f56c52308f0,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-01-01,600000,620712,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
ef63db9e-dd66-4c64-9e78-b07addae9f97,6e3f0dd1-0763-4b73-9a6f-7f56c52308f0,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2023-08-01,620712,700000,,,,,,,,,,,PJ,PJ,Promoção,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
b9bee273-9488-4172-a558-39ab1f14ea08,6e3f0dd1-0763-4b73-9a6f-7f56c52308f0,"Tipo 2: Movimentação Interna (Envolve cargo, salário, liderança, área, etc)",,2024-01-01,700000,735000,,,,,,,,,,,PJ,PJ,Dissídio,,,Aprovado,,,,,2026-03-31T15:34:38+00:00,2026-03-31T15:34:38+00:00
