id,pessoa_id,periodo_inicio,periodo_fim,status,observacoes,mes_ano_referencia,comentario_gestor,comentario_rh,aprovado_gestor_em,aprovado_rh_em,pagamento_gerado,motivo_reprovacao,created_at,updated_at
0b52082b-e9b2-4ec2-92b0-929727b452cf,96616f78-cd82-4567-bdc8-c4c313b4ec07,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
591fafcc-aae1-4f66-aab8-38cb84998ad1,ceb273e3-20db-4378-ae12-c4f6a84d91e0,2023-09-27,2023-10-11,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
19a12b73-5171-4095-8f81-af70289ebc89,4e86d687-51b2-4dda-91bb-6441d77cf9b7,2023-08-14,2023-08-28,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
50bb0b09-21f3-47d5-8256-0db591b7555a,ca9becbd-26e5-499e-a596-201860077353,2022-12-12,2022-12-22,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
b2ef216a-b627-4bd2-a4ba-c989ea243a90,a53257b4-53ba-45fc-b289-1638d21a9df5,2023-11-03,2023-11-17,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
3bd4ddb5-67e4-4eca-8ad3-b259cc8000d0,7a1db41e-8b2c-43ea-a9b7-0c75b1c7a56b,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
afe846f0-2e5e-4e9a-8c4c-23c2a81ef482,e1afcdca-7dc0-469d-babe-77a945fc80a3,2022-09-01,2022-09-10,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
b9c186de-4a27-4e18-9acc-a0408ab60e8e,e1afcdca-7dc0-469d-babe-77a945fc80a3,2022-10-20,2022-10-29,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
e19c66e0-4a08-44cb-9e49-3749cdd5a6d6,e1afcdca-7dc0-469d-babe-77a945fc80a3,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
cc0ae25f-20a4-4724-926d-0ad407485dde,6258a304-9034-44d1-88dc-d904ade63f07,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
fd030f7b-1005-43ff-a22e-3c4344035de5,6258a304-9034-44d1-88dc-d904ade63f07,2022-09-05,2022-09-19,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
8789aad9-8d5f-4c00-bcb9-95d717f38507,3723eee1-a0ba-44a2-95a7-283899bb7f69,2022-12-09,2022-12-22,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
98369893-e7b8-4f83-8ceb-fcaca426a6f6,3723eee1-a0ba-44a2-95a7-283899bb7f69,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
6c476fcf-5fda-4d1a-8a6b-e7fe348a2143,aa73a73d-aa13-4371-b059-7146639ba99c,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
b88ec586-0c84-40e7-9b93-9c8d33156658,dd9464f9-5bc1-49e8-a572-9aebdc3694fa,2022-04-18,2022-05-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
03fb619b-1428-4fee-89f3-7b8d01c7c70a,dd9464f9-5bc1-49e8-a572-9aebdc3694fa,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
afa823bb-6322-43dc-9906-5f4967f54578,dd9464f9-5bc1-49e8-a572-9aebdc3694fa,2022-12-07,2022-12-20,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
e38d4c4b-d07c-4dba-b290-44f49e8b186b,7d36dea4-b9b0-4381-b6a0-3eec08d97cf6,2022-12-07,2022-12-21,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
e3feab44-2fbf-4393-babd-3e2587fd1817,7d36dea4-b9b0-4381-b6a0-3eec08d97cf6,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
a005f188-3d8a-4612-910d-93948c28341a,5add0417-7e6f-4ff4-a9f6-4c0e015dbbb1,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
d7cc12ce-f74a-4a84-b605-33115c5af2e2,03782c49-64d5-465e-8d9a-18e4e559d140,2022-07-14,2022-07-23,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
cba48b41-a444-4a7f-9094-428c53a2f1b9,03782c49-64d5-465e-8d9a-18e4e559d140,2022-12-07,2022-12-20,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
f710be1f-bdce-42f7-8e8d-c583ccc55466,03782c49-64d5-465e-8d9a-18e4e559d140,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
ed71f19a-80d7-4927-9c08-3b8af5542729,efaa0edc-479f-4fd7-9c92-c6dedd339cf5,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
a3731fbd-3d66-4880-962c-0298bc1e0925,1e70f079-62e7-4934-8098-fab9d17ed24a,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
77d68700-461d-4a23-b5e9-e979ee6f5809,1e70f079-62e7-4934-8098-fab9d17ed24a,2022-12-07,2022-12-21,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
3d6ef47c-2f3e-4381-9eb0-bb751c9e558d,ab7bfb0d-8b5f-4b16-be0e-189da59656ff,2022-09-15,2022-09-24,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
ff8060c1-953e-43ac-adcd-8287b6f2a464,ab7bfb0d-8b5f-4b16-be0e-189da59656ff,2022-11-28,2022-12-07,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
e9022e16-2adb-4ba4-8e7a-11279a56ce37,ab7bfb0d-8b5f-4b16-be0e-189da59656ff,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
4edd78e7-7564-4b1e-910c-367f9e259090,ab7bfb0d-8b5f-4b16-be0e-189da59656ff,2023-08-01,2023-08-10,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
2a5a2217-24aa-4558-ab04-822408b1fe2c,96616f78-cd82-4567-bdc8-c4c313b4ec07,2023-07-24,2023-07-30,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
6badbd64-ecb6-4d3a-a6d1-526800e5d817,edc1191a-ef25-4c21-aea4-57d99a947e1b,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
0ded1851-e4b5-48a6-9b33-7e3f6bc4daf8,edc1191a-ef25-4c21-aea4-57d99a947e1b,2023-10-16,2023-10-23,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
efc5b335-2401-4e2b-a01b-89a0a2e573d8,fea52e3c-ca35-4df1-9fab-03f3ef1403ee,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
2b3e34bb-8901-4a2b-a320-65bd077117ac,fea52e3c-ca35-4df1-9fab-03f3ef1403ee,2023-01-02,2023-01-16,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
305175cd-d15f-4b79-a2f1-fca65355f12d,1a04cc7c-447b-47f9-a945-3fbe62032376,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
cc6555d5-6d0b-4a58-a8b1-36c874cf1786,636092ec-f326-4835-9678-5d9059450df8,2022-08-29,2022-09-07,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
3c9b6120-0dd6-49a1-85ec-6b318aa2773c,636092ec-f326-4835-9678-5d9059450df8,2022-12-05,2022-12-14,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
6c01c655-be3c-4bc7-a2f1-1f2ea770c59e,636092ec-f326-4835-9678-5d9059450df8,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
01d6ec49-4b39-4fdf-91e1-5707e6a57d8c,636092ec-f326-4835-9678-5d9059450df8,2023-06-19,2023-06-28,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
f18a764c-ec26-40a3-9dff-efe467389f3e,e4b67eae-94bf-42d2-a5d1-0c0a38f67472,2022-06-06,2022-06-14,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
da3c600c-8c43-4a32-91ef-46fe5158756f,e4b67eae-94bf-42d2-a5d1-0c0a38f67472,2022-10-18,2022-11-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
1bb0ac3a-0d65-4ac8-885b-012e6c14accd,e4b67eae-94bf-42d2-a5d1-0c0a38f67472,2022-12-23,2023-01-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
8e94127d-c7f3-47fd-88dd-ab21ac73ad34,e4b67eae-94bf-42d2-a5d1-0c0a38f67472,2023-06-09,2023-06-18,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
385456b9-2e9b-4c71-a3bb-007a3fe6a1ba,e4b67eae-94bf-42d2-a5d1-0c0a38f67472,2023-09-11,2023-09-25,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
a1f51370-ee66-4f6f-b3fb-3295323c95d3,6258a304-9034-44d1-88dc-d904ade63f07,2023-09-11,2023-10-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
88baceb5-74fc-4ae1-9365-3bedf252ddcb,fea52e3c-ca35-4df1-9fab-03f3ef1403ee,2023-12-04,2023-12-13,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
38005b55-88f9-4c1d-b835-579f865bb109,474d8055-741a-41ae-8e1f-18f96300cdad,2023-08-10,2023-08-19,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
b42cda17-94c1-45dd-8587-1ea4580381ad,03782c49-64d5-465e-8d9a-18e4e559d140,2023-10-02,2023-10-11,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
ae383e10-0e61-4827-ad50-c2742932ac5c,03782c49-64d5-465e-8d9a-18e4e559d140,2023-12-04,2023-12-13,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
2f626b4e-a798-4623-8321-07703ccfe54c,1e70f079-62e7-4934-8098-fab9d17ed24a,2023-09-15,2023-09-29,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
86a5c099-e21b-41c5-ae70-ca7b0f0f7570,1e70f079-62e7-4934-8098-fab9d17ed24a,2023-12-17,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
b80d309d-cd19-47b1-9913-8efe6e46a9be,707a95ab-689a-4a67-b7dc-92ffb55d41c3,2023-10-23,2023-11-06,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
5fa94e92-7984-4d67-9c8c-5d9c52a7dd22,c9b33660-fbdf-49bc-9b3a-7db12c071b6f,2023-06-10,2023-10-07,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
ff796394-24e0-45ee-a5da-f84c58ce714d,c9b33660-fbdf-49bc-9b3a-7db12c071b6f,2023-06-06,2023-06-09,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
9a2fbf7e-1f2e-4112-ab36-6c2a0ece51dd,960f9030-7a96-4660-a72a-9dd6abbf8b08,2023-08-10,2023-08-11,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
01ec1185-97f9-403a-ba95-5a83a21f68d7,ca9becbd-26e5-499e-a596-201860077353,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
6a060b68-f9da-46e2-af2a-c2671adc6f59,dd9464f9-5bc1-49e8-a572-9aebdc3694fa,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
a55d692f-47ce-4ff2-bfcb-26f9919f8a2c,dd9464f9-5bc1-49e8-a572-9aebdc3694fa,2023-10-04,2023-10-13,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
9d114244-6bdf-4fed-be1d-529dd0f37302,a53257b4-53ba-45fc-b289-1638d21a9df5,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
f92aaad6-ac6c-4e9b-879f-993a78b059e3,636092ec-f326-4835-9678-5d9059450df8,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
2f0b7faa-9241-495d-ae1a-17bb12f29ce4,ecb6fa52-c067-46e5-908e-ed9b7aaa2f41,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
8c8f43b8-5a50-46a2-bb2b-6699d0816240,c736c414-19e5-4b3b-bd00-0ca5ae639f1f,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
3b8a622a-0597-41ea-aa8d-95eee92389f3,a610aa08-d0fe-4689-8c77-a0bfe715e63d,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
db930ad7-391b-4dc6-832f-4da46b3d78e4,d1cda6be-6cc4-488b-9375-31921f9d998f,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
9695a883-bee0-4403-bcf1-4e7e4215b765,d1cda6be-6cc4-488b-9375-31921f9d998f,2023-12-01,2023-12-15,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
9894bc6b-19c6-4e28-a3aa-947a44bde6d8,14242913-6060-4ef2-8d3b-24a1317be7ce,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
7d79b3d5-bd45-4fbd-a27c-63cbbe5b510e,707a95ab-689a-4a67-b7dc-92ffb55d41c3,2023-12-22,2023-12-26,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
c2ccafa7-ee66-4c61-abee-c8309ae23c41,c0b9a836-8904-4700-808c-2c4187577ef1,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
f081af36-2c94-4eb9-b561-3a2d716adb01,c0b9a836-8904-4700-808c-2c4187577ef1,2023-09-25,2023-10-01,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
958a44df-2ec1-462b-ad84-a5964a6f9056,00f71b01-c55c-4437-a0a7-d95da6ebd5b2,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
7c2f921d-d2d6-4e4e-be5c-fda0ed4f1891,7d36dea4-b9b0-4381-b6a0-3eec08d97cf6,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
f113e537-1a71-4fdc-b361-cb03ff6455c5,7d36dea4-b9b0-4381-b6a0-3eec08d97cf6,2023-10-09,2023-10-23,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
d1d4d30c-082d-4973-b8c6-03b8823b416b,ab7bfb0d-8b5f-4b16-be0e-189da59656ff,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
6349c4c9-edf7-4861-bb36-82e75c93dbba,c5e7f4fc-8ff2-49e2-b690-7c3df959528f,2023-12-22,2023-12-31,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
d253f11f-9f3f-426e-9a2e-a0a8295d6769,c5e7f4fc-8ff2-49e2-b690-7c3df959528f,2023-10-30,2023-11-03,Pago,,,,,,,false,,2026-04-02T01:03:56+00:00,2026-04-02T01:03:56+00:00
