id,pessoa_id,data_inicio_aquisitivo,data_fim_aquisitivo,situacao_periodo,quantidade_dias_adquiridos,quantidade_dias_utilizados,saldo_dias,data_inicio_recessivo,data_fim_recessivo,motivo_recessao,data_concessao_recesso,created_at,updated_at
e724966c-087f-47b6-9550-8d95356f8616,d1cda6be-6cc4-488b-9375-31921f9d998f,2021-10-01,2022-09-30,Historico,30,25,5,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
699e56fd-764d-4333-b76c-befc380b0f1a,7a1db41e-8b2c-43ea-a9b7-0c75b1c7a56b,2022-12-01,2023-11-30,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
03b3f831-f370-4055-8358-fd0f04b36537,707a95ab-689a-4a67-b7dc-92ffb55d41c3,2022-12-05,2023-12-04,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
a3a1ac4a-8069-46c8-a043-57b14d533608,c0b9a836-8904-4700-808c-2c4187577ef1,2023-05-02,2024-04-30,Historico,30,28,2,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
97a96ba9-5084-42a3-b628-3b627a87b086,ab7bfb0d-8b5f-4b16-be0e-189da59656ff,2021-08-02,2022-08-01,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
18075530-14db-4d39-9879-13d43c67cf8f,960f9030-7a96-4660-a72a-9dd6abbf8b08,2022-11-07,2023-11-06,Ativo,30,29,1,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
518ff851-75af-4c88-9d38-82f68c66f22f,750b4f8b-1fb8-4228-b961-26a5e4885c55,2023-06-12,2024-06-11,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
379a6e92-f605-489f-bbc0-16e71c1adb42,625e5c21-dded-44a6-9a57-acfbf851ef1b,2023-05-24,2024-05-22,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
826db20e-2abe-4607-99a3-9b61ee270ba6,d9e9531a-f801-4c2c-b0ae-1e7214804e0e,2021-03-15,2022-03-14,Historico,30,0,30,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
4c9f1ca5-0056-42e3-a348-2d475329d605,4f4efdd7-3d1a-4149-ac9a-3889f10b95d5,2022-05-02,2023-05-01,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
69f203fa-8243-46e3-b09b-bf03f2a5bad9,938ef664-3376-4bda-b002-0af0efc192b5,2023-07-17,2024-07-15,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
19354d87-674c-4a79-91eb-e2ac34acec51,4127bd17-592c-46ba-8c70-c1a84a4ca079,2023-04-24,2024-04-22,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
c94c5fbb-542a-4fdf-8cc9-e92b7822f7b3,b3473270-b8e4-4eda-86e0-513989cfa75e,2023-06-05,2024-06-03,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
9ba2bcdd-0828-4396-a99d-8ae0fe777164,6258a304-9034-44d1-88dc-d904ade63f07,2021-10-11,2022-10-10,Historico,30,15,15,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
504d5755-28c8-4381-8e44-f805c33d4f7c,c9b33660-fbdf-49bc-9b3a-7db12c071b6f,2022-08-08,2023-08-07,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
97eddc1f-8fcb-4a54-a036-7b5332fc1c85,ddd8a30c-cb8f-4389-b19d-a4cd833885a6,2023-01-16,2024-01-15,Historico,30,20,10,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
2fd38807-31c3-4e98-bf64-353c784df3ba,413f7cfe-9ca0-4146-b73d-0626f6de047a,2023-01-08,2024-01-07,Historico,30,21,9,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
7a0dfcff-539c-484d-bc4d-9bb613fc5208,7ac0758d-cced-488e-8d38-fe428f2d7a5c,2022-07-25,2023-07-26,Historico,30,35,-5,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
dc845bdf-34f1-492e-88e9-87df35192661,3723eee1-a0ba-44a2-95a7-283899bb7f69,2021-09-22,2022-09-21,Historico,30,24,6,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
118a5114-7890-4910-ba90-baba1e9d1cff,fea52e3c-ca35-4df1-9fab-03f3ef1403ee,2021-12-02,2022-12-01,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
87466000-be89-4d56-9cf2-c5eff44e96d5,ddf3a8ab-b56a-4b7d-8f08-07a88c53a14f,2023-07-03,2024-07-01,Historico,30,27,3,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
067755f9-87c0-4ecf-ab26-209f56d07ad5,aa73a73d-aa13-4371-b059-7146639ba99c,2021-07-20,2022-07-19,Historico,30,0,30,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
689b4579-1af6-4007-9d1f-9c4e220ce8a4,1a04cc7c-447b-47f9-a945-3fbe62032376,2022-07-13,2023-07-12,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
df3c6d34-e86f-485c-a747-0c38afdb4702,20498b87-61fe-478c-af9f-208b3f9d1a26,2023-05-15,2024-05-13,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
1515afe0-ffe9-46ef-bb6d-50d7f0cc97a2,5add0417-7e6f-4ff4-a9f6-4c0e015dbbb1,2022-10-17,2023-10-16,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
a34d6c96-bf91-4a82-9cb3-a04f8309bf9f,e893122b-7c18-4428-aba2-b7e87f9c1919,2023-01-23,2024-01-22,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
a956b775-c0aa-4386-80de-861c5701c7de,50b24fc6-63a5-4019-b5d7-5cb74c3c6d47,2023-04-01,2024-03-30,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
172db65b-62f0-4fd4-9362-ecc9dbb6ffa7,03782c49-64d5-465e-8d9a-18e4e559d140,2021-08-09,2022-08-08,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
78528fc9-018c-439d-a020-5fb249d731d8,46dbdd56-2340-450b-adba-3dfa7b8b26f7,2023-04-17,2024-04-16,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
d6875947-0da2-4a16-9687-444d2cfae62c,426e2317-fae9-47b2-882f-8ec5158df615,2021-04-22,2022-04-21,Historico,30,0,30,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
b277bc0c-5f89-4517-b981-d0ae0af0a4da,7825fa7c-8846-4ea9-9ca0-0ecc9a329611,2022-06-14,2023-06-13,Historico,30,20,10,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
aa0b7eac-9093-4fc3-a074-54e2c92e2472,e4b67eae-94bf-42d2-a5d1-0c0a38f67472,2022-05-23,2023-05-22,Historico,30,34,-4,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
0e4dddde-dc1b-47dd-8913-fe8586d502d7,efaa0edc-479f-4fd7-9c92-c6dedd339cf5,2022-01-13,2023-01-12,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
b72b5e9f-d364-49cd-9e0a-00f174f7b807,1e70f079-62e7-4934-8098-fab9d17ed24a,2021-10-18,2022-10-17,Historico,30,0,30,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
35c9e14f-55aa-4a95-8718-e4eb1b6b1215,d39d136b-174e-4eaf-9806-d630576b5a9a,2023-04-06,2024-04-04,Historico,30,26,4,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
fabc113c-2eee-4be1-93be-928884465bea,22ad9144-ef44-4c7c-b300-92246ded981a,2023-03-01,2024-02-28,Historico,30,20,10,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
433eddac-25e8-4633-91ad-3eda80c5ce58,b0057206-0765-49bb-9095-d46a352d6081,2023-10-18,2024-10-17,Historico,30,25,5,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
50765d9e-b988-405e-966f-00699275043e,7d96c317-be51-4fbf-a0dc-51aa89f72f4f,2023-10-23,2024-10-22,Historico,30,25,5,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
1d5baa6f-bb04-4f8a-9df3-96a4224dac2f,69ab530e-315f-419d-b854-77e705d46e1c,2023-11-21,2024-11-20,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
fd7741a5-9083-421d-ac3d-fc4b3e34ba5a,1aaf143f-e171-45ce-a5f6-a25e5a59c558,2023-12-13,2024-12-12,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
cbc21d74-5298-454b-a5b7-807ef363d246,39dc5842-6e64-4d8e-a2f4-c8a13a34fed5,2024-02-01,2025-01-31,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
448dea91-6fca-405c-9b43-279114b329ab,114d9a4d-44ae-4245-8a9b-e3683752b125,2024-01-01,2024-12-31,Historico,30,29,1,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
5c589cf8-6a46-492e-99b4-a254da9a5904,c32db80a-64f9-4a77-8ce2-a7c3e3c63921,2024-05-27,2025-05-26,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
acd61599-4c6b-4d36-89b8-f28c913f007b,0da7fc95-df5a-46a5-95ab-dac20ec79042,2024-06-10,2025-06-09,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
5bb702df-0690-474e-a1d0-a94897e1a882,f1272f63-54a7-4e83-a2ed-07b976dce86d,2024-08-19,2025-08-18,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
0895f8b6-21ed-4651-a092-73be49c7fa52,55b6e1a6-7680-4578-a414-143c9ba6f8d8,2023-04-08,2024-04-07,Historico,30,0,30,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
e6677321-e5bb-4cd5-aab8-46f3c6ac3934,fdc8adea-23b0-483f-9530-6fd6301a6e1f,2024-01-02,2025-01-01,Historico,30,24,6,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
31c02061-1ae3-46a4-9e65-c95c41a9715d,efec03ca-824a-40bc-9bdb-29f23ebdd742,2024-08-05,2025-08-04,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
f2142483-534c-4d32-9273-f9533eb74cc0,b0787ca6-034b-4207-bce8-09f4568de600,2024-09-23,2025-09-22,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
2c920072-2daa-4d31-b81a-83929fe725b1,b5c26951-a90c-48ba-82f5-be507e87e0e3,2024-05-15,2025-05-14,Historico,30,22,8,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
88fa0046-9b02-49a3-b6d4-34ac18d9a15e,c8308eb1-faa0-432c-b029-4c9fac8c957b,2024-06-01,2025-05-31,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
ade61739-0165-4d1a-b528-989156192129,4bc961e4-9860-408a-ba48-499df85365d9,2024-09-02,2025-09-01,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
0aca2dc3-298c-4fc4-b243-9c414f4620f5,307e672c-084a-43e8-8608-31660170a98b,2024-07-01,2025-06-30,Historico,30,17,13,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
b907c1aa-d3bc-467b-b97c-27e2ec6f770a,f5fadcb3-e59c-4a8e-959b-17531ab398af,2024-04-23,2025-04-22,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
74384ff5-3b74-421b-ab9f-537787063353,660c4e4c-a78b-456b-804a-f322c5551d5d,2024-03-04,2025-03-03,Ativo,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
b75586fc-8609-40a9-bb79-1c038322e787,0e759b91-b3b9-42ac-a76c-dbe2349f8342,2024-04-08,2025-04-07,Historico,30,20,10,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
16f7cfa7-f045-4a5d-86ce-f37b5f9e32a3,e7f4ce14-fa07-4414-a301-4ceae5bd8f84,2024-04-29,2025-04-28,Historico,30,20,10,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
c2ecf786-a694-4868-9dfe-d8f596988bfe,dbf3fa1c-b331-4c21-ad7c-974974960dbe,2024-08-28,2025-08-27,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
0ff1936f-4247-4444-9f1c-0e5e48af79c6,ae85ce82-e74b-4313-a018-c2a7196c74bd,2025-02-24,2026-02-24,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
a6267176-3960-496a-a38b-fc7e266c3637,faf9d04d-71b8-4b1f-bbb4-3c2cceaf512d,2025-01-20,2026-01-19,Historico,30,30,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
0b7916e0-42d8-4d50-ae4e-eb54b8c8da14,d3bcf35b-d4e2-4ded-889c-ce447216197d,2025-01-13,2026-01-12,Historico,30,21,9,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
92297ef5-daec-4648-9701-9c356d592b7c,04176573-30e1-45fe-bc32-c41e0ded4475,2025-02-01,2026-02-01,Historico,30,0,30,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
49f8100d-63ba-4da4-80db-283e1788967b,915be2c0-614c-4e2e-b74b-13526ce4068f,2025-03-10,2026-03-10,Historico,30,0,30,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
a2afd827-48ee-42ea-a808-31bb616dfa58,bf4e47f5-5411-4c56-9ee0-355dd201f088,2025-03-17,2026-03-17,Historico,30,10,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
00cb2f0c-25f2-48e1-b8a0-533a3da1513f,b705ea36-80d4-468b-90e9-559aab09bda7,2025-03-19,2026-03-19,Historico,30,25,5,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
de74a2ad-837d-43b5-b818-1e37927e8eaa,55980637-5552-4b6f-ad62-eec239875b6d,2025-04-09,2026-04-08,Ativo,20,20,0,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
dd60efc1-6bc7-4c49-aa2e-aafc3ed0e44d,71eb6eaf-93a7-4ca8-ab37-e8b7575ce5ec,2025-04-14,2026-04-13,Ativo,20,25,-5,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
1e6b206f-ee05-466d-8ca9-4de088cc8063,92cc4ca3-851c-4d5a-b406-278aac88005c,2025-04-23,2026-04-22,Ativo,20,22,-2,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
907eb780-4a86-419b-a6eb-6573837c2a67,87803f2f-d855-463e-b59f-31abce740659,2025-05-05,2026-05-05,Ativo,20,17,3,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
731a0cb0-d6a9-4059-86e8-a4aa245ee1fa,085824f9-2880-488d-a77b-ca8338e74688,2025-06-01,2026-06-01,Ativo,20,0,20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
68473018-7683-4f1c-a4d2-49c6ffb67529,67b46cdb-5fe2-47a3-8ea8-b7a635113345,2025-06-02,2026-06-02,Ativo,20,30,-10,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
72814b22-82fa-4cb4-8f4c-49ef8e733066,314a8d79-77ca-4cc2-a6af-d7a12aad0703,2025-06-06,2026-06-05,Ativo,20,19,1,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
15531666-aca8-4141-91c6-3d841de48227,6a763efd-a582-4237-8647-5e9b4aea1adf,2025-06-09,2026-06-08,Ativo,20,10,10,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
2b417ed7-664e-4f9b-b990-85df487f6a5e,641aa36d-5201-4b3d-866c-36a69bad377a,2025-05-10,2026-05-09,Ativo,20,23,-3,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
03f5b152-ee9c-4209-85d2-08fc2c4c7701,201a74e0-510d-459d-a95e-483406df9146,2025-07-01,2026-07-01,Ativo,20,10,10,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
103d87cd-b30b-47e9-b3ab-8facbf8c5a76,650f2490-2087-4d3a-9e6d-bc6e72d26c96,2024-12-01,2025-11-30,Historico,30,17,13,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
77210218-8d01-4e56-b58b-20c09ad1a839,5574111c-7bfe-48fd-84dc-c365c57e49de,2025-09-22,2026-09-22,Ativo,15,35,-20,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
c49e03ca-9827-47e5-a090-c48614950738,b9916c2a-ed2f-4006-b128-1eb2723c7203,2025-07-23,2026-07-22,Ativo,20,10,10,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
444b3010-d789-4dad-81ca-38c3d954e120,95a49884-1df9-49ad-a1e9-cfcc727045a9,2025-08-25,2026-08-24,Ativo,15,10,5,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
ef760aab-46bf-46d0-995a-c118a4f62818,db300b3f-b178-49da-b75d-7bbf43de78c3,2025-10-27,2026-10-27,Ativo,7,10,-3,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
503e74f3-c99e-4b3a-b5ef-49b3bca0a945,fbb38b3e-9808-46f9-b5fe-c491c3aee390,2025-10-16,2026-10-16,Ativo,7,10,-3,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
b143170e-6764-4f56-9b4e-9469f8ebf496,b3d1d4db-ea8f-4311-9476-b5db8e2a5ee0,2025-04-05,2026-04-05,Ativo,20,10,10,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
a1e45ed6-8350-4a0c-aeec-fdd2c5e9fac3,d91c4652-05fb-49c0-80c8-0fe5e054b89f,2025-10-06,2026-10-05,Ativo,7,10,-3,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
9986082b-5632-4e54-8859-f51f95b023c9,659509dd-7d30-4e4e-a68a-11cc25a9a39f,2025-10-17,2026-10-16,Ativo,7,10,-3,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
10b550b8-dc97-4e8e-8910-9185e941f8a2,614f2c2a-b748-4891-ab16-254bbb6d87e9,2025-11-03,2026-11-02,Ativo,7,0,7,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
cfe1a4fa-2812-4de4-a19f-e036aacda646,b2ed6153-3cd5-4f58-8e65-7d5a8f0a593b,2025-08-12,2026-08-11,Ativo,15,10,5,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
cf7b365c-e88d-4f38-8b2d-544fc521c124,dac274f5-0f68-42e2-b498-62740fbd7b8d,2025-11-01,2026-10-31,Ativo,7,10,-3,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
f606b2a3-1062-40a7-88ef-a95f4821f850,37fc242c-d1ca-4000-9384-95fecfd80d42,2025-08-20,2026-08-21,Ativo,15,10,5,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
f01e3f46-c9cf-4648-ba7d-81918d4584b2,c714fdc2-91ae-495b-905a-416bb784095f,2025-12-13,2026-12-12,Ativo,7,5,2,,,,,2026-04-02T01:03:28+00:00,2026-04-02T01:03:28+00:00
