id,colaborador_profile_id,lider_profile_id,periodo_aquisitivo_id,tipo_solicitacao,categoria_solicitacao,inicio_ferias,fim_ferias,data_solicitacao,dias_selecionados,dias_uteis,status_solicitacao,deseja_vender,dias_vendidos,deseja_adiantamento_13,justificativa,aviso_ferias_path,recibo_ferias_path,inclusao_retroativa,aprovador_profile_id,created_at,updated_at
4a40c3f4-d556-41db-b7cb-e968e33e7eb9,,,57dc932c-ba8d-49fa-a2a7-b62434f9372d,Ausência,individual,2024-10-09,2024-10-22,2024-02-23,14,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a91b8173-4ed2-4a25-9448-d240ae838070,,,3e676c10-9c2e-4afc-888b-4ac8d4648019,Ausência,individual,2024-07-08,2024-07-23,2024-03-25,16,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f0005f80-9cd6-49ee-8065-feb9b4ed152f,,,3e676c10-9c2e-4afc-888b-4ac8d4648019,Ausência,individual,2024-12-10,2024-12-19,2024-03-25,10,,Férias usufruídas,true,5,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5d4c80b2-2ad7-43e4-92bc-c41d40b7502f,,,636b3cb1-dd21-4add-bd38-79c78b4b3c95,Ausência,individual,2024-06-10,2024-06-11,2024-01-30,2,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f3675fdd-9533-455d-8614-b4c9d5dfb2b8,,,b83e7776-a072-4f0c-a081-98ec5f15a307,Ausência,individual,2024-06-12,2024-06-14,2024-01-30,3,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9747d900-2aba-4104-907b-b81c3356485c,,,02b0271a-8ac7-4205-9364-668b7494049c,Ausência,individual,2024-06-03,2024-06-17,2024-03-11,11,11,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
faeef116-540e-4faf-beda-61a37b574122,,,d34f4319-ff9f-493c-82d6-3a45753ca075,Ausência,individual,2024-07-30,2024-08-09,2024-03-03,9,9,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
12ba0ef4-2a90-41a2-8723-b06991bfc871,,,dc096c73-c3bf-42d5-b31f-4d31857563f4,Ausência,individual,2024-06-25,2024-06-28,2024-03-14,4,4,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6a14b68e-3aa4-4e69-a22b-94a4d02b8bd7,,,4ccae141-4697-4e8a-bb20-af2b45b44cbc,Ausência,individual,2024-06-10,2024-06-14,2024-03-25,5,,Férias usufruídas,false,0,false,Dia 12 comemoro 2 anos de namoro (stonks no mesmo dia dos namorados). Gostaria de tirar a semana para viajar com minha namorada.,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
82e95f29-954d-4013-b42a-62ffb9e92421,,,471f21b8-d148-4d4d-bf7d-c6b0f58fc25b,Ausência,individual,2024-05-27,2024-05-29,2024-05-06,3,,Férias usufruídas,false,0,false,Viagem,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
defad0ad-423d-42a6-8715-5830bfcd9d64,,,471f21b8-d148-4d4d-bf7d-c6b0f58fc25b,Ausência,individual,2024-06-25,2024-06-28,2024-05-06,4,,Férias usufruídas,false,0,false,VIagem,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c4c94d95-6ee5-42af-848d-6c9713a86e82,,,471f21b8-d148-4d4d-bf7d-c6b0f58fc25b,Ausência,individual,2024-09-23,2024-09-27,2024-05-06,5,,Férias usufruídas,false,0,false,Viagem,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0b0d502a-74fa-49ca-ac95-9394f6511fbb,,,471f21b8-d148-4d4d-bf7d-c6b0f58fc25b,Ausência,individual,2024-12-30,2024-12-31,2024-05-06,2,,Férias usufruídas,false,0,false,Fim de Ano,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d70205b4-300d-4db1-989c-744962f22742,,,e28b8219-38bb-4755-9a9c-be5ccbe65aee,Ausência,individual,2024-06-17,2024-06-28,2024-03-18,10,10,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f50d7af8-c894-4fbe-b343-11fd44137842,,,e28b8219-38bb-4755-9a9c-be5ccbe65aee,Ausência,individual,2024-12-23,2025-01-03,2024-03-18,10,10,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9ae3c5cd-66f7-46d6-99d8-4b4e18692ef3,,,126264a8-25ad-4508-8272-d0f5654b75b0,Ausência,individual,2024-06-03,2024-06-10,2024-03-18,6,6,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8739cd50-2df7-40f6-b335-33efba49f729,,,796e70df-0df0-47c2-8255-9ae88e87fc4a,Ausência,individual,2024-06-11,2024-06-14,2024-03-18,4,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
26b3a0d0-8cfe-4a02-8ccb-42147341d121,,,796e70df-0df0-47c2-8255-9ae88e87fc4a,Ausência,individual,2024-08-26,2024-09-11,2024-03-19,17,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
28ee9e0d-c2af-44da-b2ee-0df96c0ef1d9,,,796e70df-0df0-47c2-8255-9ae88e87fc4a,Ausência,individual,2024-10-10,2024-10-14,2024-04-14,5,,Férias usufruídas,false,0,false,"Evento no RJ, já com airbnb, ingresso e passagem adquiridos",,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
cd9e096e-7f65-43b9-9cf1-36f5ee58c15a,,,191dd912-db91-48df-a34f-5b7c9055c1d5,Ausência,individual,2024-06-20,2024-06-21,2024-02-09,2,,Férias usufruídas,false,0,false,Preciso de férias :),,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
21dbac22-cec0-411a-9149-39ec281a81e4,,,b9866a29-867b-444f-8c00-88c415d4aba5,Ausência,individual,2024-09-16,2024-09-27,2024-02-09,11,11,Férias usufruídas,false,0,false,Consumindo os dias pendentes,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
7e419315-ffa3-4510-a518-c26bee336baa,,,b9866a29-867b-444f-8c00-88c415d4aba5,Ausência,individual,2024-12-26,2025-01-03,2024-02-09,9,,Férias usufruídas,false,0,false,Férias de fim de ano,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ea26c3d1-7d70-4fff-9c73-5059d1f16473,,,f16c4eab-8dc7-4450-a77d-b2d55ce06fbd,Ausência,individual,2024-06-25,2024-06-28,2024-03-28,4,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
62a3e409-b1e2-44bf-9eeb-d5c93b4de7d0,,,f16c4eab-8dc7-4450-a77d-b2d55ce06fbd,Ausência,individual,2024-09-16,2024-09-20,2024-03-28,5,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a9b49202-72ac-4d5a-bb98-ecca0f22d6b5,,,f16c4eab-8dc7-4450-a77d-b2d55ce06fbd,Ausência,individual,2024-12-26,2024-12-27,2024-03-28,2,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
958b248f-65c1-432e-8543-4655f3ed6da3,,,f16c4eab-8dc7-4450-a77d-b2d55ce06fbd,Ausência,individual,2024-12-30,2024-12-31,2024-03-28,2,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
478f4a47-34f0-4951-97cd-096e30d85840,,,f16c4eab-8dc7-4450-a77d-b2d55ce06fbd,Ausência,individual,2025-01-02,2025-01-02,2024-03-28,1,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5cbbf72f-d0c0-49e8-a472-040858945e7b,,,f16c4eab-8dc7-4450-a77d-b2d55ce06fbd,Ausência,individual,2025-02-24,2025-02-28,2024-03-28,5,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e41fd65a-efc4-4af8-9926-9fae4637a6ce,,,4ff84c63-6641-4ee9-bbe2-7b79b594e23b,Ausência,individual,2024-06-03,2024-06-26,2024-04-03,18,18,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
cefdf7c4-ef43-46f9-8907-4348c503714a,,,902839a7-7910-4fa5-bf71-1a870fdd5936,Ausência,individual,2024-07-05,2024-07-26,2024-03-20,16,16,Férias usufruídas,false,0,false,Férias da minha filha,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a24b663b-a9b7-41fa-9180-b0b7b258a6a0,,,f51fc507-8ebf-4640-9f4f-68cd63e72426,Ausência,individual,2024-09-09,2024-09-13,2024-03-20,5,,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
4016012e-9349-4088-803f-893c6fc2f23d,,,f51fc507-8ebf-4640-9f4f-68cd63e72426,Ausência,individual,2024-12-16,2025-01-03,2024-03-20,15,15,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5423a5b8-c8b5-41ad-845a-5a6396b6639e,,,f51fc507-8ebf-4640-9f4f-68cd63e72426,Ausência,individual,2025-03-03,2025-03-14,2024-03-20,10,10,Férias usufruídas,false,0,false,Não informado,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
273fa13b-bdd8-4f3e-a8e7-f5d6df1c8f09,,,476dc826-a6c3-4bed-9ad7-06db73accd4b,Ausência,individual,2018-12-24,2019-01-02,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a319ac54-8f8c-4fba-93fb-22e5864e30a2,,,e6850b95-771d-4172-b85d-8ce49ff7c6f7,Ausência,individual,2019-12-26,2020-01-04,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ad7a316f-f7a1-4376-a21f-c24cd2c5dac1,,,d0dcd56a-5e0a-4599-9a53-74fefb7a67c7,Ausência,individual,2019-12-26,2020-01-04,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
93d794d9-1f23-46ed-91f5-baa389a09d6c,,,476dc826-a6c3-4bed-9ad7-06db73accd4b,Ausência,individual,2019-12-26,2019-12-28,2026-03-31,3,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
40dd6e43-d088-460a-a56f-d7660a0f315b,,,2bd5f478-461f-4756-9061-5fb777481a18,Ausência,individual,2019-12-28,2020-01-04,2026-03-31,8,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5991a385-85af-4f12-989b-ae3262982508,,,e6850b95-771d-4172-b85d-8ce49ff7c6f7,Ausência,individual,2020-03-23,2020-04-11,2026-03-31,20,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
48a9393b-cc07-497f-99d0-84eb22cbb0e7,,,d0dcd56a-5e0a-4599-9a53-74fefb7a67c7,Ausência,individual,2020-03-23,2020-03-30,2026-03-31,8,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2dd4f701-16de-45a7-bf17-c622fa360756,,,2bd5f478-461f-4756-9061-5fb777481a18,Ausência,individual,2020-03-23,2020-04-14,2026-03-31,23,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1ec1e1c7-2404-49ba-b8b1-36ea73dc1c90,,,1ef4a086-072b-4237-97b4-533ce80f97b0,Ausência,individual,2020-12-22,2020-12-26,2026-03-31,5,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e77f096e-d3fb-4fab-b603-525b535eec69,,,8ab1005a-8852-443d-8433-499cef54fef2,Ausência,individual,2020-12-22,2020-12-29,2026-03-31,8,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
74d69401-35bc-445e-ad3a-9a263015d515,,,77db2537-0d6e-4c91-b722-7fd2e31fc0bc,Ausência,individual,2020-12-22,2020-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b860a1e2-99bd-4d9e-9408-33df23d36b6a,,,fea58e01-e536-419a-91cc-ff3137be4b06,Ausência,individual,2020-12-22,2020-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ff297e09-4d76-401a-a176-646480566bbf,,,7b9d1a81-811e-416d-8ef7-a2176fe06a0e,Ausência,individual,2020-12-22,2020-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b9905ff6-0c15-43f1-a8d6-bf83aae991f4,,,079dc82f-2384-471c-889d-a60a831ee521,Ausência,individual,2020-12-22,2020-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
25b9859d-8ed9-4123-bed8-6efa5709fdd9,,,7e9e3c8e-a80e-460c-8263-b0a031cfc259,Ausência,Individual,2020-12-22,2020-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6239b81e-80a9-4d03-b006-80534bacba69,,,7b9d1a81-811e-416d-8ef7-a2176fe06a0e,Ausência,individual,2021-01-05,2021-01-18,2026-03-31,14,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
4d32f228-fd09-4d26-83dd-9da5f6d90d72,,,77db2537-0d6e-4c91-b722-7fd2e31fc0bc,Ausência,individual,2021-03-22,2021-04-10,2026-03-31,20,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2445fee4-71ba-4a37-8e80-39fe90115d97,,,fea58e01-e536-419a-91cc-ff3137be4b06,Ausência,individual,2021-04-12,2021-05-01,2026-03-31,20,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ab2a4ad1-48ce-4796-a23a-8d0f832f152d,,,7b9d1a81-811e-416d-8ef7-a2176fe06a0e,Ausência,individual,2021-06-28,2021-07-03,2026-03-31,6,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c0132380-127e-45e9-81cf-e24c70790c7f,,,079dc82f-2384-471c-889d-a60a831ee521,Ausência,individual,2021-07-05,2021-07-18,2026-03-31,14,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6f11f6d1-8eec-43ac-9b67-54a0190a215f,,,079dc82f-2384-471c-889d-a60a831ee521,Ausência,individual,2021-11-03,2021-11-08,2026-03-31,6,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
65454e6c-d7d7-44c2-b94a-2bac1ec7967e,,,96999d4c-971c-4be0-8a77-45ecd00cd9bc,Ausência,individual,2021-12-22,2021-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c08f065b-32cf-4e58-a12e-e81cdd8aed74,,,c93d4bb8-33da-4a54-81cd-fbd1348bb599,Ausência,individual,2021-12-22,2021-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d7c0ade8-c8f3-43e1-be6b-eb3cba2134ef,,,57b0aeb6-8b0e-44f9-8af3-cda4aa993181,Ausência,individual,2021-12-22,2021-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b1bfb55a-1417-418a-9c4c-b4be94ba1d68,,,2667d14e-8ec5-4629-bd70-5f54306f5ead,Ausência,individual,2021-12-22,2021-12-26,2026-03-31,5,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
214f3209-cacf-4c36-b5e8-e0c868289959,,,c77aa179-f3d1-4a78-b780-a1123bf5daa8,Ausência,individual,2021-12-22,2021-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e15b8307-348a-4c52-9e4d-509da422eeaa,,,bf29842e-b5fc-4efb-87f7-2b9515425186,Ausência,individual,2021-12-22,2021-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a95a199f-b222-4774-a97c-d026324a7e88,,,de952b9a-2e2c-4986-8396-fa4e186d991a,Ausência,individual,2021-12-22,2021-12-29,2026-03-31,8,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5a8fe8dd-96fc-4436-9963-431e0e462d18,,,4d04ef06-66f7-41a4-9c75-6d21f2c780e4,Ausência,individual,2021-12-22,2021-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
551c055e-2f13-4d25-a644-9fafbf6ccbb3,,,ed0dbd00-aacd-4ed8-b6c0-bb06e4dd965c,Ausência,individual,2021-12-22,2021-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0b5ba925-8d6a-45d0-85a6-f59d01a017e5,,,8fc0ff4d-3ef9-4fd6-9497-a09e7cfcfecd,Ausência,individual,2021-12-22,2021-12-31,2026-03-31,10,,Férias usufruídas,false,0,false,,,,false,,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
