id,colaborador_profile_id,lider_profile_id,tipo_day_off,data_solicitacao,data_inicio,data_fim,data_retorno,descricao,referencia_feriado,status_aprovacao,tipo_contrato,motivo_cancelamento,deseja_cancelar,created_at,updated_at
d945df46-75de-4332-8eb2-f17383366789,,,Banco de Horas - Dia Normal,2024-10-08,2024-11-08,,2024-11-11,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
590be57f-54d7-4213-a7c9-507eaa43995d,,,Aniversário,2024-10-15,2024-11-25,,,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
50ac3473-19f8-47ae-972a-e30f14bd454d,,,Aniversário,2024-10-16,2024-11-04,,,,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e2faecd2-ffdb-46ec-93b1-60887bf9e73f,,,Aniversário,2024-10-21,2024-11-18,,,,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6cec2c97-13a4-4284-b31b-da38c01b49b6,,,Aniversário,2024-10-30,2024-11-04,,,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b6a79c31-d8c0-49c4-8bab-a170cc6edb40,,,Aniversário,2024-11-13,2024-11-25,,,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2e458364-3efd-4f9a-bd93-1ce8142fb6d6,,,Aniversário,2024-11-13,2024-11-22,,,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
83989bdf-2992-4e9f-8381-5a25370581f0,,,Banco de Horas - Dia Normal,2024-11-14,2024-12-26,,2025-01-06,,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
03adec29-c714-40e4-a11e-3e984b4cd71a,,,Banco de Horas - Dia Normal,2024-11-19,2024-12-26,,2024-12-28,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a4c2ac1a-3dbe-4940-a55b-334f2a505af2,,,Banco de Horas - Dia Normal,2024-11-19,2024-12-30,,2025-01-04,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1c99be13-6eee-420d-bb87-1fe9e6f9fc1d,,,Banco de Horas - Dia Normal,2024-11-19,2025-01-06,,2025-01-09,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c2fc3a72-d532-4997-813e-124db4cd47fa,,,Banco de Horas - Dia Normal,2024-11-14,2024-12-26,,2025-01-02,Folga Banco de Horas,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
17049f39-47d5-4e04-beb0-f0fdc96eae85,,,Aniversário,2024-12-02,2024-12-06,,,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
44ec3a0d-57e8-4961-bf25-7cf607f2c4b8,,,Aniversário,2024-12-10,2024-12-13,,,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1e86cb3e-b15e-4439-8b18-2b168521c045,,,Licença Pet,2024-12-11,2024-12-13,,,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1f705ff6-62e7-4bf2-9584-87eabded92a6,,,Aniversário,2024-12-18,2025-01-03,,2025-01-06,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d871c97e-75ec-4ca9-b2e5-3474eafec15e,,,Outro,2025-01-02,2024-12-24,,,Véspera de Natal,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a5ba9ed7-e97d-4663-98dd-d7496b224713,,,Outro,2025-01-02,2024-12-31,,,Véspera de Ano Novo,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
cb7c480b-ed8f-43be-b64c-dfc357acfc71,,,Banco de Horas - Dia Normal,2025-01-11,2025-04-15,,2025-04-23,,,Cancelada,,,true,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c0810083-d26d-47dd-9657-c43ce7a8e0c4,,,Aniversário,2025-01-13,2025-01-24,,,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
452b9a22-7d8c-4bce-aa4a-368272471fe3,,,Aniversário,2025-01-13,2025-01-16,,,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
85ae7972-b31e-4755-b58f-62539ceefb21,,,Aniversário,2025-01-20,2025-01-31,,,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
52f97a98-5b7f-4105-91f2-b690c7f75a25,,,Aniversário,2025-01-27,2025-02-07,,,,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
ad2b2464-6364-42ff-bd79-6ad1a143d4e9,,,Aniversário,2025-02-03,2025-02-07,,,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9e9665c2-e503-403b-8589-6490f8278da5,,,Outro,2025-02-19,2025-03-03,,,Carnaval,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e70b2eab-73bd-472d-aac7-980f44321ac8,,,Outro,2025-02-19,2025-03-04,,,Carnaval,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d5c7783a-cf97-4582-83a1-5c9bd4c81da2,,,Outro,2025-02-20,2025-03-17,,2025-03-18,Semana de folga on-calls DevOps,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a7860817-464d-4dc9-8b6c-6b0a53966f22,,,Folga Banco de Horas - Carnaval 2025,2025-02-20,2025-03-03,,,,,Cancelada,CLT,,true,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
508ac820-f6cf-49b2-819a-29b69eefa624,,,Folga Banco de Horas - Carnaval 2025,2025-02-20,2025-03-03,,2025-03-05,,,Cancelada,CLT,,true,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9b1f63e1-1563-4ba1-8dae-7160c57a4716,,,Folga Banco de Horas - Carnaval 2025,2025-02-21,2025-02-28,,2025-02-28,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
20149344-b3cd-4148-8462-7077cf0570df,,,Folga Banco de Horas - Carnaval 2025,2025-02-24,2025-03-03,2025-03-04,2025-03-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
15202dd8-5c43-417a-b7df-932876a67667,,,Folga Banco de Horas - Carnaval 2025,2025-02-24,2025-03-03,2025-03-04,2025-03-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
fa84b38c-afbe-4630-8765-f0294dafa29d,,,Folga Banco de Horas - Carnaval 2025,2025-02-24,2025-03-03,2025-03-04,2025-03-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a1d750fa-733d-4341-959c-34132b56cef1,,,Banco de Horas - Dia Normal,2025-02-24,2025-03-03,,2025-03-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
7c5d61f0-4411-46a5-a402-3a8e2f9aee99,,,Folga Banco de Horas - Carnaval 2025,2025-02-24,2025-03-03,,2025-03-04,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d2d37e99-3ff4-46ca-a2d7-07d232000eac,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,,2025-03-04,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1c7fd223-35e8-4701-9799-daae9845dd3c,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,,2025-03-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1924c9d2-1774-4d1c-9c3f-fa5a4ab96693,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,,2025-03-04,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a172fa63-dd9c-48ff-8b23-a7393a508f62,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,,2025-03-05,,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8b53e036-944a-4277-99b1-4beff23828da,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,,2025-03-04,,,Cancelada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
162d2266-ea27-4ec8-93dd-82ec5b64574b,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,,2025-03-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
bd19fef5-5e19-4ec9-a47a-8c4eaa0be10a,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,2025-03-04,2025-03-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a28c2ded-573f-42af-b405-9867feb0ca4c,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,2025-03-05,2025-03-06,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
bc8cee60-b788-4431-b36c-948594bdf53f,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,,2025-03-05,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
04f220ab-af63-44a7-96bb-38a04db3b019,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,,2025-03-04,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
45771e6d-dbb5-4130-aa6a-304554c4c788,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,,2025-03-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
b55ce20c-9a76-4af9-9309-735aad88d6ca,,,Folga Banco de Horas - Carnaval 2025,2025-02-25,2025-03-03,,2025-03-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
52e21bae-530b-4210-a8a4-efefa1e8ac39,,,Folga Banco de Horas - Carnaval 2025,2025-02-26,2025-03-03,2025-03-05,2025-03-06,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
efc30904-b421-4aee-8b93-7c7d8884f504,,,Aniversário,2025-02-26,2025-03-07,2025-03-07,2025-03-10,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5cd45a38-bb3b-4b80-9bbb-bd7b581b799f,,,Folga Banco de Horas - Carnaval 2025,2025-02-26,2025-03-03,,2025-03-05,,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
50a1ee22-50ba-4a99-a60f-31906defcbd0,,,Folga Banco de Horas - Carnaval 2025,2025-02-27,2025-03-03,2025-03-05,2025-03-06,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
01008fb3-2f15-429c-ba54-2a2994ce7fc1,,,Folga Banco de Horas - Carnaval 2025,2025-02-27,2025-03-03,,2025-03-04,,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2e04928b-b95b-420c-beca-76763004720f,,,Folga Banco de Horas - Carnaval 2025,2025-02-27,2025-03-03,,2025-03-04,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
069e870b-7b3b-492b-b9c1-dd15df4c966a,,,Folga Banco de Horas - Carnaval 2025,2025-02-28,2025-03-03,,2025-03-04,,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
3f5021b5-5709-4755-928e-07b3052896a0,,,Aniversário,2025-03-10,2025-05-09,,2025-05-09,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
208ef6c6-3a8d-4b4a-96f4-9232dd06a90b,,,Aniversário,2025-03-12,2025-03-17,,2025-03-18,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d709ea6d-df19-4af8-b83d-32539b956b44,,,Aniversário,2025-03-13,2025-03-14,,2025-03-14,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a9e7da9c-dd37-441f-aedf-47bfed4bcb9c,,,Banco de Horas - Dia Normal,2025-03-17,2025-04-17,,2025-04-17,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
7b0df647-b703-42a0-9ad5-c91fc6eebc82,,,Aniversário,2025-03-20,2025-07-21,,2025-07-21,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
dd77203f-4a2c-4575-b3ab-3522b786d79b,,,Licença Casamento,2025-04-14,2025-04-18,,2025-04-22,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8b370758-5646-4e60-a837-7adff63c3d21,,,Banco de Horas - Dia Normal,2025-04-08,2025-05-05,,2025-05-06,,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8c7eb36b-a619-42b8-a63e-767c16e90127,,,Aniversário,2025-04-17,2025-05-02,,2025-05-02,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6d065ed4-ecb0-4ef2-95d7-62628e1f2a43,,,Aniversário,2025-05-05,2025-05-05,,2025-05-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c786263f-4752-42c1-8b85-ef6419f61b28,,,Troca de Feriado,2025-04-28,2025-05-02,,2025-05-05,Troca do feriado,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6c8d3311-e646-4af3-b9af-421262640a4a,,,Troca de Feriado,2025-04-28,2025-05-02,,2025-05-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
66657c3f-f46d-4400-b04b-27d81ac09583,,,Troca de Feriado,2025-04-28,2025-05-02,,2025-05-05,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
fcf9d4e6-46d9-4525-8412-7ac91f9f604e,,,Aniversário,2025-04-29,2025-05-14,,2025-05-15,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2785027e-7907-4a48-b6af-ffacfca2f011,,,Banco de Horas - Dia Normal,2025-04-29,2025-05-05,,2025-05-06,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
1a16ace4-8f30-4b37-80f2-b4c1f682486f,,,Banco de Horas - Dia Normal,2025-04-29,2025-05-15,,2025-05-19,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
76b8b0a2-ab60-439b-8560-be9efb7d93eb,,,Banco de Horas - Dia Normal,2025-04-29,2025-05-02,,2025-05-02,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9fde78ac-8699-4a11-94de-9d8c59c2c75c,,,Troca de Feriado,2025-04-30,2025-05-02,,2025-05-02,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f823bd48-7f49-48b3-af3f-bd935959db11,,,Troca de Feriado,2025-04-30,2025-05-02,,2025-05-02,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a343b293-ffb2-4282-8e09-f0a563f44a5f,,,Aniversário,2025-06-02,2025-06-27,,2025-06-28,,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
d38cb9c0-aa02-4acd-897e-b7a5181ce1da,,,Aniversário,2025-06-02,2025-06-03,2025-06-03,2025-06-04,,,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5913ebbc-87b8-4b3e-8bff-0357a12320a6,,,Outro,2025-06-09,2025-06-19,,2025-06-24,"Um dia no dia 19 e outro no dia 24, com as folgas de mesário",,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
a3d70e08-360b-443e-be91-72290a1575aa,,,Banco de Horas - Dia Normal,2025-06-11,2025-06-20,,2025-06-20,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
838ba64b-9789-4075-af28-f7633d71b44f,,,Banco de Horas - Dia Normal,2025-06-11,2025-06-23,,2025-06-23,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
37e4e972-e0da-4b04-b569-2ddf4e341287,,,Troca de Feriado,2025-06-13,2025-06-20,,2025-06-20,,Teste,Cancelada,CLT,Teste,true,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
21b777d2-f8ca-45e5-a2bc-1454da640371,,,Troca de Feriado,2025-06-13,2025-06-20,,2025-06-20,,Feriado do dia 19 de junho,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9a08a564-3886-44f5-86c4-8b3a2cb00b70,,,Troca de Feriado,2025-07-03,2025-06-23,,,,24/06/2025,pendente,CLT,,true,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0dbf3442-1386-4c8f-9fdd-cb3a1f0b6707,,,Troca de Feriado,2025-06-13,2025-06-23,,2025-06-23,,Feriado do dia 24 de junho,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c2f64429-7b1e-4740-b0d7-9b158e4a2dd1,,,Troca de Feriado,2025-06-13,2025-06-23,,2025-06-23,,Gostaria de trocar o feriado do dia 19 para o dia 23. Já está tudo alinhado com a wework e zig. ,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c60627cc-e558-48a4-b00b-1222fcd0cae8,,,Troca de Feriado,2025-06-13,2025-06-20,,2025-06-20,,19/06/2025,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
9949ca0b-798b-4666-b31a-7f8f37892db8,,,Troca de Feriado,2025-06-13,2025-06-23,,2025-06-23,,Corpus Christi,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0effb415-6340-44e3-a977-6f88e095a8a0,,,Troca de Feriado,2025-06-13,2025-06-23,,2025-06-23,,Corpo de Deus,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
3023fd05-4d50-4ca4-8489-2693a12d937c,,,Aniversário,2025-06-13,2025-06-23,,2025-06-23,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
bbc2ca23-1ddf-4f08-8b70-c17027896e9a,,,Troca de Feriado,2025-06-13,2025-06-23,,2025-06-23,,"Corpus Christi, 19/06/2025",Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
5b4fa3e6-b90e-4ced-8057-031295da5fa5,,,Troca de Feriado,2025-06-13,2025-06-23,,2025-06-23,,Corpus Christi - 19/06,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
81bbd1a5-20ad-41c2-a0fb-b730fb3b4b9b,,,Outro,2025-06-13,2025-06-23,,2025-06-24,"Feriado do Corpus Christi que seria dia 19/06, iremos passar para o dia 23/06.",,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e3eda130-cc74-49bf-a026-99ce4fa32496,,,Troca de Feriado,2025-06-13,2025-06-19,,2025-06-23,,Corpus Christ,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
0a7cfe74-0e62-4b21-a0fe-282a8613304b,,,Troca de Feriado,2025-06-17,2025-06-20,,,,19/06/2025,Cancelada,CLT,Teste,true,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
3b702a08-aff9-4067-833a-52fc67894027,,,Aniversário,2025-06-17,2025-06-23,,,,,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
8becb5eb-473a-4454-9827-f1748d8ae7ab,,,Troca de Feriado,2025-06-17,2025-06-20,,,,24/06/2025,pendente,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6e0a947e-cc66-478f-a523-87089a5d95a2,,,Troca de Feriado,2025-06-18,2025-06-20,,,,24/06,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
82dbc1f1-2f19-444a-b99a-006b599e3767,,,Troca de Feriado,2025-06-18,2025-06-23,,,,Corpus Christi,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
dde6f667-433b-4aca-8eff-32794a81ae20,,,Troca de Feriado,2025-06-18,2025-06-23,,,,19/06/2025,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
462cc1f9-65a9-47ed-b0e6-619bed51c773,,,Troca de Feriado,2025-06-20,2025-06-23,,,,24/06/2025,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
735193f0-096e-47be-9c82-ba505ac59ede,,,Troca de Feriado,2025-06-20,2025-06-23,,,,24/06/2025,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6c2e9b0a-900b-46d1-b0fe-d79646b347d0,,,Aniversário,2025-06-26,2025-06-30,,,,,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
2ee36e5e-1a79-4fba-8a73-9e83d623a8e5,,,Troca de Feriado,2025-06-27,2025-07-04,,,,2 de Julho (Independência da Bahia),Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f510e493-73a7-4feb-82d4-9246740d3d8a,,,Troca de Feriado,2025-06-27,2025-07-04,,,,2 de Julho,Aprovada,,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
be2bb508-ebe8-4d0d-a345-2b8597348566,,,Troca de Feriado,2025-06-27,2025-07-04,,,,2 de Julho - Independência da Bahia,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f495dd94-4a6f-45d3-8b20-b650b81240d3,,,Troca de Feriado,2025-06-27,2025-07-04,,,,Dois de Julho - Independência da Bahia,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
84128893-996b-45e7-b36b-64876ab0d591,,,Troca de Feriado,2025-06-27,2025-07-04,,,,Independencia da Bahia,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
6bf3b4a8-8f65-431b-8add-ded597844a9b,,,Troca de Feriado,2025-06-27,2025-07-04,,,,02/07/2025,pendente,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
15758e02-b41c-460c-83c9-bd27f11c2e4f,,,Troca de Feriado,2025-06-27,2025-07-04,,,,Dois de Julho,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
7a5c8aef-8935-4051-abcc-fcf51757b4e6,,,Troca de Feriado,2025-06-27,2025-07-04,,,,Troca de feriado do dia 02.07 para o dia 04.07,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
c1a77a0e-84d7-447b-ada4-68d91637e8ad,,,Troca de Feriado,2025-06-27,2025-07-04,,,,Independência da Bahia,Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
e9cf9e7f-6cd0-4f84-8f6b-1d5a60b61163,,,Troca de Feriado,2025-06-27,2025-07-04,,,,Independência da Bahia - 02/07,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
029c495c-9dbe-438b-b0be-ad56ec1486ba,,,Troca de Feriado,2025-06-30,2025-07-04,,,,02/07/2025,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
3471ec10-a3ce-49be-ba44-d8f2b3dad6ff,,,Troca de Feriado,2025-06-30,2025-07-04,,,,Independência da Bahia (02/07),Aprovada,CLT,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
f893019d-eb77-403f-ac37-0b92425b6d81,,,Troca de Feriado,2025-06-30,2025-07-09,,,,19/06/2025,Aprovada,PJ,,false,2026-03-31T03:22:27+00:00,2026-03-31T03:22:27+00:00
