id,pessoa_id,contrato_id,periodo_aquisitivo_id,periodo_inicio,periodo_fim,duracao_dias,valor_recesso,mes_ano_referencia,status,observacoes,comentario_gestor,comentario_rh,aprovado_gestor_em,aprovado_rh_em,pagamento_gerado,motivo_reprovacao,created_at,updated_at
886675fc-8cff-42d4-8f80-1e836c219ee8,a7419f66-1aca-44f0-8ab1-ecba774d355f,,,2022-09-19,2022-09-19,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
7c22a695-c0a9-414e-9ec3-d894cd251ac5,69635779-34ff-4831-90cd-b45d37688cc2,,,2022-09-21,2022-10-11,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
109807cd-4b51-496c-b6e6-0f609c568e56,7c835d94-6052-4687-b022-b4d48f534daa,,,2022-10-13,2022-10-14,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
2e99b79b-77e7-4ec5-baab-1ab790d113a9,cb89f8de-a28c-435f-a3ad-c7487ce83012,,,2022-10-21,2022-10-21,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
544e8123-b27e-4c69-82b8-462a066fc95a,b6ddc067-1661-455a-af0e-a85032256764,,,2022-10-26,2022-10-26,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
f95eca2f-fe2f-4407-89eb-1cb0376ea271,d42eee59-0612-4ebf-8935-898ce0b6e4aa,,,2022-11-09,2022-11-11,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
a838a691-0f11-437e-ad31-41989f2c0a68,41324ef3-9999-4deb-bd49-4c3ebce9960d,,,2022-11-11,2022-11-11,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
e305395e-ce0c-4661-aa40-7b5bcf74c652,3a125b85-47fb-4719-88d6-8854cb3cf6f1,,,2022-11-28,2022-11-28,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
92b10fbf-62f8-48f7-a9f1-23822db9c90c,d572bfb6-99df-45a1-abb5-7834991ce6bd,,,2022-11-24,2022-11-30,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
cfef4e1a-377a-4b09-b909-9b6f1c351e92,7c835d94-6052-4687-b022-b4d48f534daa,,,2022-12-19,2022-12-23,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
266b7f46-a9f9-4150-bf3f-5839f2357adb,a7419f66-1aca-44f0-8ab1-ecba774d355f,,,2022-12-15,2022-12-24,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
ad37174a-2a5b-4d91-b722-d0a1ace8ca68,7d1d0325-6edc-4fd8-81f5-5070066238bc,,,2023-01-02,2023-01-02,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
a4ffb327-c72a-4969-bf7b-687df8969ba9,3a125b85-47fb-4719-88d6-8854cb3cf6f1,,,2023-01-02,2023-01-06,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
c8b91c11-e083-4e74-954c-b3b8ce08ca41,b3ae4502-8a3d-49d2-a61c-9507347592c0,,,2023-01-09,2023-01-13,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
c5453072-c826-49c8-bf6d-d6239c6118dd,cb89f8de-a28c-435f-a3ad-c7487ce83012,,,2023-01-17,2023-01-19,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
2ac11218-ee45-4bb3-bdb9-d5fdc6bba0fc,52f9099b-ace2-4953-9eb5-fb823948f8ef,,,2023-01-30,2023-02-03,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
9678c461-5f66-4628-8781-7cc0dbb4ec0b,6e3f0dd1-0763-4b73-9a6f-7f56c52308f0,,,2023-01-25,2023-02-05,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
619c2dc3-8b5a-492f-b307-ab928d2f5962,174346de-3584-4e69-8b14-93a5b2d328fd,,,2023-01-30,2023-02-10,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
f932c0d1-5b66-43d3-8a1a-62123e128a6b,cb89f8de-a28c-435f-a3ad-c7487ce83012,,,2023-02-13,2023-02-17,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
2e1da3ca-8749-4664-8563-f8558f993dfb,d572bfb6-99df-45a1-abb5-7834991ce6bd,,,2023-02-23,2023-02-24,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
65d6788a-631b-4322-a196-7bffc96e1d3c,8a12453f-cfb5-43a5-9d6f-3e391c24a7ba,,,2023-02-13,2023-03-03,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
2270cbb5-cf5e-41b7-b669-25565b1690d3,fc83168a-60a4-45b8-af9b-82b7080c5a3d,,,2023-03-10,2023-03-10,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
b22613ca-dda6-4ef2-9409-eb68cb644039,a8b71b73-2e6c-49f7-9cfe-feac21007d84,,,2023-03-27,2023-03-29,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
38c77820-31f3-4989-bc3b-d0a7a86aeb5a,b3ae4502-8a3d-49d2-a61c-9507347592c0,,,2023-04-10,2023-04-19,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
3c7dfe53-30df-4a92-9dd4-739c03107dc0,c2b8673f-69a9-43d5-b624-c936fb20938f,,,2023-04-14,2023-04-20,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
70ab06fd-e4a6-4f25-ad47-8350ddb0451e,69635779-34ff-4831-90cd-b45d37688cc2,,,2023-04-25,2023-04-25,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
275c09a6-1d8a-4a55-81fb-d7011ed5b581,cb89f8de-a28c-435f-a3ad-c7487ce83012,,,2023-04-24,2023-05-05,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
a2b0aa9d-efe9-47da-a4c2-b2a11460624e,d572bfb6-99df-45a1-abb5-7834991ce6bd,,,2023-05-03,2023-05-05,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
a4cb4ad1-cfb7-4458-a85a-ef17ae0d55c4,41324ef3-9999-4deb-bd49-4c3ebce9960d,,,2023-05-05,2023-05-05,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
09d80fb7-d0bd-45bc-a22b-5796efeaf41c,d572bfb6-99df-45a1-abb5-7834991ce6bd,,,2023-05-11,2023-05-12,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
bb3e7570-f54d-4f93-b6d8-bb8a6676b995,7c835d94-6052-4687-b022-b4d48f534daa,,,2023-05-16,2023-05-16,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
9375c6a0-188b-492b-aaa7-10cdedfb872b,1a678ee9-0148-46e6-b075-cf749847d5a9,,,2023-05-19,2023-05-19,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
96f9e814-fff6-456c-897c-0760dbdefb5c,3a125b85-47fb-4719-88d6-8854cb3cf6f1,,,2023-05-22,2023-05-26,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
9bfd259a-b144-4c25-9fca-a37da41ba189,7c835d94-6052-4687-b022-b4d48f534daa,,,2023-05-23,2023-05-26,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
8aa8e0cf-541b-4300-81e0-f56623848536,c03711b1-5564-4b77-9660-72ca9044e231,,,2023-05-29,2023-05-30,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
f9554fb2-b51a-4a49-b9fb-dd0f46b5e2c4,673dd2a8-2bfd-4ac9-a54e-f439abef06a3,,,2023-06-02,2023-06-02,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
ab056a09-6dc8-4467-bc8b-21d19ad89c97,49f44e12-368a-44ac-863b-6ee40bf9692d,,,2023-06-07,2023-06-08,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
fc8a032e-bd99-431f-90a0-40d0b6cfb742,7c835d94-6052-4687-b022-b4d48f534daa,,,2023-06-16,2023-06-16,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
7f233760-b4bf-4d5c-8276-f3586e27cdf0,49f44e12-368a-44ac-863b-6ee40bf9692d,,,2023-06-12,2023-06-20,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
af743934-f389-4584-88b1-5d79481b8cc2,d42eee59-0612-4ebf-8935-898ce0b6e4aa,,,2023-06-29,2023-06-30,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
cb53ac7b-08be-4997-ad55-c8b2d97bc453,52f9099b-ace2-4953-9eb5-fb823948f8ef,,,2023-06-26,2023-07-07,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
c700253e-289b-4247-9f75-dfc0e8b58f55,7d1d0325-6edc-4fd8-81f5-5070066238bc,,,2023-07-05,2023-07-10,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
9c863318-1571-4382-b39a-84a65c0d88a8,fc83168a-60a4-45b8-af9b-82b7080c5a3d,,,2023-07-03,2023-07-14,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
3e3ce393-f621-4725-a917-b977726adfec,c22d11de-ed9d-42e2-8960-c201de5e958c,,,2023-07-20,2023-07-21,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
e4c41dfa-abc2-4297-9e20-2a780a38bdcd,7c835d94-6052-4687-b022-b4d48f534daa,,,2023-07-20,2023-07-21,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
dabcf6ca-5cff-4be0-8433-793effd4dbc7,f99d3f64-9dce-4b4b-b4cf-3db3343492b3,,,2023-07-13,2023-07-21,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
008f4ffa-ec71-4a9e-81df-8821a9753352,c22d11de-ed9d-42e2-8960-c201de5e958c,,,2023-07-27,2023-07-28,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
68d58c1f-4ba3-451d-a321-2e2e60fe796d,7c835d94-6052-4687-b022-b4d48f534daa,,,2023-07-27,2023-07-28,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
22246f70-837b-40b1-978d-c6ba8bbf769f,461bb6f0-a909-4a6a-87ea-71c5095e1ff2,,,2023-07-21,2023-07-28,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
ca39cc6d-00dd-4a64-b911-5c36797ea23f,d42eee59-0612-4ebf-8935-898ce0b6e4aa,,,2023-08-09,2023-08-10,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
4f8c8287-cc28-41e0-9750-c1d4f147d3fa,a8b71b73-2e6c-49f7-9cfe-feac21007d84,,,2023-08-14,2023-08-18,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
d4cd3c6b-dcff-4ebe-b169-ffd308e8d1de,d62f8ab4-4600-4a0f-aa7d-48c3fb580579,,,2023-08-16,2023-08-27,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
f9099620-4a47-4bb9-9707-8c3c2210515a,d3a04e1d-7a6d-4010-b8ee-99ad81ddcd05,,,2023-08-16,2023-08-30,15,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
07142b4c-b734-4b3d-bcd5-e56322c10307,41324ef3-9999-4deb-bd49-4c3ebce9960d,,,2023-09-04,2023-09-06,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
df12a3c9-69d6-42c9-93a3-aa8fe2516ffa,f99d3f64-9dce-4b4b-b4cf-3db3343492b3,,,2023-09-06,2023-09-11,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
68a75bc8-425a-4865-9439-415496b1c1d9,1df04616-6d7f-47c7-9548-c7bc4aed2d16,,,2023-09-15,2023-09-15,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
6276fbd4-59cb-44a3-989d-39e9397d7862,49f44e12-368a-44ac-863b-6ee40bf9692d,,,2023-09-15,2023-09-16,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
8eabd517-f6c0-4612-b41c-49dafbe536e6,b3ae4502-8a3d-49d2-a61c-9507347592c0,,,2023-09-20,2023-09-21,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
7494d233-90e2-4020-a73b-606cd3979780,3a125b85-47fb-4719-88d6-8854cb3cf6f1,,,2023-09-25,2023-09-25,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
3d05aef4-778e-412e-a7b5-01057527f067,3a125b85-47fb-4719-88d6-8854cb3cf6f1,,,2023-09-27,2023-09-28,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
f35cfb82-895b-4545-89a8-e1bf4caff020,69635779-34ff-4831-90cd-b45d37688cc2,,,2023-09-11,2023-09-29,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
4b0f7af7-ff6a-447a-b35e-49739235c997,49f44e12-368a-44ac-863b-6ee40bf9692d,,,2023-09-29,2023-10-02,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
8d5d5102-05e7-4b20-826d-d19ed5cc1113,a8b71b73-2e6c-49f7-9cfe-feac21007d84,,,2023-10-16,2023-10-18,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
33014fbc-5713-4665-bed7-48da9bf44154,673dd2a8-2bfd-4ac9-a54e-f439abef06a3,,,2023-10-16,2023-10-20,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
a9aab2e5-ffd5-4a5c-a9ba-a3875484ea70,a8b71b73-2e6c-49f7-9cfe-feac21007d84,,,2023-11-07,2023-11-07,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
2d054810-a414-44fa-af78-a9f8f22d054f,d42eee59-0612-4ebf-8935-898ce0b6e4aa,,,2023-11-06,2023-11-10,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
8ea6813d-b417-4a4e-b070-5c41e6a9d063,d276a9a4-177d-495b-9597-45b493b669e0,,,2023-11-16,2023-11-17,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
df8fee63-2676-4fa6-a04b-058370c684d8,d276a9a4-177d-495b-9597-45b493b669e0,,,2023-11-30,2023-12-01,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
b0f0de49-1da1-42a8-a2d1-f98ea1bbb5ef,3a125b85-47fb-4719-88d6-8854cb3cf6f1,,,2023-11-23,2023-12-08,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
89bafaac-57de-4fe9-a52b-83d9c13734bc,3a125b85-47fb-4719-88d6-8854cb3cf6f1,,,2023-11-23,2023-12-08,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
f49c6ef6-5597-442f-9f32-5bd80b05bd61,52f9099b-ace2-4953-9eb5-fb823948f8ef,,,2023-12-15,2023-12-15,,,,Pago,,,,,,false,,2026-03-31T16:10:28+00:00,2026-03-31T16:10:28+00:00
