id,beneficio_id,pessoa_id,valor_beneficio_id,data_adesao,data_termino,status_adesao,observacoes,migracoes_programadas,dependente_ids,dependentes,created_at,updated_at
bfccccd2-9830-45d1-9229-37b100fda286,a532be44-50e8-4246-a1f2-3e05ef8343b0,,,2025-04-22,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
521f72a2-7bdb-4ea5-84d1-28f477335abb,9633e501-dd01-4110-bcfb-02cd4df9555d,,,2025-04-22,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
900eea31-ae77-4421-bc5c-b306f89319a3,3c196871-96d4-4300-9134-f06214367abe,,,2025-04-22,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
656c3bac-6614-4eea-a1a7-7beb38049adc,92c10d66-0ff1-4c54-a61f-2582afb181b6,,,2025-05-19,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
2ca524bd-c62d-4e75-b91f-5372a1f49af9,370d6c9b-e642-4688-b3f1-9ce9a67d0fa4,,,2025-05-19,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
804e94c6-f7e7-4b36-b1dd-b2368cd01336,b6456478-d4d7-401c-b101-492fdfd80cda,,,2025-05-19,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
18d61bf9-726e-471b-8379-c4fa680b899e,f6a3b54f-b59e-4c91-9707-18e1566874dd,,,2025-05-19,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
b4090540-1811-48c4-b780-38d2c8643517,2259c12a-d6d2-44e5-8332-33e7c36d6aba,,,2025-05-19,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
2eea1f76-477a-4484-a8f2-165399faecc8,4d505fbe-d703-4eee-83e1-05752f8c09b7,,,2025-05-19,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
6f87c4fa-2268-48ac-8267-db54b987eb85,b282a7de-fc6e-4622-b8ac-b5e5e47b9dfa,,,2025-05-19,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
f9003470-c2fc-411d-a41e-cb6e850d9a2d,a532be44-50e8-4246-a1f2-3e05ef8343b0,,,2025-05-19,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
4bb53a98-0eca-4df3-a66f-b252b07c2ef5,9633e501-dd01-4110-bcfb-02cd4df9555d,,,2025-05-19,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
cfa0a647-588d-46c4-a30a-571af0a9be3e,3c196871-96d4-4300-9134-f06214367abe,,,2025-05-19,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
0e30ad8a-0d55-4aa4-9725-ea24cf0a0c45,92c10d66-0ff1-4c54-a61f-2582afb181b6,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
30731a57-8dad-44b7-91bc-453ab0e0107e,370d6c9b-e642-4688-b3f1-9ce9a67d0fa4,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
81281af6-a8cb-49ed-9ac4-6962d1f3787a,4d505fbe-d703-4eee-83e1-05752f8c09b7,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
337f0df0-f5d1-4410-b325-ac5e04afaa79,b6456478-d4d7-401c-b101-492fdfd80cda,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
7a9f13d4-259e-42a6-b513-d608e3b8a8bc,f6a3b54f-b59e-4c91-9707-18e1566874dd,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
7d4c3d77-7055-4ad9-8950-c389e24b1f61,2259c12a-d6d2-44e5-8332-33e7c36d6aba,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
dcceb867-e3f9-4103-8483-50856c8c72a8,b282a7de-fc6e-4622-b8ac-b5e5e47b9dfa,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
2987f9f8-0b2e-4ba7-b7ea-f17da4b05043,a532be44-50e8-4246-a1f2-3e05ef8343b0,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
2ea6d93e-b826-4c97-bfa9-f2523949c322,9633e501-dd01-4110-bcfb-02cd4df9555d,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
ea8b6e37-fa7b-4f4c-9118-77e669aefc31,3c196871-96d4-4300-9134-f06214367abe,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
48e9bbb5-448d-42a7-8394-3468c99e5d2a,92c10d66-0ff1-4c54-a61f-2582afb181b6,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
30458a21-5275-4cca-aaf3-f9a463b8e0ad,370d6c9b-e642-4688-b3f1-9ce9a67d0fa4,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
efd9f6d8-15c2-4ca9-b5e5-130124ecab63,4d505fbe-d703-4eee-83e1-05752f8c09b7,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
e3702238-a252-46c0-aa51-4bdf4bb652a6,b6456478-d4d7-401c-b101-492fdfd80cda,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
aa5921e4-08af-4cc0-a6ab-e6c29d97d1b0,f6a3b54f-b59e-4c91-9707-18e1566874dd,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
0c2f224a-8ba4-485f-81df-c16299020888,2259c12a-d6d2-44e5-8332-33e7c36d6aba,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
84dbfebc-6cf5-4ea8-9038-571d2de47116,b282a7de-fc6e-4622-b8ac-b5e5e47b9dfa,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
1d34bb28-1121-4706-a002-8b6b73584693,a532be44-50e8-4246-a1f2-3e05ef8343b0,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
3f9dc129-a961-4228-8d9f-ebc689a954ae,9633e501-dd01-4110-bcfb-02cd4df9555d,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
90e418bd-b7dd-4749-aab3-80a8c45fe722,3c196871-96d4-4300-9134-f06214367abe,,,2025-09-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
e3ef54a2-9603-4fcc-8257-888b7ceb3f83,92c10d66-0ff1-4c54-a61f-2582afb181b6,,,2026-01-12,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
f234c357-238c-4f33-a1d4-515b4607e70a,370d6c9b-e642-4688-b3f1-9ce9a67d0fa4,,,2026-01-12,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
2771bbe1-ae68-4e95-b0a0-c329f5d18b31,4d505fbe-d703-4eee-83e1-05752f8c09b7,,,2026-01-12,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
b97d07df-40e4-4344-a0ea-327f1468dc32,b6456478-d4d7-401c-b101-492fdfd80cda,,,2026-01-12,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
5f0089a8-5661-4600-b520-13b398b9d9f3,f6a3b54f-b59e-4c91-9707-18e1566874dd,,,2026-01-12,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
81d60d89-60be-4975-8031-cefdde80c071,2259c12a-d6d2-44e5-8332-33e7c36d6aba,,,2026-01-12,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
d6dfe212-2078-4e14-8b84-30b8a940d15e,a532be44-50e8-4246-a1f2-3e05ef8343b0,,,2026-01-12,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
8f149453-020c-400e-8794-6da22a4619b4,b282a7de-fc6e-4622-b8ac-b5e5e47b9dfa,,,2026-01-12,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
d8b2f73d-dba1-4633-b881-e438eca67078,3c196871-96d4-4300-9134-f06214367abe,,,2026-01-12,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
fd3e8328-9929-4ffc-a9f9-1ff8517c0036,92c10d66-0ff1-4c54-a61f-2582afb181b6,,,2026-03-23,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
f96ad551-f5a2-450f-b857-259a8c0fbbe0,370d6c9b-e642-4688-b3f1-9ce9a67d0fa4,,,2026-03-23,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
6e088806-ca21-4302-bd09-9dc81b07ac35,b6456478-d4d7-401c-b101-492fdfd80cda,,,2026-03-23,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
b1fad98a-e179-48d1-9a30-482786f755e5,f6a3b54f-b59e-4c91-9707-18e1566874dd,,,2026-03-23,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
f397745f-ec26-456f-b256-a56ada3e6895,2259c12a-d6d2-44e5-8332-33e7c36d6aba,,,2026-03-23,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
28a973f1-7e46-4d29-881f-f9bd189a5d43,b282a7de-fc6e-4622-b8ac-b5e5e47b9dfa,,,2026-03-23,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
01614e0c-ea85-4d20-9be0-db7218e3e4f8,a532be44-50e8-4246-a1f2-3e05ef8343b0,,,2026-03-23,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
51e89941-22ad-4766-8ac2-0d5d67ae9030,9633e501-dd01-4110-bcfb-02cd4df9555d,,,2026-03-23,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
341393bc-c0fe-43a0-b861-3dcaa8936b59,3c196871-96d4-4300-9134-f06214367abe,,,2026-03-23,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
d995d3df-3d7c-4daa-8c06-8d6b615a4d38,4d505fbe-d703-4eee-83e1-05752f8c09b7,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
6859a188-4450-4193-b36e-d8bde9e66a9d,f6a3b54f-b59e-4c91-9707-18e1566874dd,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
b3928bdd-8645-4b85-b038-1bd0aeb09c19,b282a7de-fc6e-4622-b8ac-b5e5e47b9dfa,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
a29fcbad-78e4-4b67-946b-93c10ca0dbce,a532be44-50e8-4246-a1f2-3e05ef8343b0,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
6c5f4e82-c147-41fd-b01f-6261bfbe7dcf,92c10d66-0ff1-4c54-a61f-2582afb181b6,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
19d35f20-ed4a-44fc-83a4-7241e88aa1aa,370d6c9b-e642-4688-b3f1-9ce9a67d0fa4,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
58f8e620-2694-4328-a66a-494d1d744b5f,b6456478-d4d7-401c-b101-492fdfd80cda,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
2ccffdce-6be2-432a-93c4-20513d90e91c,2259c12a-d6d2-44e5-8332-33e7c36d6aba,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
0431727a-60a0-4573-8e19-268225bc8a22,9633e501-dd01-4110-bcfb-02cd4df9555d,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
5eb3b41a-b8c9-490a-a057-ffc6bda4f796,3c196871-96d4-4300-9134-f06214367abe,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
6290dfb8-29e5-4c53-b648-1db58159c4f7,4d505fbe-d703-4eee-83e1-05752f8c09b7,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
25856f1a-4470-4ec2-8eb2-58b36edeb147,f6a3b54f-b59e-4c91-9707-18e1566874dd,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
249d29df-8f87-4117-bf3e-4c019e0eda47,b282a7de-fc6e-4622-b8ac-b5e5e47b9dfa,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
756c1e9f-1ee5-4d9d-a128-5f5ce5396e7d,a532be44-50e8-4246-a1f2-3e05ef8343b0,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
7ff782f8-afc6-4d98-b3e7-9c1cac0fb7e9,92c10d66-0ff1-4c54-a61f-2582afb181b6,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
db8ca3ad-4bb7-4dcc-90d8-4608abc1fed5,370d6c9b-e642-4688-b3f1-9ce9a67d0fa4,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
efa077d2-2ddc-4ab2-bf92-7eaee3b3b774,b6456478-d4d7-401c-b101-492fdfd80cda,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
2db30268-b701-47ce-8fa6-5f50231e2094,2259c12a-d6d2-44e5-8332-33e7c36d6aba,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
c94d0d63-b725-49c5-a0a9-af95f63ab6b6,9633e501-dd01-4110-bcfb-02cd4df9555d,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
ce4331bd-a8c1-442d-a86e-817de32ba7a5,3c196871-96d4-4300-9134-f06214367abe,,,2026-03-02,,ativa,,[],{},[],2026-03-31T15:42:08+00:00,2026-03-31T15:42:08+00:00
