id,created_at,nome,faixa_salarial_inicio,faixa_salarial_centro,faixa_salarial_topo,senioridade_id,archived_at
34,2026-04-06T16:37:09+00:00,ANALISTA DE MARKETING PLENO,,,,,
35,2026-04-06T16:37:09+00:00,DESIGNER DE PRODUTO PLENO,,,,,
36,2026-04-06T16:37:09+00:00,SOCIAL MEDIA PLENO,,,,,
37,2026-04-06T16:37:09+00:00,ESPECIALISTA DE CRM,,,,,
38,2026-04-06T16:37:09+00:00,PRODUCT MANAGER PLENO,,,,,
39,2026-04-06T16:37:09+00:00,GROUP PRODUCT MANAGER (GPM),,,,,
40,2026-04-06T16:37:09+00:00,GERENTE DE EVENTOS,,,,,
41,2026-04-06T16:37:09+00:00,ANALISTA DE BUSINESS OPS PLENO,,,,,
42,2026-04-06T16:37:09+00:00,COORDENADOR DE PRÉ-VENDAS,,,,,
43,2026-04-06T16:37:09+00:00,COORDENADOR DE SOCIAL MEDIA,,,,,
44,2026-04-06T16:37:09+00:00,COORDENADORA DE CUSTOMER EXPERIENCE,,,,,
45,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER SUCESS JÚNIOR,,,,,
46,2026-04-06T16:37:09+00:00,ANALISTA DE BRAND PERFORMANCE PLENO,,,,,
47,2026-04-06T16:37:09+00:00,Gerente de Facilities,,,,,
48,2026-04-06T16:37:09+00:00,ANALISTA DE CYBER SECURITY JÚNIOR,,,,,
49,2026-04-06T16:37:09+00:00,ANALISTA DE FP&A SÊNIOR,,,,,
50,2026-04-06T16:37:09+00:00,GROWTH PRODUCT MANAGER SÊNIOR,,,,,
51,2026-04-06T16:37:09+00:00,ENGENHEIRO DE DADOS PLENO,,,,,
52,2026-04-06T16:37:09+00:00,ANALISTA DE INTERAÇÕES & SOCIAL SELLING PLENO,,,,,
53,2026-04-06T16:37:09+00:00,HEAD DE DADOS,,,,,
54,2026-04-06T16:37:09+00:00,ANALISTA DE RELACIONAMENTO PLENO,,,,,
55,2026-04-06T16:37:09+00:00,ESPECIALISTA DE BRAND DESIGN,,,,,
56,2026-04-06T16:37:09+00:00,COORDENADOR DE DESIGN,,,,,
57,2026-04-06T16:37:09+00:00,COORDENADOR DE VENDAS,,,,,
58,2026-04-06T16:37:09+00:00,COORDENADOR DE CONTAS A RECEBER,,,,,
59,2026-04-06T16:37:09+00:00,PRODUCT MANAGER SÊNIOR,,,,,
60,2026-04-06T16:37:09+00:00,COORDENADOR DE YOUTUBE E PODCAST,,,,,
61,2026-04-06T16:37:09+00:00,COORDENADOR JURÍDICO,,,,,
62,2026-04-06T16:37:09+00:00,ANALISTA DE GROWTH SÊNIOR,,,,,
63,2026-04-06T16:37:09+00:00,ANALISTA DE SALES OPS SÊNIOR,,,,,
64,2026-04-06T16:37:09+00:00,ANALISTA FINANCEIRO SÊNIOR,,,,,
65,2026-04-06T16:37:09+00:00,PRODUCT MANAGER,,,,,
66,2026-04-06T16:37:09+00:00,EDITOR DE VÍDEO SÊNIOR,,,,,
67,2026-04-06T16:37:09+00:00,ESPECIALISTA DE TALENT ACQUISITION,,,,,
68,2026-04-06T16:37:09+00:00,DIRETORA DE EVENTOS E PARCERIAS,,,,,
69,2026-04-06T16:37:09+00:00,CUSTOMER SUCCESS MANAGER,,,,,
70,2026-04-06T16:37:09+00:00,CUSTOMER SUCCESS MANAGER SÊNIOR,,,,,
71,2026-04-06T16:37:09+00:00,GERENTE DE TALENT INTELLIGENCE,,,,,
72,2026-04-06T16:37:09+00:00,DESIGNER VISUAL PLENO,,,,,
73,2026-04-06T16:37:09+00:00,ANALISTA DE DADOS EM NEGÓCIOS SÊNIOR,,,,,
74,2026-04-06T16:37:09+00:00,GERENTE DE FP&A E CONTROLADORIA,,,,,
75,2026-04-06T16:37:09+00:00,DESENVOLVEDOR FRONT-END PLENO,,,,,
76,2026-04-06T16:37:09+00:00,DIRETOR DE ARTE SÊNIOR,,,,,
77,2026-04-06T16:37:09+00:00,CFO,,,,,
78,2026-04-06T16:37:09+00:00,HEAD DE CYBER SECURITY,,,,,
79,2026-04-06T16:37:09+00:00,COORDENADOR DE BUSINESS OPS,,,,,
80,2026-04-06T16:37:09+00:00,TALENT ACQUISITION SÊNIOR,,,,,
81,2026-04-06T16:37:09+00:00,ESPECIALISTA DE REMUNERAÇÃO,,,,,
82,2026-04-06T16:37:09+00:00,DESENVOLVEDOR DE RPA PLENO,,,,,
83,2026-04-06T16:37:09+00:00,ANALISTA DE BUSINESS OPS SÊNIOR,,,,,
84,2026-04-06T16:37:09+00:00,ANALISTA DE COBRANÇA PLENO,,,,,
85,2026-04-06T16:37:09+00:00,ANALISTA DE MARKETING DE PERFORMANCE SÊNIOR,,,,,
86,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER SUCCESS PLENO,,,,,
87,2026-04-06T16:37:09+00:00,COMMUNITY MANAGER ESPECIALISTA,,,,,
88,2026-04-06T16:37:09+00:00,BUSINESS ARCHITECT,,,,,
89,2026-04-06T16:37:09+00:00,ANALYTICS ENGINEER PLENO,,,,,
90,2026-04-06T16:37:09+00:00,ASSOCIATE PRODUCT MANAGER PLENO,,,,,
91,2026-04-06T16:37:09+00:00,DIRETORA DE GROWTH,,,,,
92,2026-04-06T16:37:09+00:00,WEB DESIGNER PLENO,,,,,
93,2026-04-06T16:37:09+00:00,DESENVOLVEDOR BACK-END PLENO,,,,,
94,2026-04-06T16:37:09+00:00,BUSINESS CONSULTANT,,,,,
95,2026-04-06T16:37:09+00:00,Coordenador de Customer Success,,,,,
96,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER EXPERIENCE SÊNIOR,,,,,
97,2026-04-06T16:37:09+00:00,HEAD CONTÁBIL,,,,,
98,2026-04-06T16:37:09+00:00,COORDENADORA DE PAYROLL AND BENEFITS,,,,,
99,2026-04-06T16:37:09+00:00,TECH LEAD BACK END,,,,,
100,2026-04-06T16:37:09+00:00,ANALISTA DE BRAND PERFORMANCE SÊNIOR,,,,,
101,2026-04-06T16:37:09+00:00,DIRETOR DE ARTE PLENO,,,,,
102,2026-04-06T16:37:09+00:00,PRODUTOR DE EVENTOS JÚNIOR,,,,,
103,2026-04-06T16:37:09+00:00,ANALISTA DE FACILITIES PLENO,,,,,
104,2026-04-06T16:37:09+00:00,DIRETOR DE OPERAÇÕES E PRODUTO,,,,,
105,2026-04-06T16:37:09+00:00,COORDENADOR DE TI,,,,,
106,2026-04-06T16:37:09+00:00,SOFTWARE ENGINEER MANAGER,,,,,
107,2026-04-06T16:37:09+00:00,Coordenador de Martech Analytics,,,,,
108,2026-04-06T16:37:09+00:00,ASSISTENTE EXECUTIVA,,,,,
109,2026-04-06T16:37:09+00:00,PRODUTOR DE EVENTOS JÚNIOR,,,,,
110,2026-04-06T16:37:09+00:00,COORDENADORA DE BA,,,,,
111,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER SUCCESS BACKOFFICE JÚNIOR,,,,,
112,2026-04-06T16:37:09+00:00,HEAD DE MARKETING OPS,,,,,
113,2026-04-06T16:37:09+00:00,GROWTH PRODUCT DESIGNER,,,,,
114,2026-04-06T16:37:09+00:00,SALES OPERATION MANAGER,,,,,
115,2026-04-06T16:37:09+00:00,PRINCIPAL SOFTWARE ENGINEER,,,,,
116,2026-04-06T16:37:09+00:00,EDITOR DE VÍDEO PLENO,,,,,
117,2026-04-06T16:37:09+00:00,ANALISTA DE FACILITIES JÚNIOR,,,,,
118,2026-04-06T16:37:09+00:00,ASSOCIATE PRODUCT MANAGER,,,,,
119,2026-04-06T16:37:09+00:00,COMMUNITY ASSOCIATE,,,,,
120,2026-04-06T16:37:09+00:00,HEAD DE OPERAÇÕES - COMUNIDADES,,,,,
121,2026-04-06T16:37:09+00:00,ESPECIALISTA DE GROWTH,,,,,
122,2026-04-06T16:37:09+00:00,DATA STAFF ENGINEER,,,,,
123,2026-04-06T16:37:09+00:00,DIRETOR DE COMUNIDADES,,,,,
124,2026-04-06T16:37:09+00:00,HEAD DE PERFORMARCE,,,,,
125,2026-04-06T16:37:09+00:00,ANALISTA DE PERFORMANCE PLENO,,,,,
126,2026-04-06T16:37:09+00:00,CUSTOMER SUCESS MANAGER,,,,,
127,2026-04-06T16:37:09+00:00,COORDENADORA DE EVENTOS,,,,,
128,2026-04-06T16:37:09+00:00,PRODUTOR DE CONTEÚDO SÊNIOR,,,,,
129,2026-04-06T16:37:09+00:00,Analista de Field Revenue Júnior,,,,,
130,2026-04-06T16:37:09+00:00,COORDENADORA DE VENDAS,,,,,
131,2026-04-06T16:37:09+00:00,FILMMAKER PLENO,,,,,
132,2026-04-06T16:37:09+00:00,ESPECIALISTA CONTÁBIL,,,,,
133,2026-04-06T16:37:09+00:00,SOCIAL MEDIA JÚNIOR,,,,,
134,2026-04-06T16:37:09+00:00,FULL STACK SOFTWARE ENGINEER PLENO,,,,,
135,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER SUCCESS - BACKOFFICE JÚNIOR,,,,,
136,2026-04-06T16:37:09+00:00,COMMUNITY ASSOCIATE - SCALE PLENO,,,,,
137,2026-04-06T16:37:09+00:00,PRODUTOR DE EVENTOS SÊNIOR,,,,,
138,2026-04-06T16:37:09+00:00,ANALISTA DE DEPARTAMENTO PESSOAL JÚNIOR,,,,,
139,2026-04-06T16:37:09+00:00,SENIOR BUSINESS ANALYST,,,,,
140,2026-04-06T16:37:09+00:00,CUSTOMER SUCESS MANAGER SÊNIOR,,,,,
141,2026-04-06T16:37:09+00:00,FP&A ESPECIALISTA,,,,,
142,2026-04-06T16:37:09+00:00,COPYWRITER SÊNIOR,,,,,
143,2026-04-06T16:37:09+00:00,ASSISTENTE DE EVENTOS,,,,,
144,2026-04-06T16:37:09+00:00,ANALISTA DE COBRANÇA JUNIOR,,,,,
145,2026-04-06T16:37:09+00:00,COPYWRITER SENIOR,,,,,
146,2026-04-06T16:37:09+00:00,BUSINESS ARCHTECT,,,,,
147,2026-04-06T16:37:09+00:00,ANALISTA DE CONTAS A RECEBER PLENO,,,,,
148,2026-04-06T16:37:09+00:00,ANALISTA DE MARKETING OPS SÊNIOR,,,,,
149,2026-04-06T16:37:09+00:00,SENIOR FRONT END ENGINEER,,,,,
150,2026-04-06T16:37:09+00:00,CUSTOMER SUPPORT ANALYST JÚNIOR,,,,,
151,2026-04-06T16:37:09+00:00,CUSTOMER SUCESS MANAGER PLENO,,,,,
152,2026-04-06T16:37:09+00:00,COORDENADOR DE COBRANÇA,,,,,
153,2026-04-06T16:37:09+00:00,COMMUNITY ASSOCIATE PLENO,,,,,
154,2026-04-06T16:37:09+00:00,HEAD DE LIFECYCLE E CUSTOMER INTELLIGENCE,,,,,
155,2026-04-06T16:37:09+00:00,SENIOR BACK END ENGINEER,,,,,
156,2026-04-06T16:37:09+00:00,ANALISTA DE RELACIONAMENTO COM CLIENTE JÚNIOR,,,,,
157,2026-04-06T16:37:09+00:00,ANALISTA DE TALENT ACQUISITION SÊNIOR,,,,,
158,2026-04-06T16:37:09+00:00,ANALISTA DE PERFORMANCE SÊNIOR,,,,,
159,2026-04-06T16:37:09+00:00,COORDENADOR DE CS,,,,,
160,2026-04-06T16:37:09+00:00,ANALISTA DE DESENVOLVIMENTO E CULTURA JÚNIOR,,,,,
161,2026-04-06T16:37:09+00:00,ANALISTA DE BRAND PERFORMANCE JÚNIOR,,,,,
162,2026-04-06T16:37:09+00:00,BACK END SOFTWARE ENGINEER PLENO,,,,,
163,2026-04-06T16:37:09+00:00,FULL STACK ENGINEER SENIOR,,,,,
164,2026-04-06T16:37:09+00:00,HEAD DE GROWTH,,,,,
165,2026-04-06T16:37:09+00:00,EDITOR DE VIDEO PLENO,,,,,
166,2026-04-06T16:37:09+00:00,CUSTOMER SUCESS MANAGER SENIOR,,,,,
167,2026-04-06T16:37:09+00:00,SALES OPS JÚNIOR,,,,,
168,2026-04-06T16:37:09+00:00,ESPECIALISTA DE LIFECYCLE MARKETING,,,,,
169,2026-04-06T16:37:09+00:00,ASSOCIATE PRODUCT MANAGER SENIOR,,,,,
170,2026-04-06T16:37:09+00:00,PRODUCT MANAGER SENIOR,,,,,
171,2026-04-06T16:37:09+00:00,ASSISTENTE EXECUTIVA SENIOR,,,,,
172,2026-04-06T16:37:09+00:00,COO,,,,,
173,2026-04-06T16:37:09+00:00,GERENTE DE SEO,,,,,
174,2026-04-06T16:37:09+00:00,SENIOR FULLSTACK ENGINEER,,,,,
175,2026-04-06T16:37:09+00:00,ANALISTA DE WEB DESIGNER PLENO,,,,,
176,2026-04-06T16:37:09+00:00,EXECUTIVO DE VENDAS JUNIOR,,,,,
177,2026-04-06T16:37:09+00:00,ANALISTA DE CONTAS A PAGAR PLENO,,,,,
178,2026-04-06T16:37:09+00:00,PRODUTOR DE CONTEUDO SÊNIOR,,,,,
179,2026-04-06T16:37:09+00:00,DESENVOLVEDOR LOW-CODE PLENO,,,,,
180,2026-04-06T16:37:09+00:00,PLENO FULLSTACK ENGINEER,,,,,
181,2026-04-06T16:37:09+00:00,COORDENADORA DE DESENVOLVIMENTO E CULTURA,,,,,
182,2026-04-06T16:37:09+00:00,ADVOGADO DE CONTRATOS PLENO,,,,,
183,2026-04-06T16:37:09+00:00,EXECUTIVA DE VENDAS/ EVENTOS - JR,,,,,
184,2026-04-06T16:37:09+00:00,ANALISTA DE EVENTOS PLENO,,,,,
185,2026-04-06T16:37:09+00:00,ANALISTA DE BUSINESS OPS - JR,,,,,
186,2026-04-06T16:37:09+00:00,ANALISTA DE DADOS PLENO,,,,,
187,2026-04-06T16:37:09+00:00,HEAD DE MARKETING DE INDICAÇÃO,,,,,
188,2026-04-06T16:37:09+00:00,ASSISTENTE DE EVENTOS - JR,,,,,
189,2026-04-06T16:37:09+00:00,ANALISTA DE SUPORTE -JR,,,,,
190,2026-04-06T16:37:09+00:00,SÊNIOR FRONT END ENGINEER,,,,,
191,2026-04-06T16:37:09+00:00,ANALISTA DE BUSINESS OPS - SÊNIOR,,,,,
192,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER SUCESS PLENO,,,,,
193,2026-04-06T16:37:09+00:00,HEAD DE CREATIVE,,,,,
194,2026-04-06T16:37:09+00:00,HEAD DE OPERAÇÕES EM IMERSÕES,,,,,
195,2026-04-06T16:37:09+00:00,ANALISTA DE DESENVOLVIMENTO E CULTURA PLENO,,,,,
196,2026-04-06T16:37:09+00:00,COMMUNITY ASSOCIATE JUNIOR,,,,,
197,2026-04-06T16:37:09+00:00,PRODUTOR DE EVENTOS PLENO,,,,,
198,2026-04-06T16:37:09+00:00,Consultor de Planning & Performance,,,,,
199,2026-04-06T16:37:09+00:00,ESPECIALISTA DE NEGÓCIOS,,,,,
200,2026-04-06T16:37:09+00:00,ANALISTA DE OPERAÇÕES PLENO,,,,,
201,2026-04-06T16:37:09+00:00,GERENTE DE CUSTOMER SUCCESS,,,,,
202,2026-04-06T16:37:09+00:00,PRODUTORA DE CONTEÚDO PLENO,,,,,
203,2026-04-06T16:37:09+00:00,ANALISTA DE SALES OPERATIONS JUNIOR,,,,,
204,2026-04-06T16:37:09+00:00,ANALISTA DE SALES OPERATIONS PLENO,,,,,
205,2026-04-06T16:37:09+00:00,ANALISTA DE SALES OPERATIONS SÊNIOR,,,,,
206,2026-04-06T16:37:09+00:00,ENGENHEIRO DE SOFTWARE BACK-END SÊNIOR,,,,,
207,2026-04-06T16:37:09+00:00,HEAD DE PESSOAS,,,,,
208,2026-04-06T16:37:09+00:00,CIO,,,,,
209,2026-04-06T16:37:09+00:00,REDATOR DE SEO PLENO,,,,,
210,2026-04-06T16:37:09+00:00,ANALISTA DE NEGOCIOS JUNIOR,,,,,
211,2026-04-06T16:37:09+00:00,ESPECIALISTA DE COMPRAS,,,,,
212,2026-04-06T16:37:09+00:00,HEAD FINANCEIRO,,,,,
213,2026-04-06T16:37:09+00:00,HEAD DE TECNOLOGIA,,,,,
214,2026-04-06T16:37:09+00:00,REVENUE OPERATIONS,,,,,
215,2026-04-06T16:37:09+00:00,DESENVOLVEDOR DE SOFTWARE FULLSTACK JUNIOR,,,,,
216,2026-04-06T16:37:09+00:00,WEB DESIGN SENIOR,,,,,
217,2026-04-06T16:37:09+00:00,BUSINESS DEVELOPMENT,,,,,
218,2026-04-06T16:37:09+00:00,CMO,,,,,
219,2026-04-06T16:37:09+00:00,ESPECIALISTA DE FP&A,,,,,
220,2026-04-06T16:37:09+00:00,ANALISTA DE DADOS EM NEGÓCIOS SÊNIOR,,,,,
221,2026-04-06T16:37:09+00:00,AGILISTA SENIOR,,,,,
222,2026-04-06T16:37:09+00:00,ARQUITETO DE SOFTWARE-ESPECIALISTA,,,,,
223,2026-04-06T16:37:09+00:00,SÊNIOR FRONT END ENGINEER,,,,,
224,2026-04-06T16:37:09+00:00,TECH LEAD,,,,,
225,2026-04-06T16:37:09+00:00,ANALISTA DE PERFORMANCE SÊNIOR,,,,,
226,2026-04-06T16:37:09+00:00,ANALISTA DE PERFORMANCE PLENO,,,,,
227,2026-04-06T16:37:09+00:00,COPYWRITER SÊNIOR,,,,,
228,2026-04-06T16:37:09+00:00,ANALISTA DE SALES OPERATIONS SÊNIOR,,,,,
229,2026-04-06T16:37:09+00:00,GERENTE DE CREATIVE,,,,,
230,2026-04-06T16:37:09+00:00,TECH MANAGER,,,,,
231,2026-04-06T16:37:09+00:00,HEAD DE CYBER SECURITY,,,,,
232,2026-04-06T16:37:09+00:00,ANALISTA DE BUSINESS OPS PLENO,,,,,
233,2026-04-06T16:37:09+00:00,SALES OPERATIONS JÚNIOR,,,,,
234,2026-04-06T16:37:09+00:00,ANALISTA DE PLANEJAMENTO E OPERAÇÕES SÊNIOR,,,,,
235,2026-04-06T16:37:09+00:00,ANALISTA DE BUSINESS OPS JÚNIOR,,,,,
236,2026-04-06T16:37:09+00:00,ANALISTA DE PLANEJAMENTO E OPERAÇÕES PLENO,,,,,
237,2026-04-06T16:37:09+00:00,ANALISTA DE BUSINESS OPS SÊNIOR,,,,,
238,2026-04-06T16:37:09+00:00,PRODUCT MANAGER,,,,,
239,2026-04-06T16:37:09+00:00,PRODUCT MANAGER SÊNIOR,,,,,
240,2026-04-06T16:37:09+00:00,DESENVOLVEDOR BACKEND,,,,,
241,2026-04-06T16:37:09+00:00,DESENVOLVEDOR BACKEND SÊNIOR,,,,,
242,2026-04-06T16:37:09+00:00,ESPECIALISTA DE BRAND DESIGN,,,,,
243,2026-04-06T16:37:09+00:00,DESIGNER VISUAL SÊNIOR,,,,,
244,2026-04-06T16:37:09+00:00,ANALISTA DE BRAND PERFORMANCE SÊNIOR,,,,,
245,2026-04-06T16:37:09+00:00,DIRETOR DE ARTE PLENO,,,,,
246,2026-04-06T16:37:09+00:00,DESENVOLVEDOR FRONT-END,,,,,
247,2026-04-06T16:37:09+00:00,SÊNIOR BACK END ENGINEER,,,,,
248,2026-04-06T16:37:09+00:00,WEB DESIGNER SENIOR,,,,,
249,2026-04-06T16:37:09+00:00,ANALISTA DE DEPARTAMENTO PESSOAL PLENO,,,,,
250,2026-04-06T16:37:09+00:00,ANALISTA DE CONTAS A RECEBER JÚNIOR,,,,,
251,2026-04-06T16:37:09+00:00,ASSISTENTE DE SOCIAL MEDIA,,,,,
252,2026-04-06T16:37:09+00:00,ANALISTA DE LIFECYCLE CAMPAIGNS & CRM JÚNIOR,,,,,
253,2026-04-06T16:37:09+00:00,ANALISTA DE LIFECYCLE CAMPAIGNS & CRM PLENO,,,,,
254,2026-04-06T16:37:09+00:00,DESENVOLVEDOR BACK- END PLENO,,,,,
255,2026-04-06T16:37:09+00:00,ESPECIALISTA DE MARKETING OPERATIONS,,,,,
256,2026-04-06T16:37:09+00:00,ESPECIALISTA DE CONTÉUDO,,,,,
257,2026-04-06T16:37:09+00:00,PRODUTOR DE CONTEÚDO JÚNIOR,,,,,
258,2026-04-06T16:37:09+00:00,PRODUTOR DE CONTEÚDO PLENO,,,,,
259,2026-04-06T16:37:09+00:00,HEAD DE CX E PRODUCT DELIVERY,,,,,
260,2026-04-06T16:37:09+00:00,LEAD PRODUCT MANAGER,,,,,
261,2026-04-06T16:37:09+00:00,COORDENADOR DE CX E EVENTOS INTERNOS,,,,,
262,2026-04-06T16:37:09+00:00,COMMUNITY ASSOCIATE SÊNIOR,,,,,
263,2026-04-06T16:37:09+00:00,ANALISTA DE NEGOCIOS SÊNIOR,,,,,
264,2026-04-06T16:37:09+00:00,COORDENADOR DE CUSTOMER EXPERIENCE,,,,,
265,2026-04-06T16:37:09+00:00,ANALISTA DE NEGOCIOS JÚNIOR,,,,,
266,2026-04-06T16:37:09+00:00,BUSINESS ANALYST SÊNIOR,,,,,
267,2026-04-06T16:37:09+00:00,COORDENADOR DE OPERAÇÕES EM MX,,,,,
268,2026-04-06T16:37:09+00:00,COORDENADOR DE MENTOR EXPERIENCE,,,,,
269,2026-04-06T16:37:09+00:00,MARKETING PRODUCT MANAGER,,,,,
270,2026-04-06T16:37:09+00:00,SALES OPERATIONS MANAGER,,,,,
271,2026-04-06T16:37:09+00:00,ANALISTA DE SOCIAL MIDIA JÚNIOR,,,,,
272,2026-04-06T16:37:09+00:00,COMMUNITY MANAGER JUNIOR - MIDIAS SOCIAIS,,,,,
273,2026-04-06T16:37:09+00:00,HEAD DE PRODUTO,,,,,
274,2026-04-06T16:37:09+00:00,COORDENADOR DE LIFECYCLE,,,,,
275,2026-04-06T16:37:09+00:00,ANALISTA DE SALES OPERATIONS JÚNIOR,,,,,
276,2026-04-06T16:37:09+00:00,CUSTOMER SUCCESS MANAGER PLENO,,,,,
277,2026-04-06T16:37:09+00:00,CUSTOMER SUPPORT ANALYST PLENO,,,,,
278,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER SUCCESS SÊNIOR,,,,,
279,2026-04-06T16:37:09+00:00,ANALISTA DE PRIVATE EQUITY,,,,,
280,2026-04-06T16:37:09+00:00,HEAD DE FP&A,,,,,
281,2026-04-06T16:37:09+00:00,CHIEF OPERATIONS OFFICER,,,,,
282,2026-04-06T16:37:09+00:00,GERENTE DE GROWTH,,,,,
283,2026-04-06T16:37:09+00:00,COORDENADOR DE BRAND PERFORMANCE,,,,,
284,2026-04-06T16:37:09+00:00,GERENTE DE CRM,,,,,
285,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER SUPORTE JÚNIOR,,,,,
286,2026-04-06T16:37:09+00:00,ESPECIALISTA DE CYBER SECURITY,,,,,
287,2026-04-06T16:37:09+00:00,COORDENADOR DE DEPARTAMENTO PESSOAL,,,,,
288,2026-04-06T16:37:09+00:00,ANALISTA DE BUSINESS PARTNER SÊNIOR,,,,,
289,2026-04-06T16:37:09+00:00,ESPECIALISTA BUSINESS PARTNER,,,,,
290,2026-04-06T16:37:09+00:00,COORDENADOR DE DESENVOLVIMENTO E CULTURA,,,,,
291,2026-04-06T16:37:09+00:00,ESTAGIÁRIO DE CUSTOMER SUCCESS,,,,,
292,2026-04-06T16:37:09+00:00,COMMUNITY ASSOCIATE JÚNIOR,,,,,
293,2026-04-06T16:37:09+00:00,ANALISTA DE FACILITIES SÊNIOR,,,,,
294,2026-04-06T16:37:09+00:00,ANALISTA DE SEO SENIOR,,,,,
295,2026-04-06T16:37:09+00:00,COORDENADOR DE PÓS- PRODUÇÃO,,,,,
296,2026-04-06T16:37:09+00:00,COORDENADOR DO SUPORTE,,,,,
297,2026-04-06T16:37:09+00:00,ANALISTA DE CUSTOMER SUPPORT PLENO,,,,,
298,2026-04-06T16:37:09+00:00,CONSULTOR DE PLANNING E PERFORMANCE,,,,,
299,2026-04-06T16:37:09+00:00,COORDENADOR DE CUSTOMER SUCCESS,,,,,
300,2026-04-06T16:37:09+00:00,DIRETOR DE PESSOAS,,,,,
301,2026-04-06T16:37:09+00:00,HEAD DE EVENTOS,,,,,
302,2026-04-06T16:37:09+00:00,GERENTE DE PESSOAS,,,,,
303,2026-04-06T16:37:09+00:00,GERENTE DE FACILITIES,,,,,
304,2026-04-06T16:37:09+00:00,PRODUTORA DE EVENTOS,,,,,
305,2026-04-06T16:37:09+00:00,CHIEF EXECUTIVE OFFICER,,,,,
306,2026-04-06T16:37:09+00:00,ASSISTENTE DE EVENTOS JÚNIOR,,,,,
307,2026-04-06T16:37:09+00:00,COORDENADOR DE EVENTOS,,,,,
308,2026-04-06T16:37:09+00:00,ANALISTA COMPRAS SÊNIOR,,,,,
309,2026-04-06T16:37:09+00:00,COORDENADOR JURÍDICO & DPO,,,,,
310,2026-04-06T16:37:09+00:00,COORDENADOR CONTÁBIL,,,,,
311,2026-04-06T16:37:09+00:00,DESENVOLVEDOR BACKEND PLENO,,,,,
312,2026-04-06T16:37:09+00:00,COORDENADOR DE PÓS- PRODUÇÃO AUDIOVISUAL,,,,,
313,2026-04-06T16:37:09+00:00,ESPECIALISTA DE OPERAÇÕES,,,,,
