id,created_at,nome
8dc7b446-21f6-42fb-8162-1d34724d6095,2026-04-06T13:18:25+00:00,FAIXAS PRETAS
861f80a3-8819-48db-b493-dae74b4c0013,2026-04-06T13:18:25+00:00,FP&A
266f76d3-74e7-4bb2-9c19-a603e17b07eb,2026-04-06T13:18:25+00:00,LIFECYCLE & CUSTOMER INTELLIGENCE
1c977e9e-b29d-4cc2-a784-0d39295c1850,2026-04-06T13:18:25+00:00,MARKETING DE INDICAÇÃO
a48c4e29-1e38-4b25-8f5c-cf3f53e29d08,2026-04-06T13:18:25+00:00,MARKETING OPS
9c014fd4-6729-4e24-98a3-75dcc952da8a,2026-04-06T13:18:25+00:00,MARKETING OPS - Content & SEO
ce36487b-22dc-4756-9807-70b3f638a89d,2026-04-06T13:18:25+00:00,MARKETING OPS - Martech
d0db8ace-ec9e-43f0-93a8-325a92fca108,2026-04-06T13:18:25+00:00,MARKETING OPS - Web&Exp
6ab0212c-44b1-4aab-9c14-e6a75cad66aa,2026-04-06T13:18:25+00:00,MENTOR EXPERIENCE
ff3a42c3-4ae1-43ff-b535-f7a6d9bf2138,2026-04-06T13:18:25+00:00,NEGÓCIOS
3ad9e12d-81b6-49e7-afe2-971a084dd4cb,2026-04-06T13:18:25+00:00,NEGÓGIOS
db2680e9-af19-4cf6-bf99-346e7b80ffa1,2026-04-06T13:18:25+00:00,OCTOPUS
bc525b42-a19d-445a-bb5b-b6ac3b64f02d,2026-04-06T13:18:25+00:00,PARCERIAS E PATROCINIOS
99017523-5bf7-4d71-b6c4-8555dfc07145,2026-04-06T13:18:25+00:00,People Ops
5d6d2c8d-9af8-475a-9660-d517f0d4544d,2026-04-06T13:18:25+00:00,PERFORMANCE
ddd6b24b-870a-4800-be23-0afda0500a68,2026-04-06T13:18:25+00:00,Pessoas
eb07fb39-23f4-42ff-bca7-ea5cf69f28cf,2026-04-06T13:18:25+00:00,PITBULLS
6cf546be-dc41-4245-bd2f-78579871c87f,2026-04-06T13:18:25+00:00,RAPOSAS
1aa5328c-328f-41fe-ad88-3bd942cb6601,2026-04-06T13:18:25+00:00,Remuneração
4575ccf6-f6a7-4296-bb13-6e5339eb844c,2026-04-06T13:18:25+00:00,RHINOS
82e799bd-87b6-4dd7-bb28-42caf6f4ed06,2026-04-06T13:18:25+00:00,SCALE
4c2a4106-f027-40f4-bfb7-70aae28c560c,2026-04-06T13:18:25+00:00,SQUAD APOLO
758acb61-b7db-4d6e-a9b1-417d0eaadef4,2026-04-06T13:18:25+00:00,SQUAD MOISÉS
01c2e05f-ebbd-4240-bb54-dd1671751e4d,2026-04-06T13:18:25+00:00,SQUAD SEALS
edb92645-5606-47c5-a985-0759eb73cdca,2026-04-06T13:18:25+00:00,SQUAD VINI
753bf2c4-8abb-4cce-9866-96293514262c,2026-04-06T13:18:25+00:00,STUDENT JOURNEY
bae29bac-ae9e-4d65-80ea-01b7d4ae19a9,2026-04-06T13:18:25+00:00,SUPORTE
05aeb262-609e-4d63-b74a-9e88debc8adc,2026-04-06T13:18:25+00:00,Talent Acquisition / BP
ddb1d373-a159-4df1-8b23-1f99ff13059b,2026-04-06T13:18:25+00:00,TECH OPS
32d11ecd-550c-41bd-888e-22aac35ceef0,2026-04-06T13:18:25+00:00,THE GOATS
0f53155d-1d4e-4544-997f-173f9da9ebe6,2026-04-06T13:18:25+00:00,BLUE HEELERS
ee1584d2-6e4a-4f43-8eae-52fe743ea363,2026-04-06T13:18:25+00:00,GRIZZLIES
4ab9e3f8-13c5-4821-b5e3-a444a4f3fcda,2026-04-06T13:18:25+00:00,DOBERMANS
