id,objective_id,title,description,type,baseline,target,current_value,progress,health,health_override,dependencies,is_external_dependency,sort_order,created_at,updated_at
43da72b3-d84d-4936-95cc-2d1ebdd59946,ca9f38c8-4e1f-47de-87f0-253c1d288b52,Definição de Conversão esperada por lista,,metrica,0.0,1.0,1.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
6bab2fba-c299-4e49-8f28-bb39e180e7b4,ca9f38c8-4e1f-47de-87f0-253c1d288b52,Discovery de Novos segmentos,,metrica,0.0,1.0,1.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
41a4a2d3-63e5-41d2-9c18-74c49af8a65c,ca9f38c8-4e1f-47de-87f0-253c1d288b52,Rotina de mensuração,,metrica,0.0,1.0,1.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
182c1244-2c48-4714-8f86-e90e7acb7f86,ab3f8d53-7c44-4d0b-bc5d-c599f2c6ce93,Log de auditoria em eventos,,metrica,0.0,100.0,50.0,50.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
77c68151-7a74-45c3-921a-2fc514114a71,ab3f8d53-7c44-4d0b-bc5d-c599f2c6ce93,Log de auditoria em operações - ações e quotas,,metrica,60.0,100.0,100.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
711ecda7-1b36-425d-83e5-c30b20c440e5,ab3f8d53-7c44-4d0b-bc5d-c599f2c6ce93,Log de auditoria em órgãos sociais e mandatos,,metrica,0.0,100.0,75.0,75.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
5e33183d-c61c-44cb-998c-06020025c703,ab3f8d53-7c44-4d0b-bc5d-c599f2c6ce93,Log de auditoria em livros,,metrica,50.0,100.0,50.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
69ad0fbd-9aaa-4173-be15-95d5af3c209b,ab3f8d53-7c44-4d0b-bc5d-c599f2c6ce93,Baixar organograma pelo app,,metrica,0.0,100.0,0.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d9175539-9639-4887-993a-0af4d112c6b4,ab3f8d53-7c44-4d0b-bc5d-c599f2c6ce93,Checklist de eventos,,metrica,0.0,30.0,0.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
e548d605-a3b5-418c-a9b8-4057badbc1ec,bb4bec6b-1677-436d-833b-949865f7fe8e,Receita total,,metrica,0.0,1350000.0,1671643.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
48700ff5-70c9-44d8-941a-bf6079eb144f,bb4bec6b-1677-436d-833b-949865f7fe8e,Nat,,metrica,0.0,479369.0,856186.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
cb68cda8-b8c2-4cb2-a041-da943bb3d1a7,bb4bec6b-1677-436d-833b-949865f7fe8e,Ana,,metrica,0.0,323931.0,255754.0,78.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
3ec86c0c-3326-440f-ac5a-f78b78ac14b4,bb4bec6b-1677-436d-833b-949865f7fe8e,Pedro,,metrica,0.0,202666.0,197461.0,97.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
0ef07010-8bc4-4387-9198-3e5525eef745,bb4bec6b-1677-436d-833b-949865f7fe8e,Cris,,metrica,0.0,344034.0,355473.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
6f7e0dc9-291c-41ac-8238-27c07eaf0c30,d8e5f79c-9e74-4beb-a98f-70d41b64a8f8,Integração Cap table & Equity plans,,metrica,0.0,100.0,80.0,80.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
9b78d4b4-55a4-4d46-8730-a3ee34f09fb1,d8e5f79c-9e74-4beb-a98f-70d41b64a8f8,Desativação de Opções,,metrica,0.0,100.0,50.0,50.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ae63d86f-c1a2-4b3f-9028-7a9dcdccb43e,d8e5f79c-9e74-4beb-a98f-70d41b64a8f8,Melhorias em despesas,,metrica,0.0,100.0,0.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
9065d8e1-d42c-4d6d-a586-e437dcc5c0b0,d8e5f79c-9e74-4beb-a98f-70d41b64a8f8,Contratos em lote,,metrica,0.0,100.0,0.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
a451361e-98d3-4be1-8668-45a91f3efef3,d8e5f79c-9e74-4beb-a98f-70d41b64a8f8,Trilha de auditoria em downloads,,metrica,0.0,100.0,100.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
a6419198-f9dc-4f9b-b75d-619fd14abd4c,d8e5f79c-9e74-4beb-a98f-70d41b64a8f8,Visão de conta: Novo portfólio,,metrica,0.0,100.0,35.0,35.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
e835f385-8778-4ea9-959c-a4da2c3f3830,d8e5f79c-9e74-4beb-a98f-70d41b64a8f8,Visão de conta: Usuários,,metrica,0.0,100.0,0.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
97925d3b-73ad-4cc2-932c-143b913e0967,d8e5f79c-9e74-4beb-a98f-70d41b64a8f8,Desativação de Opções,,metrica,0.0,100.0,50.0,50.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b74bcba2-0ded-4f90-9687-99f19697314b,5ae8d5b2-9fed-4a57-8399-eae09f72d5c2,2 Encontros presenciais em SP,,metrica,0.0,2.0,1.0,50.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c3e62f06-9fc0-47b6-b8e5-8b60157e8da2,5ae8d5b2-9fed-4a57-8399-eae09f72d5c2,2 encontros online opcionais para integrar o time,,metrica,0.0,2.0,0.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
e102364e-ab64-4b08-a95c-7b40cc1c3144,5ae8d5b2-9fed-4a57-8399-eae09f72d5c2,1 evento esportivo presencial com participação de no mínimo 8 pessoas,,metrica,0.0,1.0,0.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d35f2ef0-aadb-4ee5-a6e0-ea6b2208360d,4ef99c95-e129-4789-99b9-cad0f3a58f3e,Maria,,metrica,0.0,120.0,222.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
cb14d881-b3ba-44d3-9c36-23ae72ae0aa8,4ef99c95-e129-4789-99b9-cad0f3a58f3e,Rose,,metrica,0.0,951.0,1240.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
e9c51af9-aa6c-4790-855a-1329e59f581b,4ef99c95-e129-4789-99b9-cad0f3a58f3e,Marina,,metrica,0.0,40.0,30.0,75.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
7fae6dc5-6196-49c4-8505-f77b83c79ff9,4ef99c95-e129-4789-99b9-cad0f3a58f3e,Glenda,,metrica,0.0,240.0,282.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f2972030-168f-4d44-967f-233d427657ca,4ef99c95-e129-4789-99b9-cad0f3a58f3e,Ralha,,metrica,0.0,80.0,52.0,65.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
a6c00a92-67ec-4b4a-bdfe-9e81f69dee89,4ef99c95-e129-4789-99b9-cad0f3a58f3e,Melissa,,metrica,0.0,240.0,321.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c9c65e0d-6291-49cf-897c-749e30f51f5f,4ef99c95-e129-4789-99b9-cad0f3a58f3e,Emanuel,,metrica,0.0,270.0,340.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
77406685-84b4-4aa5-b6a4-4ee3e5a33dbf,2a0ec31e-8228-416e-adf7-7266320ad5d8,Fazer 9 materiais ou treinamentos de enablement,,metrica,0.0,9.0,26.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
5a1ca0af-0b44-42a8-a7d2-106116354de8,f1fdf560-947b-43a8-8504-bd09e119c8b1,Finalizar etapas do projeto de LGPD no prazo ,,metrica,0.0,100.0,33.0,33.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
04384ab1-98da-4c92-8584-01da2a2793c6,d826b973-a899-4533-9e69-6c6af52995ff,Contratar 4 posições chave,,metrica,0.0,4.0,3.0,75.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c3fda8d0-089b-4aaa-9b30-90b65775441f,d826b973-a899-4533-9e69-6c6af52995ff,Sustentar um eNPS acima de 50,,metrica,30.0,50.0,22.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
92fe3857-3961-4434-94ef-e9034fe0c8fd,fc9719e3-f219-4b94-a527-4d0db63b2966,Presença no linkedin: 1 post por mês,,metrica,0.0,3.0,2.0,66.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
9ce4c101-a7d5-4e4c-8a2a-25a7243a7fac,fc9719e3-f219-4b94-a527-4d0db63b2966,SLA máximo de contratação: 25 dias por vaga,,metrica,90.0,25.0,34.0,86.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
92cbeec7-38d3-49b1-8e60-57b8a256a669,fc9719e3-f219-4b94-a527-4d0db63b2966,Presença no linkedin: 1 post por mês,,metrica,0.0,3.0,2.0,66.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ed5aabf5-96e2-4c22-9313-83ec63a537c5,8fa8fb55-9739-48f6-8a64-72bed16d30b5,Fechar 3 Negócios - Basement 360º,,metrica,0.0,3.0,3.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
e499c2f3-5bcb-43fd-a972-74806180d613,11d9f5ba-cf92-44eb-92b9-10545c7d2d44,Receita Potencial SAL,,metrica,0.0,3600000.0,4017781.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f4d86d18-f42f-45fb-8139-d41a5d01f222,6e64dc0e-6b59-40c9-b0bb-2a9ddc9a3817,Faturamento da Empresa,,metrica,0.0,3060000.0,3521707.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d3cf1ada-73de-4002-b851-5568ca99342a,2687bafa-7eab-42f9-b661-cbfbf82a170e,Comunicação efetiva de números estratégico,,metrica,0.0,1.0,1.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b298e185-a2b8-4cb3-9f2c-2fba54c33b2c,2687bafa-7eab-42f9-b661-cbfbf82a170e,Auxiliar nas decisões de líderes relacionados à receita,,metrica,0.0,1.0,1.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
2d73bac1-cde8-4da5-aab2-68a97086050e,2687bafa-7eab-42f9-b661-cbfbf82a170e,Centralizar/Automatizar visões recorrentes,,metrica,0.0,1.0,1.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
0a294997-2922-4e0a-9864-805a3e442c34,2687bafa-7eab-42f9-b661-cbfbf82a170e,Auxiliar nas decisões de líderes relacionados à receita,,metrica,0.0,1.0,1.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d62b66c1-7f2c-4b6e-b2c4-1bd10be59006,00a99f3e-c97e-425f-977c-5e2b22718952,Dani,,metrica,0.0,45.0,46.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
a7d44606-17be-4c87-bfe9-09d352bc7908,00a99f3e-c97e-425f-977c-5e2b22718952,Marina,,metrica,0.0,27.0,29.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
1b5fdb8c-ab38-4b52-a458-f46ef2fe9ddc,00a99f3e-c97e-425f-977c-5e2b22718952,Rose,,metrica,0.0,184.0,191.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
052bfab3-1175-4953-91ae-0628661acbee,00a99f3e-c97e-425f-977c-5e2b22718952,Edson,,metrica,0.0,45.0,63.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c6b0d6d6-624f-462e-a19a-bc5725f61481,00a99f3e-c97e-425f-977c-5e2b22718952,Juliete,,metrica,0.0,36.0,28.0,77.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
02400754-6aa5-44e9-9011-cecc9cf208ef,143cf21b-9d91-4a6c-aa9d-a9516f9219ae,Dani,,metrica,0.0,60.0,70.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
743979f3-3e49-4be3-a22a-5020fa2dccb4,143cf21b-9d91-4a6c-aa9d-a9516f9219ae,Marina,,metrica,0.0,36.0,48.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
a4764843-42cd-4031-b686-adf717493491,143cf21b-9d91-4a6c-aa9d-a9516f9219ae,Rose,,metrica,0.0,246.0,280.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
0fed0f77-236d-44c2-80a1-aa395e30f58a,143cf21b-9d91-4a6c-aa9d-a9516f9219ae,Juliete,,metrica,0.0,48.0,59.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
57fee7b0-b682-4105-bd0c-df2084801b9a,143cf21b-9d91-4a6c-aa9d-a9516f9219ae,Edson,,metrica,0.0,60.0,83.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
76489f9d-bf8a-41e0-82ac-8c02c8b1c620,7032ea65-9c87-4b9c-9c66-4198c8c8d457,36 posts no Linkedin no trimestre,,metrica,0.0,36.0,20.0,55.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
44d494f1-e376-4bb0-96b9-a333733f0a8e,7032ea65-9c87-4b9c-9c66-4198c8c8d457,Criar newsletter quinzenal,,metrica,0.0,5.0,0.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
82a2fed5-7a04-411e-b77c-c99c28f364c1,7032ea65-9c87-4b9c-9c66-4198c8c8d457,36 posts no Linkedin no trimestre,,metrica,0.0,36.0,20.0,55.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ac7d35fb-6205-4e21-a092-4cfb3f084474,52e7b722-e935-490b-8814-012d9479a79e,90% dos clientes ativados em 10 dias,,metrica,90.0,90.0,92.0,,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
5c4b6832-4446-4b9a-8ff2-d9fa4d212af7,52e7b722-e935-490b-8814-012d9479a79e,90% dos clientes com Kickoff em 5 dias,,metrica,0.0,90.0,50.0,55.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
15cd77e5-0d54-4a05-86da-f0b94e049f94,52e7b722-e935-490b-8814-012d9479a79e,90% dos clientes ativados em 10 dias,,metrica,90.0,90.0,92.0,,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
4acebe76-7abc-435f-8e64-90367aa7572d,52e7b722-e935-490b-8814-012d9479a79e,90% dos clientes com Kickoff em 5 dias,,metrica,0.0,90.0,50.0,55.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
32c10a79-6b09-4bc5-930c-bd54d94bae58,52e7b722-e935-490b-8814-012d9479a79e,90% dos clientes ativados em 10 dias,,metrica,90.0,90.0,92.0,,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
e5a23556-7895-49cb-81f7-539e65728644,52e7b722-e935-490b-8814-012d9479a79e,90% dos clientes com Kickoff em 5 dias,,metrica,0.0,90.0,50.0,55.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
5ca1af4b-4de7-458e-b64d-822f47e101fb,52e7b722-e935-490b-8814-012d9479a79e,90% dos clientes ativados em 10 dias,,metrica,90.0,90.0,92.0,,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
d87ee244-ffd7-4e2f-99a2-3dd40ec419f8,5ae8d5b2-9fed-4a57-8399-eae09f72d5c2,1 evento esportivo presencial com mínimo de 8 pessoas,,metrica,0.0,1.0,1.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
e1043210-f880-4058-9081-5010cfbe8865,5ae8d5b2-9fed-4a57-8399-eae09f72d5c2,HH em SP mensal com mínimo de 12 pessoas,,metrica,0.0,2.0,1.0,50.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
13c9dd24-ff5b-4a1a-bc56-6e4900d513c1,5ae8d5b2-9fed-4a57-8399-eae09f72d5c2,2 encontros online opcionais para integrar o time,,metrica,0.0,2.0,1.0,50.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
569a75c2-79e1-427d-b43c-b991419286fa,5ae8d5b2-9fed-4a57-8399-eae09f72d5c2,Garantir 100% de realização mensal dos 1-1s,,metrica,0.0,100.0,74.0,74.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
68f331c6-6f30-497c-b1f2-b95805e42986,fc9719e3-f219-4b94-a527-4d0db63b2966,SLA máximo de contratação: 30 dias por vaga,,metrica,90.0,30.0,18.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
1ba63823-1d9b-4e10-9077-e53ec6ad6618,fc9719e3-f219-4b94-a527-4d0db63b2966,Presença no linkedin: 1 post por mês,,metrica,0.0,3.0,2.0,66.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
649def2a-2a17-44ab-abb5-b8dc0def4c57,b41c80e4-0631-470d-a95d-74f2664e578b,Matheus,,metrica,0.0,470000.0,377800.0,80.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
bd6c2e6a-f67f-4bcf-86f8-bd68c4e86f46,b41c80e4-0631-470d-a95d-74f2664e578b,Lucas,,metrica,0.0,390000.0,268444.0,68.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ce5fc0cc-5ec8-4e3d-a8bb-14fa80bde65c,b41c80e4-0631-470d-a95d-74f2664e578b,Receita,,metrica,0.0,1290000.0,893770.0,69.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
243df576-c5ce-4fa9-a1a8-9a072f9661a0,b41c80e4-0631-470d-a95d-74f2664e578b,Pedro,,metrica,0.0,430000.0,301540.0,70.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
10c50c21-831c-444d-b346-a4d5f7e1e65a,d826b973-a899-4533-9e69-6c6af52995ff,Contratar 4 posições-chave,,metrica,0.0,4.0,4.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
7711bd74-fb73-4b84-8f98-34e98d8cc08b,d826b973-a899-4533-9e69-6c6af52995ff,Sustentar um eNPS acima de 50,,metrica,25.0,50.0,30.0,20.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
6481618f-c3d0-45ec-8211-792c32bed970,f1fdf560-947b-43a8-8504-bd09e119c8b1,Finalizar etapas do projeto de Compliance no prazo,,metrica,0.0,100.0,33.0,33.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
04e02def-8195-43d7-802a-ef4556fa6b27,f1fdf560-947b-43a8-8504-bd09e119c8b1,Finalizar etapas do projeto de LGPD no prazo ,,metrica,0.0,100.0,100.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c0e0f0b2-8f2c-4f88-a66a-65c15f540b66,f1fdf560-947b-43a8-8504-bd09e119c8b1,100% dos colaboradores concluindo os cursos mensais na HackerRangers,,metrica,82.0,100.0,97.0,83.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
91c7d121-9a32-492c-8a23-e1e893f3dd3a,f1fdf560-947b-43a8-8504-bd09e119c8b1,100% das Due Dilligences respondidas no prazo de 3 dias,,metrica,0.0,100.0,100.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
fb0726f6-f4f0-49b5-bbf8-fbe332ef6dd6,758e188d-774e-44f4-9a1d-bde1b2235b61,Fazer 9 materiais ou treinamentos focados na em sales enablement,,metrica,0.0,9.0,18.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
6d397eef-c0c9-424b-900e-89c6d50a42a3,758e188d-774e-44f4-9a1d-bde1b2235b61,Potencializar o canal de parcerias (Gerar 9 SALs),,metrica,0.0,9.0,0.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
7dc800b8-4ad0-4cc1-9bcb-d26bb849d5fe,758e188d-774e-44f4-9a1d-bde1b2235b61,Maximizar o aproveitamento dos leads da base ( Gerar 39mil SAL),,metrica,0.0,39000.0,19400.0,49.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
2ead209d-4454-469d-b761-d22f3a893a3a,1189d26e-d3eb-4890-9caf-25c3366ba9df,Melhorar conversão no Blog,,metrica,0.0,18.0,18.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
00666f5b-f255-4c9e-9d16-b8011e4e4588,1189d26e-d3eb-4890-9caf-25c3366ba9df,Melhorar o Fluxo de Demo Gravada,,metrica,0.0,18.0,13.0,72.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
6baec94a-489c-4315-bee4-0685756ac8d2,1189d26e-d3eb-4890-9caf-25c3366ba9df,Criação das LPs para as iniciativas do time,,metrica,0.0,18.0,18.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f2d29873-5087-4fa9-b18a-99e9fd98e455,5d478559-cea2-48bc-a128-4fdbbfcbd874,Nat,,metrica,0.0,315940.0,374024.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
8395d01b-143c-4463-a729-0c14dcf6c236,5d478559-cea2-48bc-a128-4fdbbfcbd874,Receita Total,,metrica,0.0,529135.0,742854.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
7251e171-4792-43e7-b4eb-611f0e30f513,5d478559-cea2-48bc-a128-4fdbbfcbd874,Pedro,,metrica,0.0,162978.0,213743.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c9132a04-801b-4c2a-ac48-659a71b81b75,5d478559-cea2-48bc-a128-4fdbbfcbd874,Ana,,metrica,0.0,50217.0,155087.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
40ed146d-d637-4503-be9c-3cadd6a3221b,5d478559-cea2-48bc-a128-4fdbbfcbd874,Ana,,metrica,0.0,50217.0,155087.0,100.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
855b9a7b-e1e4-4c73-aec7-014ba9652ccb,a82b9332-2688-49df-b1a1-79e289a84908,Atingir 25 no NPS,,metrica,13.0,25.0,13.0,0.0,verde,False,[],False,0,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
