id,app_role,settings,created_at,updated_at
6b3ba823-38bd-4ae7-96c2-d0b3d8b9bd12,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
01cd14e4-83dc-4016-8dbc-3f21dd9d5c31,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b0044afa-e736-4425-8df4-0a4d4a5cba29,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
fcc3bdb0-f9b2-4a50-873f-8d40c1935f18,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b45aa390-8c63-4fd5-a29b-05189bdecd96,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
9fbc0f93-1b30-4a4c-b469-6f7529bb8c7d,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
087c2684-cfe1-4856-a0cd-f9d12482d27b,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
58db9f70-68ab-448b-a078-881151cc1a5c,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
59c5972c-77ee-4983-b00a-c4286ef4fc13,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
168f808a-aae3-4171-bb65-53ad75336e31,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
764a1a3b-6280-499f-a7a5-a650d832d8a3,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
51f59cff-c317-4d1d-974e-83f6225418c0,,{},2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
