id,title,description,owner_id,cycle_id,team_id,alignment_id,status,health,health_override,progress,is_top_down,requires_manager_approval,created_at,updated_at
0be2aab3-a3c7-4c0e-a0d3-2a4a96e93f2a,Atrair e Recrutar os Melhores Talentos,,664663e4-106e-4e23-9e75-1e91207e9ccd,bd70b5ea-65e6-4231-8a04-dc71d369057b,,c1addea3-fa6a-43b6-b174-4802307a1f6a,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
01acc180-8224-4fe3-a46d-883b1260cae3,Aumentar integração e potência de grupo,,41324ef3-9999-4deb-bd49-4c3ebce9960d,bd70b5ea-65e6-4231-8a04-dc71d369057b,,c1addea3-fa6a-43b6-b174-4802307a1f6a,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
329ddd3e-40c9-4041-b2b8-1d000e796d04,Promover boa experiência de onboarding,,6e3f0dd1-0763-4b73-9a6f-7f56c52308f0,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,0.99,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
3a107170-220d-495c-96e2-217dacb8db95,SALs,,49f44e12-368a-44ac-863b-6ee40bf9692d,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
dea22036-b952-4c60-a321-f683ef98eaae,Conteudo,,8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,bd70b5ea-65e6-4231-8a04-dc71d369057b,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
7057ffc4-77e7-4372-b7b1-a8b93f1f8d20,Criação de materiais ricos,,8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.66,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b843280c-4169-46ca-b9b2-30702471ac5e,Contratações,,49f44e12-368a-44ac-863b-6ee40bf9692d,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
0bd57da9-9115-4880-9767-8fc43be01025,Recesso do Time,,49f44e12-368a-44ac-863b-6ee40bf9692d,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
18ccb7ab-3efb-4dee-964a-00face546e3e,Otimização do Processo de CS dentro do CRM,,50399934-d2c6-40fe-ba10-a52dab469a70,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.66,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f5c94dc8-8e14-49a3-b6c5-3917945ecc68,Estruturação da área de CS,,fc83168a-60a4-45b8-af9b-82b7080c5a3d,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,2b796668-6bef-4710-b6de-df8308a28c95,concluido,verde,False,0.55,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
581e3d28-db23-4668-8b6a-8093fd5d73a7,SALs,,56057cba-2a67-47ae-9947-170d2adb05d6,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f033aa22-ff99-4d80-b813-8c7af1bf7f0c,Estruturação Hubspot ,,6e3f0dd1-0763-4b73-9a6f-7f56c52308f0,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.5,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b8204497-62e4-4477-954b-36999853dcde,Suporte - 5 Dias,,6e3f0dd1-0763-4b73-9a6f-7f56c52308f0,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
db24344f-1f75-4a9a-84c3-dc50d0ae913e,Tempo de Ativação de Até 10 dias,,6e3f0dd1-0763-4b73-9a6f-7f56c52308f0,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.8,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
bb2d057d-ef16-427b-8eb1-84b06713204d,Refinar o processo de divulgação das novidades do produto,,3a125b85-47fb-4719-88d6-8854cb3cf6f1,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
db4b5a72-405d-472f-a83b-0c7bc4525d28,Sales Enablement,,3a125b85-47fb-4719-88d6-8854cb3cf6f1,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
f478ec70-b05a-49b9-9ce2-6c27add3e550,Faturamento,,49f44e12-368a-44ac-863b-6ee40bf9692d,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
a1ed3ba2-e2ce-4358-be41-e16745aa39cf,Faturamento Novos Negocios,,49f44e12-368a-44ac-863b-6ee40bf9692d,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.58,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
96f88ec3-3543-4921-89f7-e33ae5558d55,Qualificados,,56057cba-2a67-47ae-9947-170d2adb05d6,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
523d9931-59c5-49e7-bee5-487eef50574e,Empresas Validadas,,56057cba-2a67-47ae-9947-170d2adb05d6,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
32f2118a-0fa6-4d00-82fd-2b847dfe5b14,Coletar insights a partir de conversas com clientes,,3a125b85-47fb-4719-88d6-8854cb3cf6f1,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
66ddda46-0acb-4299-83d9-7d89df8fd05a,Funil de nutrição da base de contatos,,8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
5d32f925-d1d4-4f00-9a1e-ec28f16fa647,Posicionamento da marca em redes sociais,,8fdf9dfa-ad98-4fb2-9fdf-9eca6ef4c6a2,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b7fdec0b-df82-4dcb-84e5-d2c138a06576,Otimização do processo de Ops dentro do CRM,,50399934-d2c6-40fe-ba10-a52dab469a70,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.33,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
da164702-bf3a-4a7a-b666-a3ad96a959a4,Reestruturação técnica do CRM,,50399934-d2c6-40fe-ba10-a52dab469a70,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.66,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
2b796668-6bef-4710-b6de-df8308a28c95,Renovação e Expansão,,fc83168a-60a4-45b8-af9b-82b7080c5a3d,edc3a8d9-4aad-48e7-93f4-48aeb4c64b77,,,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
b79779ff-2323-4729-baaa-a5818944923f,Qualificados Pre-Vendas,,49f44e12-368a-44ac-863b-6ee40bf9692d,10563a0e-c354-4314-8f2c-93d69f00ef7e,,,concluido,verde,False,0.63,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
39691a62-eea0-404e-ba29-64e6746b051c,Implementar projeto de segurança de dados e LGPD,,41324ef3-9999-4deb-bd49-4c3ebce9960d,10563a0e-c354-4314-8f2c-93d69f00ef7e,,e5736ff3-a3c1-4a4c-8bf2-7fc06a533360,concluido,verde,False,0.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
207cfaa4-dd82-42a9-9c09-205555faf9fc,Faturamento,,49f44e12-368a-44ac-863b-6ee40bf9692d,10563a0e-c354-4314-8f2c-93d69f00ef7e,,,concluido,verde,False,0.53,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
e5736ff3-a3c1-4a4c-8bf2-7fc06a533360,Formar equipe de alta performance em um ambiente saudável e construtivo de trabalho ,,41324ef3-9999-4deb-bd49-4c3ebce9960d,10563a0e-c354-4314-8f2c-93d69f00ef7e,,,concluido,verde,False,0.53,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
1635b646-587a-41bb-8a37-7fb4c5630a44,Plataforma,,7c835d94-6052-4687-b022-b4d48f534daa,10563a0e-c354-4314-8f2c-93d69f00ef7e,,207cfaa4-dd82-42a9-9c09-205555faf9fc,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
ce8aaae9-a0f5-45aa-817d-4b106d04c085,Front,,673dd2a8-2bfd-4ac9-a54e-f439abef06a3,10563a0e-c354-4314-8f2c-93d69f00ef7e,,207cfaa4-dd82-42a9-9c09-205555faf9fc,concluido,verde,False,0.87,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
c693f262-a4e7-4471-a785-8ead84ae80b5,Escrituração e Governança Societária,,7c835d94-6052-4687-b022-b4d48f534daa,10563a0e-c354-4314-8f2c-93d69f00ef7e,,207cfaa4-dd82-42a9-9c09-205555faf9fc,concluido,verde,False,0.94,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
cdefb0e3-9c70-480f-b0a3-ac599f4b8dc7,ILP,,7c835d94-6052-4687-b022-b4d48f534daa,10563a0e-c354-4314-8f2c-93d69f00ef7e,,207cfaa4-dd82-42a9-9c09-205555faf9fc,concluido,verde,False,0.73,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
46df9d44-aa99-42a2-9b50-906e79acfe6a,Aumentar integração e potência de grupo,,41324ef3-9999-4deb-bd49-4c3ebce9960d,10563a0e-c354-4314-8f2c-93d69f00ef7e,,e5736ff3-a3c1-4a4c-8bf2-7fc06a533360,concluido,verde,False,0.58,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
fd57f16a-8849-4671-bf3e-074cf35355ef,Automatizações,,50399934-d2c6-40fe-ba10-a52dab469a70,10563a0e-c354-4314-8f2c-93d69f00ef7e,,207cfaa4-dd82-42a9-9c09-205555faf9fc,concluido,verde,False,1.0,False,False,2026-03-31T15:00:05+00:00,2026-03-31T15:00:05+00:00
