id,pessoa_id,data_inicio_aquisitivo,data_fim_aquisitivo,situacao_periodo,data_inicio_recessivo,data_fim_recessivo,quantidade_dias_adquiridos,quantidade_dias_utilizados,saldo_dias,motivo_recessao,data_concessao_recesso,created_at,updated_at
96b26b8f-092a-4bb3-9ed2-b39639c638cc,122ea9d9-0e7b-4229-b5dc-9f5bb6727672,2019-12-02,2020-12-01,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
17ce4263-9bf1-4b2a-aae2-49b822c7ce73,122ea9d9-0e7b-4229-b5dc-9f5bb6727672,2020-12-02,2021-12-01,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
3a56d12b-e7f5-4598-9f4d-716c3231cea7,122ea9d9-0e7b-4229-b5dc-9f5bb6727672,2022-12-02,2023-12-01,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
4f259ef4-cabe-4fc7-af70-cf61ac637ffc,455db50c-aacf-4dfc-96a4-93ff2140370a,2019-11-04,2019-12-31,,,,10,0,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
85f9e1d1-c203-4b5e-b3c6-ba57b03cc50e,455db50c-aacf-4dfc-96a4-93ff2140370a,2022-11-04,2023-11-03,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
7b3641f8-f52a-43cd-b269-c3368a80494c,455db50c-aacf-4dfc-96a4-93ff2140370a,2021-11-04,2022-11-03,,,,300,17,13,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
4fa86460-a6af-45fc-bedc-4c22079840f2,455db50c-aacf-4dfc-96a4-93ff2140370a,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
dad3b579-3e84-4e76-8572-e0f38e511e6d,455db50c-aacf-4dfc-96a4-93ff2140370a,2020-11-04,2021-11-03,,,,300,30,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
bfcded68-214d-4148-9c61-1523c5b78a2d,455db50c-aacf-4dfc-96a4-93ff2140370a,2021-01-01,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f0ee17f9-aadc-4f08-acd9-945d35d961fa,455db50c-aacf-4dfc-96a4-93ff2140370a,2020-01-01,2020-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
a9946abd-024a-48d5-bf52-8dc50d99a5a1,0a92d115-4fd0-4d34-bb48-bbe6393d329e,2019-04-18,2020-04-17,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
11794974-2c43-4a49-9938-678d9c18887a,0a92d115-4fd0-4d34-bb48-bbe6393d329e,2020-04-18,2021-04-17,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
378abaf3-45f9-42ef-8e59-e54534e00155,0a92d115-4fd0-4d34-bb48-bbe6393d329e,2022-04-18,2023-04-17,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
09ebb475-ef55-4707-a65a-77e738a816d1,0a92d115-4fd0-4d34-bb48-bbe6393d329e,2020-01-01,2020-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
98f8f3c9-b197-481d-a223-3d1a9aeeb975,0a92d115-4fd0-4d34-bb48-bbe6393d329e,2021-04-18,2022-04-17,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
fa985fc7-d109-438a-8e65-ed8d0a18b708,0a92d115-4fd0-4d34-bb48-bbe6393d329e,2021-01-01,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
53096559-b023-4107-a7f4-f78b7c4a095a,0a92d115-4fd0-4d34-bb48-bbe6393d329e,2023-04-18,2024-04-17,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
5a977b92-63f5-4ad0-865a-d7c9deba1579,0a92d115-4fd0-4d34-bb48-bbe6393d329e,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d62e24fc-3e14-4b3b-97aa-c89b16dbbbdc,e2c609cc-e42a-49f2-945e-121db208d7df,2022-04-18,2023-04-17,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
75a632a6-c21c-4691-a207-b42a2d11a3df,e2c609cc-e42a-49f2-945e-121db208d7df,2021-01-01,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
45279e23-f1d8-47ff-82c9-e8c8dad1d034,e2c609cc-e42a-49f2-945e-121db208d7df,2020-01-01,2020-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
909d6cc0-75e7-4788-a092-64cd165cca99,e2c609cc-e42a-49f2-945e-121db208d7df,2021-04-18,2022-04-17,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
4fa55db6-ac62-4fb3-8b62-4ac648940fc2,e2c609cc-e42a-49f2-945e-121db208d7df,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d7acbc9d-3aab-473d-985c-10a420451851,e2c609cc-e42a-49f2-945e-121db208d7df,2019-04-18,2019-12-31,,,,80,0,8,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
60076758-3ba2-4b73-9561-93106c3c93ba,e2c609cc-e42a-49f2-945e-121db208d7df,2023-04-18,2024-04-17,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
7673eb69-23ed-4ca2-9e64-f265482f560f,e2c609cc-e42a-49f2-945e-121db208d7df,2020-04-18,2021-04-17,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
24965ddd-44e4-4001-9af1-290f20828fa2,28fdd5f4-78ec-4529-a669-757c5b5be176,2019-09-20,2019-12-31,,,,30,0,3,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
7daf6071-b17e-4b09-9982-cda1d13ddc0b,28fdd5f4-78ec-4529-a669-757c5b5be176,2021-01-01,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
9402e118-09a7-4c4a-bec0-96594d75ec98,28fdd5f4-78ec-4529-a669-757c5b5be176,2020-09-20,2021-09-19,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
b34db96d-fbf2-481f-88e6-2b10b0bc69a4,28fdd5f4-78ec-4529-a669-757c5b5be176,2021-09-20,2022-09-19,,,,300,30,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
04a2b861-9725-4e69-9b74-9898fa801e7e,28fdd5f4-78ec-4529-a669-757c5b5be176,2020-01-01,2020-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
98e8b750-c8b5-46db-a6fb-282228643ad8,28fdd5f4-78ec-4529-a669-757c5b5be176,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
2864bad4-1c30-44f5-9a9e-adf809374574,28fdd5f4-78ec-4529-a669-757c5b5be176,2022-09-20,2023-09-19,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
10dc0a33-ec2f-4330-84b8-64c9a511994a,54b2a4bd-d082-4c9a-8916-8eccc3b6b2ec,2021-12-01,2022-11-30,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
98c14588-ed2c-4092-829a-a624a392fb6a,54b2a4bd-d082-4c9a-8916-8eccc3b6b2ec,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
a1c473cd-9cbf-4317-a449-b2271300b4b9,54b2a4bd-d082-4c9a-8916-8eccc3b6b2ec,2022-12-01,2023-11-30,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
9499781b-6cb6-4dc3-bef9-5bceaa19682b,125a9b8a-f842-4097-8e0c-f16255b57996,2022-03-01,2022-12-31,,,,90,0,9,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
70fbe1ba-de0a-40eb-af97-3c9b3aa2e1ea,125a9b8a-f842-4097-8e0c-f16255b57996,2023-03-01,2024-02-29,,,,300,29,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
404b28df-b20b-403c-8904-4c8eb0bc99cc,46d0df03-7246-4ce4-9ee3-821d15001e50,2022-01-31,2023-01-30,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
6cdfc423-3a5a-406e-98ec-7a57e552c516,46d0df03-7246-4ce4-9ee3-821d15001e50,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d8e159e9-f5c6-44b4-b1cf-f3971e10a679,46d0df03-7246-4ce4-9ee3-821d15001e50,2020-01-31,2020-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
37944e3c-2188-4be0-9ce9-89778d961062,46d0df03-7246-4ce4-9ee3-821d15001e50,2021-01-31,2022-01-30,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
28cba5dd-8dd1-438d-a1cf-9b0784b3a0a7,46d0df03-7246-4ce4-9ee3-821d15001e50,2021-01-01,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
a85ac5cd-1373-4f4e-ac00-c4c8c1b2c656,46d0df03-7246-4ce4-9ee3-821d15001e50,2023-01-31,2024-01-30,,,,300,-70,100,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
a75ac1e2-c8c0-402f-a10d-c5196156bb5e,30a362ef-9f3d-4d53-b76d-09f3d29b002e,2021-02-03,2022-02-02,,,,300,5,25,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
a9f1bd5a-87a5-4be1-9d29-c7e2e26e8321,30a362ef-9f3d-4d53-b76d-09f3d29b002e,2020-02-03,2020-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
ff19dc10-8208-4a21-9a4d-e642bf255309,30a362ef-9f3d-4d53-b76d-09f3d29b002e,2022-02-03,2023-02-02,,,,300,19,11,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
e38d2ea9-dd22-4177-b2fb-04361a19bc07,30a362ef-9f3d-4d53-b76d-09f3d29b002e,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
3176dbbc-4f55-408e-a61e-f693ff5a8b0c,30a362ef-9f3d-4d53-b76d-09f3d29b002e,2021-01-01,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
82458af6-a77b-4f74-8d7f-2fb2d11aa9d6,30a362ef-9f3d-4d53-b76d-09f3d29b002e,2023-02-03,2024-02-02,,,,300,5,25,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
78b18f61-df3f-4251-a520-9ccf83b83582,bbfddd7d-349e-4dbe-8e22-0adc8fd6f9c0,2022-08-01,2022-08-14,,,,300,30,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
ea731100-55cd-408c-a82b-93a4d576e766,bbfddd7d-349e-4dbe-8e22-0adc8fd6f9c0,2021-11-05,2021-11-14,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d5927098-5670-49bf-a5d8-ed9ea933f378,bbfddd7d-349e-4dbe-8e22-0adc8fd6f9c0,2023-02-13,2023-03-03,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
18d19348-b4fe-4141-aacb-54bf5e4490f5,bbfddd7d-349e-4dbe-8e22-0adc8fd6f9c0,2021-01-01,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
7c6d3ef6-4c54-4704-8098-e5b3f324d854,bbfddd7d-349e-4dbe-8e22-0adc8fd6f9c0,2020-03-23,2020-12-31,,,,90,0,9,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
52c605cb-7742-42bd-a2c1-401eef574ab3,bbfddd7d-349e-4dbe-8e22-0adc8fd6f9c0,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
acd7dad8-e7a8-42a3-81f5-b7e8efa5e55e,5dcd1ae2-6f3e-4eaa-9b90-087113080b3b,2020-12-07,2021-12-06,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
5c501b37-7ec9-400f-b053-3c5c6ebd8f9e,5dcd1ae2-6f3e-4eaa-9b90-087113080b3b,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
09ca2e99-0763-411f-9ffa-b6a6ee3fd450,5dcd1ae2-6f3e-4eaa-9b90-087113080b3b,2021-01-01,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d361069b-ef18-4542-bb39-5cfb8b19231f,5dcd1ae2-6f3e-4eaa-9b90-087113080b3b,2021-12-07,2022-12-06,,,,300,19,11,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
6503f9c3-00bf-4fe9-ab1b-03c21416106d,5dcd1ae2-6f3e-4eaa-9b90-087113080b3b,2022-12-07,2023-12-06,,,,300,4,26,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
0aeb5e9f-0705-4f08-bf0c-7e57d5ab5f48,6c5cf7e4-cd3b-4887-a130-8d66664d6cbc,2020-12-07,2021-12-06,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
02777827-d853-41ab-9a94-783440056d5e,6c5cf7e4-cd3b-4887-a130-8d66664d6cbc,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
76facc21-a529-4037-8c9c-15c67514e95a,6c5cf7e4-cd3b-4887-a130-8d66664d6cbc,2022-12-07,2023-12-06,,,,300,15,15,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
b4bc38b0-8ae8-48b6-960b-4c78d5221dae,6c5cf7e4-cd3b-4887-a130-8d66664d6cbc,2021-12-07,2022-12-06,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
24928c1f-ac4a-46e9-96f4-5b2421eeb7fd,6c5cf7e4-cd3b-4887-a130-8d66664d6cbc,2021-01-01,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
4fe735b6-e7d8-4dcf-a66e-24b6291fb562,0cdb91d5-2d7c-43b6-a064-3900fa989e55,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
183a92db-d7df-4133-b9b3-13b4aa066904,0cdb91d5-2d7c-43b6-a064-3900fa989e55,2023-01-01,2023-12-31,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
e39d5fe7-1b01-4a9f-9bec-1ac3c7bb6b4e,a0444794-3dea-4d85-8b78-76b8875ce91f,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
747743d4-a535-4295-ad6d-663c20da2a5e,a0444794-3dea-4d85-8b78-76b8875ce91f,2020-12-15,2020-12-31,,,,10,0,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
2a15a2eb-e19a-4b5c-bbab-5f3271eaf1bf,a0444794-3dea-4d85-8b78-76b8875ce91f,2022-12-15,2023-12-14,,,,300,24,6,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
b33c6f53-cdfd-496c-9c85-60a1e36bf0d2,a0444794-3dea-4d85-8b78-76b8875ce91f,2021-12-15,2022-12-14,,,,300,22,8,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
474debf5-8fc2-4f2c-aa82-20015b5be47c,a0444794-3dea-4d85-8b78-76b8875ce91f,2021-01-01,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
59e31319-6915-480a-97d0-1bf60a507351,6930d12f-80e2-4f11-925c-6ed58eaf1d33,2021-02-02,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
6812f1b8-e84f-40b7-921c-877c1b1257ed,6930d12f-80e2-4f11-925c-6ed58eaf1d33,2022-02-02,2023-02-01,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
623c0d48-b998-47ea-b73d-e4bb1a9f80bb,6930d12f-80e2-4f11-925c-6ed58eaf1d33,2023-02-02,2024-02-01,,,,300,12,18,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f2642c49-a60f-4d0c-a948-6a89dac9ec94,6930d12f-80e2-4f11-925c-6ed58eaf1d33,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
15ab5b89-11b0-41e8-953e-e9d02f4a2be6,d7e11fb8-4a8e-4d17-bafc-3e77bfc55ad3,2023-01-11,2024-01-10,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
9a615101-7bbc-4fa1-8a1c-cfb6f8676587,d7e11fb8-4a8e-4d17-bafc-3e77bfc55ad3,2021-01-11,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
94608f1b-f1d4-4e18-8f94-ce92cac63331,d7e11fb8-4a8e-4d17-bafc-3e77bfc55ad3,2022-01-11,2023-01-10,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
8dfb32e3-f8f1-45bf-9eb0-6ed3fb02bcc8,d7e11fb8-4a8e-4d17-bafc-3e77bfc55ad3,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
438382c3-c9d6-43a5-976a-7ac7da7ca29f,69d0fda6-6881-4121-a3d9-1acab618f624,2023-01-26,2024-01-25,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
de34f46a-c247-4bb1-8daf-20a5d846847c,69d0fda6-6881-4121-a3d9-1acab618f624,2022-01-26,2023-01-25,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
2f032bf4-27fe-47c1-a53d-5c7fbc3a0bd7,69d0fda6-6881-4121-a3d9-1acab618f624,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
ddcbd738-fe6c-46fc-96fe-e510280840a5,69d0fda6-6881-4121-a3d9-1acab618f624,2021-01-26,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
b8122232-67d5-4a41-bac5-46ba795bb2d1,6134a198-f559-4e4c-b6c7-a29d9aefeede,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
36094809-2872-41ab-843c-7fc23c98ee8e,6134a198-f559-4e4c-b6c7-a29d9aefeede,2023-03-15,2024-03-14,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
656e56c4-fa11-4aa5-a266-b7d25b9d75ab,6134a198-f559-4e4c-b6c7-a29d9aefeede,2022-03-15,2023-03-14,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
4b6b00eb-ab20-4254-a72a-9afebe3ebc4c,6134a198-f559-4e4c-b6c7-a29d9aefeede,2021-03-15,2022-03-14,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
4a7755f6-62c8-4703-be46-3592623686d6,0b913415-6129-4198-b318-b7023d2acea7,2021-01-04,2021-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d1602013-fbb1-40b6-98b4-432e7e04de94,0b913415-6129-4198-b318-b7023d2acea7,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
bb706846-6416-4bc0-a2ca-3a9413034435,0b913415-6129-4198-b318-b7023d2acea7,2023-01-04,2024-01-03,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f9080b9f-7a21-4480-8d93-d341ce291c64,0b913415-6129-4198-b318-b7023d2acea7,2022-01-04,2023-01-03,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
bfd5ed99-f7e9-4763-8244-f98ab71ca671,ae1d495a-c300-4ac7-8050-ec83ee09419e,2022-09-01,2022-12-31,,,,30,0,3,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
fe58aca7-1487-4c21-8371-64461d3efe69,e33b16f0-5cbe-4ecf-b040-8d825d3df097,2021-11-04,2021-12-31,,,,10,0,1,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
a67df7aa-cd9c-49d6-bbfd-30a84b5881d5,e33b16f0-5cbe-4ecf-b040-8d825d3df097,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
3b9522a9-92fd-4116-a070-d8724288d0ec,e33b16f0-5cbe-4ecf-b040-8d825d3df097,2022-11-04,2023-11-03,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
ba8a7b74-2421-4a2f-aafa-75d6c4e801c6,e24224aa-dfc0-4e01-9952-e301d328efa5,2022-11-04,2023-11-03,,,,300,2,28,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
aeae1ebe-9dc1-4d52-a806-a768f8ef28b6,e24224aa-dfc0-4e01-9952-e301d328efa5,2021-11-04,2022-11-03,,,,300,30,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
f468ae9c-b55f-419c-8e88-7deef768601e,e24224aa-dfc0-4e01-9952-e301d328efa5,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
80b69bc1-2371-48dd-aeca-148558c5e6b3,ee574932-0de9-4a5f-8548-fa9fd96f65df,2022-09-01,2023-08-31,,,,300,30,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
3328fe77-dbf3-477f-a417-ba2498163837,31cdce64-04d5-4be0-8acb-49e765305514,2022-09-01,2022-12-31,,,,30,0,3,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
c44259d2-a5a0-4544-beb4-6c17f7d16012,4d96b3db-87f8-4d6b-961d-46443b683f4c,2022-05-06,2023-05-05,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
5f48e6e5-1f78-48ef-bc86-4ba7df03c044,4d96b3db-87f8-4d6b-961d-46443b683f4c,2021-05-06,2021-12-31,,,,70,0,7,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
9209d356-c575-4892-825d-1122dc6d80ca,4d96b3db-87f8-4d6b-961d-46443b683f4c,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
0c856a38-d772-4ce5-b649-8990136b4be7,2a7d19ff-e42e-4b32-bb18-a5a79492e2e2,2021-07-05,2022-07-04,,,,300,0,30,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
17d6cfdf-b42e-4464-ad25-e47baddb6bd3,2a7d19ff-e42e-4b32-bb18-a5a79492e2e2,2022-01-01,2022-12-31,,,,100,0,10,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
4f15d6f2-7ded-43ca-bbfb-d4512cf3de24,2a7d19ff-e42e-4b32-bb18-a5a79492e2e2,2022-07-05,2023-07-04,,,,300,24,6,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
c7dab4fa-586a-464d-977a-32d655e36c86,d9821cd7-6b79-4af8-abd4-d6094ae055ab,2022-10-06,2023-10-05,,,,300,30,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
d040e887-8c25-4514-855b-ce2787201cd2,d9821cd7-6b79-4af8-abd4-d6094ae055ab,2021-10-06,2022-10-05,,,,300,30,0,,,2026-03-30T19:04:53+00:00,2026-03-30T19:04:53+00:00
